peak	cluster
chr3.5884062.5884887	C2
chr3.5973425.5973499	C3
chr3.5981507.5981639	C3
chr3.6167200.6167284	C6
chr3.6208420.6208545	C4
chr3.6231692.6233135	C6
chr3.6291015.6291133	C6
chr3.6320038.6320354	C6
chr3.6356101.6356604	C5
chr3.6365809.6366668	C6
chr3.6376301.6376896	C4
chr3.6377074.6377479	C4
chr3.6377715.6377947	C6
chr3.6378367.6378623	C6
chr3.6416972.6417611	C6
chr3.6418589.6419653	C10
chr3.6420645.6420815	C5
chr3.6454526.6454755	C6
chr3.6483006.6483193	C6
chr3.6538422.6538544	C1
chr3.6557286.6557525	C2
chr3.6628115.6628341	C7
chr3.6714195.6714396	C4
chr3.6717889.6717981	C10
chr3.6721432.6721951	C4
chr3.6732407.6732472	C9
chr3.6741912.6742431	C1
chr3.6745756.6746365	C10
chr3.6765264.6765770	C3
chr3.6794208.6794510	C3
chr3.6800150.6800611	C3
chr3.6809160.6809346	C3
chr3.6863644.6863782	C1
chr3.7010949.7011064	C3
chr3.7128240.7128574	C6
chr3.7162634.7163824	C4
chr3.7298539.7300223	C6
chr3.7394118.7394280	C2
chr3.7394533.7394657	C2
chr3.7415257.7415426	C3
chr3.7516537.7517226	C1
chr3.7521657.7521830	C1
chr3.7542606.7542741	C6
chr3.7575788.7576025	C3
chr3.7655700.7655877	C6
chr3.7667993.7668160	C5
chr3.7668652.7668724	C1
chr3.7694021.7694541	C11
chr3.7811445.7811594	C2
chr3.7820135.7820363	C2
chr3.7825862.7826010	C1
chr3.7870243.7871338	C13
chr3.7919418.7919484	C1
chr3.7920067.7920163	C1
chr3.7931705.7931920	C2
chr3.7979084.7979178	C3
chr3.7984573.7984683	C1
chr3.8056442.8056625	C7
chr3.8074090.8074294	C1
chr3.8083063.8083633	C9
chr3.8090637.8090803	C15
chr3.8153723.8153990	C2
chr3.8161973.8162391	C9
chr3.8255505.8256252	C6
chr3.8278170.8278428	C3
chr3.8393592.8393698	C1
chr3.8410382.8410714	C2
chr3.8425556.8425652	C6
chr3.8448312.8448800	C6
chr3.8485754.8486025	C3
chr3.8583968.8584291	C2
chr3.8617423.8617528	C1
chr3.8661002.8661263	C6
chr3.8661620.8662137	C6
chr3.8662298.8662837	C6
chr3.8707440.8707714	C6
chr3.8751658.8751765	C3
chr3.8763552.8763619	C3
chr3.8867873.8868542	C2
chr3.8868657.8869524	C5
chr3.8893133.8893975	C2
chr3.8899520.8899726	C2
chr3.8909284.8910232	C2
chr3.8920274.8920355	C3
chr3.8932987.8933833	C2
chr3.8962640.8962874	C3
chr3.8974839.8975426	C6
chr3.9008896.9009023	C6
chr3.9173065.9173315	C2
chr3.9191264.9191860	C4
chr3.9234395.9234528	C3
chr3.9311178.9311300	C6
chr3.9402584.9402701	C3
chr3.9413375.9413635	C2
chr3.9449910.9450215	C3
chr3.9462064.9462210	C1
chr3.9464539.9464754	C1
chr3.9513609.9513672	C6
chr3.9559514.9559658	C3
chr3.9603080.9603586	C6
chr3.9644623.9645032	C3
chr3.9731351.9731762	C6
chr3.9751830.9751942	C3
chr3.9763425.9763498	C3
chr3.9765986.9766086	C1
chr3.9819345.9819452	C2
chr3.9832726.9832851	C1
chr3.9858764.9858970	C2
chr3.9974771.9976024	C9
chr3.10004041.10004506	C4
chr3.10014851.10016012	C10
chr3.10022723.10022818	C3
chr3.10029641.10030149	C3
chr3.10053401.10053650	C3
chr3.10057709.10057944	C3
chr3.10068090.10068211	C3
chr3.10068593.10068818	C3
chr3.10090707.10090774	C3
chr3.10101518.10102069	C6
chr3.10120965.10121054	C1
chr3.10136525.10136614	C2
chr3.10154826.10155201	C6
chr3.10175076.10175414	C2
chr3.10195107.10196362	C2
chr3.10198244.10198486	C3
chr3.10279348.10280014	C3
chr3.10375392.10375577	C6
chr3.10418401.10419118	C6
chr3.10428134.10428554	C3
chr3.10474185.10474289	C2
chr3.10476085.10476455	C2
chr3.10519224.10519813	C13
chr3.10532418.10532717	C6
chr3.10554137.10554301	C4
chr3.10580812.10581217	C3
chr3.10590977.10591305	C3
chr3.10598477.10598592	C2
chr3.10647658.10647806	C6
chr3.10649399.10649540	C3
chr3.10765800.10766053	C3
chr3.10792063.10792363	C1
chr3.10818330.10818480	C3
chr3.10821204.10821498	C7
chr3.10822382.10823515	C13
chr3.10828084.10828291	C5
chr3.10906378.10906560	C6
chr3.10910422.10910643	C1
chr3.10914311.10914396	C1
chr3.10971469.10971537	C3
chr3.10975298.10976045	C6
chr3.10976368.10976604	C2
chr3.10990758.10990846	C3
chr3.11015332.11015559	C3
chr3.11048296.11048433	C2
chr3.11049017.11049312	C2
chr3.11049436.11049739	C9
chr3.11060140.11060344	C3
chr3.11092578.11092752	C2
chr3.11211632.11211763	C3
chr3.11227298.11227362	C3
chr3.11243160.11243528	C2
chr3.11303128.11303289	C2
chr3.11313589.11313738	C3
chr3.11432024.11432172	C3
chr3.11445779.11446719	C2
chr3.11481110.11481224	C6
chr3.11546349.11546619	C1
chr3.11588668.11588806	C6
chr3.11732434.11732497	C3
chr3.11814330.11814498	C3
chr3.11832510.11832854	C1
chr3.11842273.11842452	C6
chr3.11865098.11865212	C2
chr3.11922221.11922420	C6
chr3.11940457.11941427	C5
chr3.11951334.11951531	C3
chr3.11990652.11990912	C3
chr3.12043848.12044297	C11
chr3.12124983.12125085	C1
chr3.12150914.12151062	C1
chr3.12171331.12171575	C10
chr3.12218291.12220010	C10
chr3.12263034.12263364	C3
chr3.12263516.12264036	C3
chr3.12270727.12270868	C3
chr3.12274381.12274597	C5
chr3.12337023.12337181	C6
chr3.12337345.12337463	C6
chr3.12340734.12342383	C6
chr3.12346392.12346714	C6
chr3.12362968.12363136	C6
chr3.12433563.12433690	C3
chr3.12470642.12470774	C3
chr3.12509750.12509916	C1
chr3.12510406.12511040	C6
chr3.12534170.12534850	C4
chr3.12535367.12535471	C6
chr3.12584271.12584530	C11
chr3.12614342.12614567	C2
chr3.12614848.12615017	C3
chr3.12643150.12643251	C2
chr3.12669269.12669595	C2
chr3.12844594.12844679	C3
chr3.12861074.12861309	C3
chr3.12880319.12880637	C3
chr3.12883904.12884010	C3
chr3.12930882.12931395	C6
chr3.12949107.12949361	C4
chr3.12979344.12979626	C3
chr3.12994090.12996337	C6
chr3.12998776.12998902	C3
chr3.13025961.13026070	C6
chr3.13092670.13092799	C3
chr3.13098785.13098955	C9
chr3.13103314.13103403	C10
chr3.13121147.13121569	C6
chr3.13137968.13138085	C1
chr3.13156496.13157009	C6
chr3.13157147.13158521	C6
chr3.13163460.13163695	C3
chr3.13197176.13197458	C10
chr3.13215064.13215166	C3
chr3.13325291.13326665	C1
chr3.13327508.13327581	C1
chr3.13346202.13346410	C3
chr3.13358664.13358778	C3
chr3.13376062.13376313	C6
chr3.13549793.13550084	C1
chr3.13557781.13557934	C1
chr3.13558069.13558228	C7
chr3.13558403.13558545	C1
chr3.13564276.13564357	C3
chr3.13630297.13631068	C5
chr3.13635408.13635496	C3
chr3.13635568.13636117	C10
chr3.13673286.13673386	C10
chr3.13692009.13692218	C2
chr3.13700251.13700502	C3
chr3.13721029.13721241	C3
chr3.13724878.13725488	C5
chr3.13733993.13734070	C3
chr3.13748482.13749218	C6
chr3.13762396.13763225	C4
chr3.13764488.13765063	C2
chr3.13836093.13836216	C10
chr3.13846851.13846953	C1
chr3.13888313.13889028	C6
chr3.13921680.13921930	C6
chr3.14021384.14022463	C2
chr3.14054333.14054430	C3
chr3.14054971.14055088	C3
chr3.14095967.14096056	C14
chr3.14102930.14103370	C1
chr3.14178151.14178762	C13
chr3.14190373.14190642	C3
chr3.14234016.14234308	C3
chr3.14281867.14281990	C2
chr3.14283304.14283374	C1
chr3.14290867.14291003	C14
chr3.14323920.14324204	C3
chr3.14459167.14459381	C3
chr3.14466935.14467089	C3
chr3.14476516.14476712	C2
chr3.14487358.14487668	C2
chr3.14507467.14507595	C6
chr3.14553587.14553785	C3
chr3.14588688.14588789	C2
chr3.14588924.14589218	C2
chr3.14596069.14596545	C2
chr3.14692809.14693389	C6
chr3.14694237.14694379	C6
chr3.14725221.14726029	C6
chr3.14732995.14733138	C3
chr3.14751752.14752206	C2
chr3.14773272.14773374	C3
chr3.14798833.14798901	C1
chr3.14813389.14813533	C3
chr3.14839200.14839519	C2
chr3.14960908.14961781	C4
chr3.14961933.14962511	C4
chr3.15046542.15046684	C1
chr3.15054751.15055335	C1
chr3.15123983.15124157	C10
chr3.15125091.15125621	C2
chr3.15169918.15169983	C3
chr3.15276859.15277340	C2
chr3.15277505.15277658	C2
chr3.15317730.15317948	C6
chr3.15328714.15330189	C2
chr3.15338040.15338121	C1
chr3.15359274.15359380	C1
chr3.15444698.15444896	C6
chr3.15445780.15447922	C6
chr3.15463696.15463875	C3
chr3.15484918.15485250	C13
chr3.15492834.15492900	C11
chr3.15563227.15563346	C6
chr3.15563526.15563705	C6
chr3.15590199.15590401	C6
chr3.15607570.15608508	C2
chr3.15699514.15699990	C6
chr3.15700131.15700240	C2
chr3.15700563.15700738	C6
chr3.15741399.15741930	C2
chr3.15853119.15853296	C6
chr3.15868336.15868399	C1
chr3.15892485.15892592	C3
chr3.15897153.15897555	C3
chr3.15924187.15924397	C1
chr3.15952061.15952230	C9
chr3.15976091.15976473	C6
chr3.15978971.15979501	C9
chr3.16015044.16015113	C1
chr3.16029040.16029426	C7
chr3.16057141.16057355	C3
chr3.16072449.16072699	C3
chr3.16075545.16075925	C6
chr3.16079547.16079913	C6
chr3.16122473.16122667	C1
chr3.16146230.16146300	C3
chr3.16159554.16160074	C3
chr3.16222196.16222438	C3
chr3.16267398.16267613	C9
chr3.16330431.16330529	C3
chr3.16335382.16335847	C7
chr3.16385861.16385996	C3
chr3.16389168.16389721	C3
chr3.16729517.16729769	C1
chr3.16771726.16772407	C10
chr3.16773620.16773913	C10
chr3.16803136.16803258	C3
chr3.16908727.16908820	C1
chr3.16921545.16921851	C8
chr3.16989239.16989310	C3
chr3.17012386.17013164	C3
chr3.17037144.17037624	C2
chr3.17037845.17038018	C6
chr3.17053369.17053529	C6
chr3.17057128.17057245	C3
chr3.17057292.17057372	C15
chr3.17062968.17063145	C6
chr3.17184985.17185357	C6
chr3.17240674.17240766	C3
chr3.17293367.17293813	C5
chr3.17405619.17405775	C1
chr3.17416302.17416378	C1
chr3.17487892.17488203	C6
chr3.17502143.17502221	C3
chr3.17523952.17524263	C3
chr3.17598359.17599020	C9
chr3.17644187.17644421	C15
chr3.17676422.17676514	C1
chr3.17737330.17737431	C3
chr3.17737507.17737650	C2
chr3.17748385.17748500	C6
chr3.17749444.17749626	C6
chr3.17788346.17788713	C7
chr3.17987998.17988139	C1
chr3.17996053.17996182	C1
chr3.18010170.18010298	C1
chr3.18066215.18066459	C3
chr3.18091161.18091389	C6
chr3.18221257.18221465	C3
chr3.18316572.18316685	C1
chr3.18362829.18362949	C3
chr3.18378607.18378724	C12
chr3.18396528.18396635	C3
chr3.18404933.18405128	C6
chr3.18435292.18436264	C6
chr3.18469935.18470028	C6
chr3.18471906.18472051	C3
chr3.18503613.18503728	C2
chr3.18503873.18503997	C6
chr3.18545969.18546194	C3
chr3.18582301.18582513	C2
chr3.18620065.18621026	C13
chr3.18674907.18675012	C3
chr3.18721964.18722055	C1
chr3.18732210.18732346	C1
chr3.18732526.18732614	C1
chr3.18879380.18879621	C11
chr3.19022865.19022971	C3
chr3.19033325.19034048	C6
chr3.19034479.19034571	C6
chr3.19047650.19047755	C3
chr3.19087616.19087804	C1
chr3.19090893.19090967	C3
chr3.19136919.19137433	C12
chr3.19174407.19174735	C5
chr3.19223749.19224027	C5
chr3.19232874.19233054	C3
chr3.19287373.19287523	C3
chr3.19390507.19390613	C1
chr3.19466305.19466385	C1
chr3.19549454.19549592	C6
chr3.19606359.19606543	C6
chr3.19631439.19631956	C5
chr3.19636561.19636673	C8
chr3.19681750.19681817	C3
chr3.19800742.19801038	C8
chr3.19817737.19817927	C3
chr3.19822534.19822925	C3
chr3.19893324.19893400	C1
chr3.19901851.19902203	C3
chr3.19911006.19911774	C2
chr3.19923344.19923518	C2
chr3.19962730.19963006	C1
chr3.20025128.20025251	C3
chr3.20047652.20047903	C15
chr3.20085964.20086188	C4
chr3.20093716.20094156	C2
chr3.20125753.20126063	C6
chr3.20157727.20157933	C6
chr3.20179673.20179950	C4
chr3.20207787.20207876	C3
chr3.20216856.20217007	C2
chr3.20235024.20235210	C2
chr3.20294686.20294832	C3
chr3.20312772.20313217	C6
chr3.20313398.20313805	C6
chr3.20328118.20328974	C4
chr3.20330925.20331284	C4
chr3.20331603.20332165	C4
chr3.20353949.20354063	C2
chr3.20364907.20364981	C3
chr3.20378733.20378999	C3
chr3.20397220.20397347	C3
chr3.20419650.20419758	C2
chr3.20420678.20420826	C6
chr3.20551646.20552350	C6
chr3.20552470.20552624	C6
chr3.20620170.20620700	C6
chr3.20620833.20620936	C6
chr3.20636291.20636405	C3
chr3.20651467.20651667	C3
chr3.20651749.20651927	C3
chr3.20699658.20700708	C5
chr3.20705104.20705272	C3
chr3.20717226.20717421	C6
chr3.20729465.20729832	C6
chr3.20733619.20733869	C6
chr3.20836133.20836325	C2
chr3.21059325.21059436	C2
chr3.21072276.21072427	C10
chr3.21095000.21095338	C3
chr3.21137687.21137760	C3
chr3.21158352.21158613	C6
chr3.21158781.21158914	C6
chr3.21175756.21176448	C6
chr3.21176555.21176947	C6
chr3.21197548.21197870	C6
chr3.21198051.21198535	C6
chr3.21198663.21199295	C6
chr3.21204608.21204852	C3
chr3.21206760.21206898	C2
chr3.21212312.21212466	C1
chr3.21214306.21214432	C2
chr3.21248989.21249158	C10
chr3.21340060.21340160	C4
chr3.21381174.21381546	C3
chr3.21434967.21435843	C5
chr3.21436295.21436442	C5
chr3.21442163.21442486	C3
chr3.21450232.21450312	C3
chr3.21452612.21453050	C3
chr3.21483275.21483605	C2
chr3.21500558.21501132	C6
chr3.21548128.21548229	C3
chr3.21553540.21554067	C2
chr3.21586682.21586890	C3
chr3.21656911.21657202	C2
chr3.21749481.21749621	C3
chr3.21771928.21772233	C11
chr3.21790643.21790762	C3
chr3.21796599.21796795	C3
chr3.21806668.21807403	C3
chr3.21969855.21970013	C3
chr3.22081776.22082183	C9
chr3.22093060.22093158	C3
chr3.22124362.22124537	C3
chr3.22178824.22178938	C3
chr3.22340505.22340629	C3
chr3.22390191.22390310	C3
chr3.22391911.22392055	C3
chr3.22397483.22397633	C2
chr3.22501758.22501992	C3
chr3.22551776.22552362	C6
chr3.22597414.22597545	C3
chr3.22675747.22676101	C6
chr3.22696049.22696216	C1
chr3.22699816.22699903	C10
chr3.22702484.22702678	C3
chr3.22769066.22769158	C1
chr3.22897006.22897174	C1
chr3.22951308.22951460	C6
chr3.22951750.22952051	C6
chr3.22971086.22971264	C3
chr3.22979554.22979672	C3
chr3.22987173.22987805	C3
chr3.22991215.22991475	C2
chr3.22994251.22994320	C1
chr3.22998706.22998883	C3
chr3.23011397.23011509	C3
chr3.23015065.23015178	C3
chr3.23319185.23319299	C3
chr3.23325902.23326147	C5
chr3.23388870.23389030	C3
chr3.23411650.23411923	C2
chr3.23446314.23446639	C6
chr3.23455931.23456205	C6
chr3.23462163.23462296	C2
chr3.23545828.23545924	C10
chr3.23556484.23556648	C14
chr3.23572094.23572179	C1
chr3.23602333.23602432	C6
chr3.23642466.23642599	C2
chr3.23678962.23679607	C6
chr3.23681251.23681475	C3
chr3.23708774.23709090	C3
chr3.23754767.23754855	C1
chr3.23790049.23790256	C2
chr3.23868847.23868942	C3
chr3.23961499.23961857	C14
chr3.24088578.24088761	C3
chr3.24121671.24122055	C6
chr3.24126427.24126650	C3
chr3.24149622.24149759	C8
chr3.24211609.24211838	C9
chr3.24217285.24217362	C3
chr3.24234832.24235167	C4
chr3.24278302.24278636	C1
chr3.24297672.24297848	C3
chr3.24336972.24337205	C3
chr3.24365442.24365520	C2
chr3.24495172.24495329	C3
chr3.24598532.24598697	C7
chr3.24602355.24602492	C2
chr3.24714041.24714377	C3
chr3.24748821.24748978	C2
chr3.24775478.24775563	C3
chr3.24775679.24775748	C3
chr3.24825157.24825749	C2
chr3.24852349.24853734	C14
chr3.24874055.24874238	C3
chr3.24958053.24958340	C3
chr3.24979629.24979843	C6
chr3.24980255.24980389	C6
chr3.25057470.25057882	C3
chr3.25058947.25059036	C3
chr3.25277188.25277425	C2
chr3.25298450.25298574	C9
chr3.25305053.25305450	C2
chr3.25381855.25382140	C6
chr3.25382333.25382446	C6
chr3.25460034.25460137	C6
chr3.25463483.25464109	C1
chr3.25464511.25464820	C1
chr3.25559721.25560304	C1
chr3.25593019.25593554	C3
chr3.25614030.25614593	C6
chr3.25654243.25654354	C3
chr3.25666708.25667060	C2
chr3.25784892.25784992	C3
chr3.25838707.25838951	C1
chr3.25859554.25859989	C3
chr3.25907182.25907613	C3
chr3.25945041.25945309	C3
chr3.25983754.25983937	C3
chr3.26034922.26035076	C2
chr3.26134315.26134695	C1
chr3.26177324.26177397	C1
chr3.26189240.26189306	C3
chr3.26189784.26189968	C3
chr3.26259381.26259567	C3
chr3.26266544.26266626	C1
chr3.26305507.26305571	C3
chr3.26353804.26354111	C6
chr3.26355575.26355702	C6
chr3.26395948.26396252	C3
chr3.26398224.26398728	C6
chr3.26449091.26449379	C1
chr3.26477387.26477515	C1
chr3.26487897.26488050	C3
chr3.26488376.26488536	C9
chr3.26488704.26488869	C2
chr3.26499429.26499695	C5
chr3.26533082.26533335	C3
chr3.26579587.26579668	C3
chr3.26587969.26588129	C6
chr3.26597390.26597635	C1
chr3.26612379.26612660	C4
chr3.26656644.26656831	C3
chr3.26661666.26661889	C4
chr3.26730863.26730959	C6
chr3.26751925.26752604	C6
chr3.26779805.26780300	C3
chr3.26812196.26812420	C6
chr3.26826075.26826317	C6
chr3.26860016.26860595	C6
chr3.26920155.26920329	C2
chr3.26920675.26920754	C2
chr3.26996538.26997054	C3
chr3.27035043.27035208	C6
chr3.27076209.27076277	C1
chr3.27102055.27102205	C7
chr3.27108875.27109061	C6
chr3.27116535.27116973	C7
chr4.20517.20628	C2
chr4.42935.43083	C12
chr4.44150.44241	C3
chr4.51925.52023	C1
chr4.136096.136203	C3
chr4.173140.173435	C3
chr4.194863.195520	C9
chr4.199357.199461	C1
chr4.255620.256718	C4
chr4.256860.257009	C4
chr4.297220.297353	C1
chr4.441111.441322	C2
chr4.451277.451425	C6
chr4.498266.498516	C3
chr4.510762.510835	C2
chr4.544440.544683	C4
chr4.591591.591784	C1
chr4.593803.594051	C10
chr4.629240.629349	C3
chr4.635179.635276	C9
chr4.655449.655631	C4
chr4.682934.683049	C3
chr4.784321.784649	C1
chr4.806107.806227	C15
chr4.841133.841272	C3
chr4.868216.868527	C3
chr4.873086.873435	C9
chr4.880177.880440	C3
chr4.898799.899013	C3
chr4.907846.908015	C3
chr4.960845.961183	C3
chr4.967891.968556	C5
chr4.1052851.1053027	C6
chr4.1094432.1094790	C6
chr4.1097335.1097729	C2
chr4.1158558.1158634	C3
chr4.1183718.1183954	C6
chr4.1230200.1230324	C6
chr4.1230793.1230985	C6
chr4.1240048.1240179	C7
chr4.1247220.1247390	C2
chr4.1276424.1276634	C1
chr4.1325107.1325329	C3
chr4.1332117.1332633	C6
chr4.1332759.1333359	C6
chr4.1333530.1334270	C2
chr4.1366177.1366525	C3
chr4.1406575.1406692	C6
chr4.1587060.1587168	C3
chr4.1625182.1625271	C3
chr4.1635094.1635212	C3
chr4.1697942.1698130	C3
chr4.1700658.1700965	C3
chr4.1710471.1710539	C9
chr4.1710780.1711460	C2
chr4.1845769.1845868	C6
chr4.1846755.1847856	C6
chr4.1923130.1923736	C1
chr4.1937633.1937746	C3
chr4.1962261.1962391	C9
chr4.2016020.2016274	C6
chr4.2063045.2063338	C1
chr4.2070241.2070823	C4
chr4.2112474.2112611	C4
chr4.2122809.2122962	C2
chr4.2248981.2249171	C6
chr4.2270861.2270985	C1
chr4.2345731.2345816	C1
chr4.2403437.2403646	C3
chr4.2511909.2512104	C14
chr4.2521743.2521928	C1
chr4.2525622.2526114	C2
chr4.2534645.2534712	C10
chr4.2578551.2578750	C6
chr4.2606585.2606799	C3
chr4.2634174.2634242	C3
chr4.2643105.2643461	C3
chr4.2683551.2684066	C4
chr4.2685507.2685731	C6
chr4.2714217.2714403	C2
chr4.2821116.2821229	C3
chr4.2870026.2870125	C3
chr4.2870195.2870266	C3
chr4.2918427.2918571	C12
chr4.2920277.2920351	C3
chr4.3013097.3014131	C4
chr4.3022725.3022834	C3
chr4.3026180.3026429	C6
chr4.3026578.3027215	C6
chr4.3027615.3027923	C6
chr4.3136665.3136775	C3
chr4.3146431.3146785	C1
chr4.3150509.3150660	C1
chr4.3188468.3188579	C6
chr4.3220447.3220722	C3
chr4.3260516.3261082	C10
chr4.3273793.3274006	C3
chr4.3535467.3535597	C6
chr4.3541633.3542508	C10
chr4.3588486.3589351	C5
chr4.3622273.3622616	C1
chr4.3645714.3645903	C1
chr4.3652622.3652803	C10
chr4.3677758.3677824	C3
chr4.3809996.3810086	C5
chr4.3813367.3813621	C3
chr4.3857955.3858130	C3
chr4.3858823.3859056	C3
chr4.4063078.4063185	C15
chr4.4108891.4109053	C6
chr4.4139752.4139843	C6
chr4.4213920.4214144	C11
chr4.4216025.4216229	C11
chr4.4221398.4221608	C11
chr4.4227243.4227713	C11
chr4.4273458.4273967	C10
chr4.4278170.4278815	C6
chr4.4279680.4279959	C6
chr4.4314944.4315198	C3
chr4.4385236.4385304	C2
chr4.4488327.4488575	C3
chr4.4533784.4534319	C1
chr4.4534445.4534586	C7
chr4.4552697.4554677	C1
chr4.4589753.4589980	C6
chr4.4601988.4602093	C3
chr4.4728723.4728953	C2
chr4.4737549.4737846	C3
chr4.5009017.5009127	C3
chr4.5107217.5107496	C6
chr4.5158387.5158595	C6
chr4.5169736.5170035	C6
chr4.5181811.5183014	C5
chr4.5183304.5183767	C5
chr4.5192209.5192305	C2
chr4.5227018.5227157	C6
chr4.5247728.5248003	C3
chr4.5262825.5262947	C1
chr4.5299035.5299320	C3
chr4.5326421.5326719	C1
chr4.5400909.5400995	C1
chr4.5409755.5410335	C10
chr4.5478972.5479098	C2
chr4.5587380.5587674	C2
chr4.5620243.5620324	C5
chr4.5665355.5665495	C8
chr4.5685818.5686108	C3
chr4.5764531.5764606	C1
chr4.5796054.5796324	C3
chr4.5846705.5847274	C6
chr4.5904187.5904596	C6
chr4.5904670.5904960	C6
chr4.5952664.5952981	C1
chr4.5965391.5965455	C1
chr4.6032577.6032698	C6
chr4.6231169.6231318	C3
chr4.6232995.6233072	C15
chr4.6245905.6246428	C1
chr4.6292850.6293015	C2
chr4.6300811.6300966	C2
chr4.6335033.6335160	C2
chr4.6414710.6414908	C3
chr4.6455759.6455938	C10
chr4.6536663.6538097	C4
chr4.6560792.6561082	C1
chr4.6572495.6572631	C4
chr4.6582222.6582436	C3
chr4.6629607.6629739	C13
chr4.6646415.6646521	C9
chr4.6648846.6648911	C3
chr4.6651211.6651482	C3
chr4.6690862.6690992	C13
chr4.6792175.6792310	C6
chr4.6821873.6822007	C2
chr4.6852189.6852928	C5
chr4.6913933.6914067	C14
chr4.6953696.6953891	C6
chr4.6956338.6956444	C4
chr4.6957608.6958073	C3
chr4.6995213.6996095	C2
chr4.6996234.6996431	C6
chr4.6996712.6997002	C6
chr4.7026782.7026973	C6
chr4.7044952.7045050	C3
chr4.7053987.7055029	C3
chr4.7077637.7077827	C3
chr4.7082091.7083707	C6
chr4.7090308.7090556	C2
chr4.7102614.7103620	C6
chr4.7250891.7251124	C1
chr4.7283466.7285129	C6
chr4.7347056.7347171	C6
chr4.7425027.7425182	C9
chr4.7471262.7471777	C3
chr4.7477771.7477882	C8
chr4.7479071.7479145	C3
chr4.7484652.7485161	C4
chr4.7544449.7545140	C6
chr4.7555333.7555463	C6
chr4.7582139.7582334	C5
chr4.7613780.7614700	C4
chr4.7693339.7693442	C3
chr4.7755331.7756111	C2
chr4.7788245.7788578	C2
chr4.7788723.7788870	C2
chr4.7845538.7845667	C3
chr4.7857222.7857618	C3
chr4.7917385.7917553	C3
chr4.7935389.7935492	C1
chr4.7942383.7942583	C10
chr4.7949866.7950335	C7
chr4.7969217.7969473	C2
chr4.7979480.7979607	C3
chr4.7989483.7989717	C3
chr4.8094887.8095089	C2
chr4.8230026.8230207	C3
chr4.8263610.8263706	C3
chr4.8288161.8288975	C9
chr4.8317026.8317419	C3
chr4.8393557.8394253	C6
chr4.8442839.8443613	C3
chr4.8458822.8459574	C10
chr4.8602822.8603124	C5
chr4.8616863.8617004	C6
chr4.8628074.8628225	C2
chr4.8672071.8672316	C11
chr4.8681229.8681369	C1
chr4.8786744.8787185	C3
chr4.8822168.8822405	C3
chr4.8865257.8865361	C3
chr4.8896754.8896955	C3
chr4.8987949.8988312	C6
chr4.9046640.9046740	C3
chr4.9063459.9063876	C1
chr4.9064599.9064844	C1
chr4.9067390.9067608	C11
chr4.9091867.9092009	C3
chr4.9098483.9098608	C3
chr4.9098713.9098986	C3
chr4.9137276.9137349	C1
chr4.9138983.9139560	C2
chr4.9151378.9151517	C1
chr4.9152422.9152929	C3
chr4.9179829.9180001	C3
chr4.9202230.9203395	C8
chr4.9255048.9255264	C8
chr4.9258011.9258463	C8
chr4.9259099.9259414	C8
chr4.9280777.9280888	C3
chr4.9292751.9292998	C3
chr4.9306097.9306192	C3
chr4.9312104.9312373	C3
chr4.9473461.9473900	C1
chr4.9493115.9493416	C14
chr4.9523991.9524223	C3
chr4.9539097.9539195	C2
chr4.9596243.9596399	C2
chr4.9611795.9611869	C1
chr4.9621422.9622820	C1
chr4.9647428.9647517	C3
chr4.9656845.9656981	C2
chr4.9673566.9673658	C1
chr4.9678263.9678438	C3
chr4.9724305.9724829	C2
chr4.9724954.9725181	C2
chr4.9752115.9752477	C6
chr4.9927803.9928220	C3
chr4.9944493.9944561	C3
chr4.9990407.9991106	C6
chr4.9991378.9991664	C6
chr4.9998122.9998348	C2
chr4.10142437.10142874	C3
chr4.10185617.10185935	C2
chr4.10248032.10248126	C1
chr4.10256767.10256873	C10
chr4.10355465.10355695	C2
chr4.10373074.10373444	C9
chr4.10399349.10399524	C2
chr4.10402271.10402444	C3
chr4.10480531.10480977	C5
chr4.10494754.10494895	C6
chr4.10508947.10509096	C3
chr4.10539792.10539861	C1
chr4.10575937.10576172	C2
chr4.10633987.10634312	C3
chr4.10635841.10635951	C3
chr4.10640386.10640732	C3
chr4.10663736.10663896	C3
chr4.10664990.10665161	C3
chr4.10810652.10811129	C3
chr4.10837920.10838024	C6
chr4.10910225.10910409	C6
chr4.10923515.10923648	C15
chr4.10952746.10952860	C4
chr4.11043747.11043873	C1
chr4.11051207.11051300	C3
chr4.11061868.11061965	C6
chr4.11118546.11119309	C13
chr4.11152936.11153121	C2
chr4.11274357.11274591	C1
chr4.11279666.11279886	C12
chr4.11318365.11318976	C15
chr4.11326130.11326308	C3
chr4.11334206.11334762	C10
chr4.11365351.11365597	C3
chr4.11412608.11412832	C3
chr4.11448213.11448392	C3
chr4.11451598.11451690	C3
chr4.11472907.11473011	C3
chr4.11485046.11485241	C6
chr4.11488693.11488792	C2
chr4.11503058.11503305	C15
chr4.11524569.11524698	C10
chr4.11547098.11547169	C14
chr4.11549446.11549617	C14
chr4.11570388.11570584	C6
chr4.11570847.11571458	C6
chr4.11587881.11588073	C6
chr4.11807906.11808218	C11
chr4.11860776.11860897	C6
chr4.11879112.11879184	C3
chr4.11920481.11920627	C6
chr4.11942523.11942978	C3
chr4.12033917.12034257	C6
chr4.12034560.12034919	C6
chr4.12117864.12118107	C5
chr4.12147645.12147801	C3
chr4.12275662.12276009	C3
chr4.12298567.12299107	C9
chr4.12330411.12330513	C1
