peak	cluster
3.58367415.58368027	C1
3.58373898.58374361	C1
3.58405204.58405687	C4
3.58457207.58457431	C1
3.58546518.58546771	C2
3.58577569.58577970	C2
3.58623009.58623846	C4
3.58638488.58638826	C3
3.58715860.58716328	C3
3.58805942.58806459	C3
3.58885077.58885553	C3
3.59001245.59001831	C1
3.59002626.59003679	C4
3.59215656.59216016	C3
3.59241175.59241435	C4
3.59324832.59325139	C1
3.59569843.59570205	C5
3.59596839.59597148	C4
3.59600910.59601614	C5
3.59609256.59609566	C5
3.59610403.59610906	C5
3.59739247.59739705	C3
3.59776818.59777330	C3
3.59827051.59827308	C3
3.59864829.59865287	C2
3.59870756.59871643	C2
3.59885662.59886494	C2
3.59989940.59990448	C2
3.60009782.60011460	C2
3.60074149.60075455	C2
3.60105959.60106531	C1
3.60111350.60112184	C1
3.60120283.60120605	C3
3.60310700.60310920	C3
3.60338911.60339159	C2
3.60339397.60339794	C3
3.60436463.60436739	C2
3.60581806.60582070	C4
3.60584008.60584647	C4
3.60652600.60652871	C1
3.60655652.60656183	C1
3.60663162.60663568	C3
3.60681692.60682224	C3
3.60687564.60687804	C3
3.60758815.60759656	C5
3.60840251.60840859	C2
3.60874548.60874947	C1
3.60880397.60880793	C1
3.60942398.60942998	C1
3.61012299.61012564	C2
3.61025883.61026102	C3
3.61030831.61031178	C1
3.61042297.61042620	C5
3.61043292.61046081	C3
3.61047448.61047718	C3
3.61173015.61173229	C3
3.61202635.61202863	C2
3.61208259.61208526	C5
3.61243060.61243327	C4
3.61272150.61272447	C2
3.61393452.61394031	C3
3.61429181.61429623	C3
3.61502115.61502485	C2
3.61531161.61531512	C5
3.61531917.61532314	C5
3.61540624.61541108	C3
3.61548344.61548668	C2
3.61580681.61581069	C3
3.61596218.61596627	C3
3.61634618.61634840	C1
3.61717257.61717598	C4
3.61873055.61873382	C5
3.61944993.61945220	C4
3.61953335.61953825	C3
3.61970851.61971137	C3
3.61998627.61998883	C5
3.62024060.62024498	C3
3.62027805.62028431	C5
3.62071266.62071922	C1
3.62072722.62073078	C3
3.62146566.62146921	C3
3.62199055.62199318	C5
3.62229545.62230039	C2
3.62326887.62327168	C2
3.62369606.62370059	C3
3.62371526.62371817	C5
3.62372523.62372858	C5
3.62392226.62392611	C2
3.62432988.62433519	C3
3.62526830.62527264	C3
3.62558558.62559036	C2
3.62642575.62642789	C2
3.62738322.62738610	C1
3.62749794.62750295	C4
3.62766771.62769684	C3
3.62836733.62837050	C3
3.62839153.62839874	C4
3.62943782.62944008	C2
3.62953841.62954205	C2
3.62975968.62976302	C5
3.62977908.62978222	C2
3.62980263.62981070	C2
3.63018154.63018620	C4
3.63019403.63019782	C4
3.63020511.63021165	C4
3.63066910.63068288	C2
3.63088085.63088706	C2
3.63090743.63091013	C3
3.63186604.63187049	C3
3.63327146.63327994	C3
3.63483526.63483845	C3
3.63581160.63581664	C3
3.63582413.63582891	C3
3.63593587.63593991	C3
3.63667069.63667290	C2
3.63674971.63675269	C3
3.63703257.63703585	C4
3.63818945.63819464	C3
3.63825991.63826215	C3
3.63835458.63835720	C3
3.63838385.63838625	C3
3.63851024.63851332	C3
3.63933486.63933806	C4
3.63958282.63958846	C3
3.64009161.64009430	C4
3.64074579.64075040	C3
3.64142094.64142926	C4
3.64149472.64150152	C3
3.64169661.64169871	C3
3.64190838.64191205	C2
3.64243775.64244252	C3
3.64279253.64279483	C2
3.64289523.64289993	C2
3.64476241.64476632	C3
3.64540958.64541201	C3
3.64568617.64569242	C3
3.64569877.64570491	C2
3.64592245.64592470	C1
3.64593832.64594127	C1
3.64609863.64610391	C3
3.64624141.64626479	C3
3.64745688.64745980	C4
3.64791111.64791544	C3
3.64842846.64843112	C4
3.64878223.64878503	C5
3.64894116.64894625	C2
3.64951236.64951750	C5
3.64994955.64995375	C1
3.65029730.65030101	C2
3.65040338.65041379	C1
3.65059801.65060351	C2
3.65095789.65096526	C1
3.65156160.65156482	C3
3.65183184.65184042	C3
3.65273163.65273683	C3
3.65407965.65408271	C3
3.65469550.65469901	C2
3.65535522.65535898	C1
3.65592855.65593294	C3
3.65595097.65595375	C2
3.65638058.65638427	C3
3.65639982.65640232	C3
3.65664668.65664919	C1
3.65674168.65674436	C3
3.65696095.65696385	C3
3.65745442.65746287	C1
3.65939059.65940299	C2
3.66017697.66018048	C4
3.66042992.66043502	C3
3.66053718.66054299	C3
3.66131825.66132137	C1
3.66157724.66158265	C3
3.66182743.66183203	C4
3.66193870.66194712	C2
3.66194955.66195427	C2
3.66302173.66303338	C4
3.66315120.66315646	C2
3.66318157.66318576	C1
3.66319003.66319374	C1
3.66413037.66413327	C3
3.66414595.66416278	C3
3.66474416.66475033	C4
3.66476986.66477248	C4
3.66477956.66478353	C4
3.66481369.66481618	C5
3.66566987.66567391	C4
3.66620496.66620955	C3
3.66671623.66672034	C3
3.66682298.66683085	C3
3.66745836.66746195	C3
4.189251.190544	C1
4.214820.215155	C3
4.221382.221904	C3
4.332300.332594	C1
4.364239.365250	C3
4.394667.395273	C2
4.460854.461062	C3
4.514248.514940	C5
4.644411.644802	C1
4.660509.660762	C4
4.849030.849384	C5
4.865990.866445	C2
4.885077.885616	C4
4.902642.903284	C4
4.960321.960623	C5
4.963762.964027	C5
4.981576.981835	C1
4.1031216.1031468	C5
4.1049856.1050392	C4
4.1066644.1066937	C1
4.1145882.1146245	C3
4.1296399.1296823	C3
4.1413293.1413641	C3
4.1540484.1540970	C2
4.1565191.1565738	C5
4.1625194.1625423	C4
4.1724362.1724854	C5
4.1812475.1812740	C2
4.1895901.1896162	C1
4.1916541.1916794	C2
4.1955111.1955631	C5
4.2149977.2150209	C3
4.2261229.2261550	C5
4.2263367.2263697	C5
4.2329772.2330450	C3
4.2341491.2341713	C5
4.2344843.2345112	C3
4.2415248.2415640	C3
4.2545517.2545891	C3
4.2577020.2577696	C2
4.2591149.2591511	C3
4.2628179.2628781	C3
4.2733049.2733653	C3
4.2758878.2759315	C1
4.2762125.2762542	C2
4.2835540.2835860	C3
4.2852048.2852289	C3
4.3019957.3020202	C4
4.3217780.3217991	C3
4.3378719.3379406	C1
4.3422839.3423302	C3
4.3457708.3458806	C5
4.3495034.3495429	C3
4.3541264.3541553	C3
4.3561521.3561930	C3
4.3718248.3718635	C3
4.3788811.3789355	C3
4.3828708.3829230	C3
4.4062892.4063666	C1
4.4067774.4068199	C3
4.4074401.4074806	C3
4.4077251.4077489	C3
4.4079597.4080352	C2
4.4080772.4081164	C2
4.4082638.4084280	C3
4.4134740.4134980	C4
4.4174572.4175140	C3
4.4360765.4361657	C3
4.4798692.4798990	C3
4.4916864.4917191	C1
4.4942626.4943048	C3
4.4943668.4944387	C3
4.4945232.4945692	C3
4.5059836.5060307	C3
4.5157280.5157722	C3
4.5203581.5204169	C3
4.5226776.5227594	C3
4.5233009.5233520	C1
4.5280195.5281323	C4
4.5470313.5470944	C1
4.5472335.5472931	C1
4.5505531.5505774	C2
4.5613272.5613521	C3
4.5761645.5762536	C4
4.5793864.5794273	C4
4.5805665.5806880	C3
4.5807671.5808060	C3
4.5811359.5812073	C2
4.5887339.5887675	C3
4.5913906.5914343	C5
4.5954967.5955365	C5
4.6119710.6120160	C1
4.6208205.6208836	C1
4.6264373.6265515	C1
4.6453980.6454214	C1
4.6845792.6846208	C3
4.7215755.7216000	C2
4.7226746.7227200	C1
4.7242645.7243418	C3
4.7281517.7281966	C3
4.7298190.7298487	C1
4.7299019.7300143	C5
4.7487295.7487938	C5
4.7494445.7495077	C4
4.7556228.7556960	C3
4.7690304.7690660	C2
4.8009162.8009531	C1
4.8044015.8044364	C3
4.9845620.9846082	C4
4.9848123.9849141	C5
4.9852303.9852635	C2
4.15337741.15338301	C3
4.17547863.17548148	C4
4.18758470.18758750	C2
4.19406087.19406470	C3
4.21820931.21821202	C4
4.21828370.21828645	C1
4.22582141.22582370	C3
4.25802085.25802467	C3
4.27127602.27127858	C5
4.29760282.29760650	C1
4.31735258.31735644	C1
4.32346133.32346412	C2
4.33723563.33724328	C2
4.34949699.34950199	C3
4.38902426.38903674	C5
4.40075086.40075846	C4
4.40416737.40417335	C1
4.40447027.40447238	C2
4.42135801.42136292	C3
4.43025724.43026052	C3
4.46242796.46243019	C1
4.46244547.46244828	C1
4.46782691.46783008	C4
4.47688898.47689397	C2
4.47725118.47725885	C1
4.47841866.47842310	C1
4.48187979.48188364	C4
4.48742853.48743163	C3
4.48766405.48766817	C4
4.50200207.50200493	C3
4.50900747.50901036	C3
4.51000625.51000956	C3
4.51199323.51199794	C3
4.51233387.51233595	C2
4.51423284.51423506	C3
4.51644351.51645538	C1
4.52352901.52353183	C1
4.52379259.52379684	C4
4.52506373.52506581	C3
4.52533458.52534091	C3
4.52535200.52536497	C1
4.52892458.52893583	C2
4.52893984.52894851	C2
4.52962475.52963157	C3
4.53123459.53123758	C2
4.53253915.53254802	C4
4.53255991.53256323	C4
4.53675877.53676120	C1
4.53790436.53791012	C3
4.53794283.53794560	C3
4.54021584.54022120	C5
4.54059812.54060094	C4
4.54061849.54062100	C1
4.54084924.54085480	C4
4.54280228.54280443	C3
4.54457150.54457528	C2
4.54510930.54511171	C1
4.54642755.54643466	C2
4.55293025.55293236	C3
4.55611169.55611555	C3
4.55619120.55619366	C5
4.55722040.55722465	C2
4.55797893.55798291	C3
4.55880759.55881184	C1
4.55920606.55920881	C3
4.55942312.55942642	C3
4.56196679.56197708	C1
4.56221036.56221267	C1
4.56340950.56341256	C3
4.56349043.56349382	C1
4.56514977.56515490	C3
4.56697048.56697347	C3
4.56811699.56811993	C3
4.56871630.56872005	C3
4.56899398.56899822	C3
4.56901660.56901937	C4
4.56949583.56949812	C3
4.56958676.56959535	C1
4.58959954.58960363	C3
4.59152513.59152880	C3
4.59221323.59221638	C3
4.59288805.59289128	C3
4.59321893.59322273	C2
4.59342168.59342953	C2
4.59356604.59356821	C1
4.59358351.59358596	C3
4.59362914.59363276	C2
4.59413009.59413321	C3
4.59488235.59488538	C1
4.59502255.59502759	C4
4.59552635.59553075	C3
4.59572056.59572278	C3
4.59630929.59631162	C5
4.59711477.59711839	C2
4.59787334.59787603	C5
4.59797713.59798153	C5
4.59883548.59883844	C3
4.60050264.60050614	C3
4.60054809.60055176	C5
4.60181854.60182954	C3
4.60187158.60188534	C3
4.60189285.60190545	C2
4.60206011.60206249	C3
4.60403735.60403962	C4
4.60432549.60433169	C3
4.60442429.60442644	C3
4.60530222.60530645	C3
4.60548503.60548892	C2
4.60589895.60590377	C5
4.60658787.60659156	C3
4.60691178.60691461	C3
4.60796721.60797627	C3
4.60883942.60884223	C1
4.60942721.60943259	C3
4.61161500.61161811	C2
4.61204517.61204800	C1
4.61292300.61292833	C3
4.61308249.61308963	C2
4.61323208.61323755	C1
4.61341464.61341784	C1
4.61360591.61360805	C1
4.61363205.61363677	C1
4.61367795.61368126	C1
4.61489336.61490294	C2
4.61517308.61517820	C4
4.61587401.61587854	C2
4.61776655.61776939	C5
4.61855440.61855863	C5
4.61931797.61932049	C3
4.62028649.62029335	C2
4.62111426.62111702	C3
4.62136199.62136971	C5
4.62215460.62215909	C1
4.62228614.62228824	C2
4.62239128.62239603	C4
4.62245158.62245550	C4
4.62251711.62251996	C3
4.62339640.62341274	C2
4.62343209.62343434	C3
4.62381394.62382082	C3
4.62710258.62710493	C5
4.62824903.62825141	C5
4.62825389.62825932	C2
4.62908057.62908427	C2
4.62964805.62965197	C1
4.63006028.63006333	C3
4.63035025.63035295	C3
4.63101393.63102338	C3
4.63189500.63189769	C2
4.63327015.63327446	C4
4.63381876.63382699	C4
4.63422129.63422407	C3
4.63436816.63437442	C3
4.63494980.63495210	C3
4.63633668.63634132	C3
4.63660376.63660772	C2
4.63761870.63762413	C1
4.63811588.63812040	C2
4.63926359.63926790	C4
4.63948318.63949115	C3
4.64251588.64251842	C1
4.64309416.64310693	C1
4.64339889.64340244	C3
4.64347909.64348196	C1
4.64350149.64350954	C1
4.64353252.64353908	C3
4.64356908.64357653	C3
4.64403706.64404010	C2
4.64439832.64440282	C3
4.64465664.64465961	C4
4.64469402.64470112	C1
4.64481506.64481996	C1
4.64530524.64531225	C2
4.64555832.64556390	C2
4.64565756.64566052	C3
4.64611698.64612001	C2
4.64612557.64612932	C5
4.64622353.64623375	C4
4.64635391.64635696	C2
4.64648057.64648313	C2
4.64691357.64691755	C3
4.64711108.64711347	C4
4.64713103.64713854	C5
4.64801612.64801859	C2
4.64860353.64860994	C2
4.64888779.64889618	C2
4.64946593.64947047	C1
4.64956035.64956383	C5
4.65000872.65001734	C5
4.65047235.65047539	C2
4.65060186.65060475	C2
4.65121671.65122019	C1
4.65125381.65125667	C3
4.65160573.65161097	C3
4.65163654.65164018	C3
4.65182270.65182583	C3
4.65215193.65215441	C3
4.65235529.65235975	C3
4.65284278.65284657	C3
4.65382602.65382923	C3
4.65445038.65445467	C2
4.65482579.65483199	C3
4.65484078.65484582	C3
4.65587312.65587705	C4
4.65628033.65628294	C2
4.65655150.65655775	C3
4.65668653.65669146	C3
4.65842359.65842726	C2
4.65852143.65852520	C2
4.65870256.65870590	C1
4.65911140.65911410	C2
4.66004353.66004992	C2
4.66020794.66021108	C2
4.66065695.66066070	C4
4.66083903.66084899	C4
4.66231506.66232022	C3
4.66269406.66269930	C1
4.66456581.66457133	C3
4.66493378.66493880	C3
4.66494196.66494857	C3
4.66518648.66519042	C1
4.66543878.66544291	C3
4.66548976.66549618	C4
4.66597337.66597726	C4
4.66693625.66694022	C5
4.66737825.66738262	C3
4.66853597.66853988	C3
4.66910051.66910400	C3
4.66922345.66922846	C3
4.66943384.66943666	C3
4.66955885.66956283	C4
4.66961699.66961984	C3
4.66990526.66990914	C4
4.67213042.67213443	C3
4.67361121.67361586	C3
4.67364781.67365473	C3
4.67389963.67390427	C1
4.67488371.67488941	C1
4.67493679.67493934	C3
5.188115.188509	C3
5.200009.200487	C1
5.200778.201145	C1
5.203670.204123	C1
5.227428.227911	C1
5.258724.258950	C3
5.271553.271820	C2
5.400163.401431	C2
5.420105.420377	C5
5.446529.447113	C1
5.457996.458267	C2
5.552155.552522	C3
5.573361.573810	C3
5.599969.600234	C3
5.642574.642787	C1
5.648170.648507	C3
5.673711.673948	C1
5.705086.705323	C5
5.737728.737946	C1
5.773010.773390	C4
5.834773.835237	C1
5.871732.871973	C3
5.877069.877380	C3
5.1066280.1066728	C1
5.1113674.1114079	C2
5.1127065.1127574	C3
5.1151368.1151872	C3
5.1205185.1205667	C5
5.1220844.1221234	C3
5.1344473.1344771	C3
5.1525712.1525940	C1
5.1629288.1629511	C3
5.1638821.1639150	C2
5.1650918.1651801	C2
5.1678338.1678743	C1
5.1768628.1768841	C2
5.1811044.1811623	C1
5.1814311.1814772	C4
5.1822522.1822767	C2
5.1824449.1824931	C3
5.1840948.1841271	C5
5.1898136.1898501	C2
5.1972231.1972590	C2
5.1974005.1974736	C5
5.2018452.2018921	C2
5.2207427.2207768	C3
5.2306025.2306595	C4
5.2310886.2311153	C5
5.2345580.2346212	C1
5.2358841.2359116	C1
5.2421651.2422321	C2
5.2424062.2424632	C3
5.2524102.2524533	C3
5.2525609.2526027	C2
5.2604168.2604422	C5
5.2604823.2605304	C2
5.2608565.2609116	C2
5.2611034.2611519	C2
5.2739454.2739832	C5
5.2746884.2747635	C2
5.2811062.2811337	C1
5.2850269.2850511	C3
5.2875161.2875763	C1
5.2925021.2925233	C3
5.3025859.3026323	C3
5.3122485.3123173	C5
5.3167779.3168025	C3
5.3177488.3178711	C2
5.3215938.3216303	C2
5.3374744.3375072	C2
5.3375575.3376195	C5
5.3380031.3380387	C4
5.3432454.3432908	C5
5.3511828.3512173	C5
5.3540637.3540928	C2
5.3563377.3563957	C2
5.3640719.3640957	C3
5.3654557.3654818	C3
5.3716323.3716700	C5
5.3727417.3727972	C1
5.3732567.3732963	C5
5.3741117.3741463	C2
5.3799256.3799474	C2
5.3800566.3801353	C2
5.3805835.3806052	C5
5.3930485.3930914	C5
5.3934514.3934869	C4
5.4012638.4013145	C3
5.4013661.4014016	C3
5.4133624.4134079	C4
5.4142658.4143111	C3
5.4276681.4276905	C2
5.4299821.4300113	C3
5.4479914.4480423	C2
5.4729294.4730380	C4
5.4800545.4800878	C3
5.5183044.5183393	C3
5.5242874.5243220	C5
5.5380814.5381044	C3
5.5452697.5453074	C2
5.5475152.5475508	C3
5.5589631.5590267	C2
5.5736097.5736626	C2
5.5824611.5825056	C3
5.6063925.6064455	C3
5.6298379.6299024	C3
5.6377467.6377920	C3
5.6388985.6389562	C2
5.6405127.6405834	C3
5.6595479.6595739	C4
5.6601066.6601273	C2
5.6606979.6607226	C3
5.6786183.6787489	C2
5.6788725.6789067	C2
5.6855832.6856242	C3
5.6975557.6975835	C1
5.6987480.6987756	C1
5.6997030.6997557	C4
5.7085566.7085875	C2
5.7123134.7123748	C3
5.7127820.7128210	C1
5.7157965.7158337	C3
5.7438365.7438621	C3
5.7534220.7534577	C3
5.7610726.7611026	C3
5.7618665.7619048	C1
5.7630076.7630463	C1
5.7935776.7936451	C2
5.7947905.7948225	C3
5.8076960.8077226	C1
5.8081189.8081570	C3
5.8208863.8209797	C2
5.8211188.8211751	C2
5.8212814.8213137	C2
5.8239533.8239824	C2
5.8274093.8274706	C3
5.8367598.8368001	C3
5.8467537.8468005	C3
5.8472860.8473169	C1
5.8722080.8722340	C3
5.8738094.8738619	C2
5.8772383.8772921	C3
5.8958137.8961420	C2
5.9932470.9932762	C3
5.10027296.10027545	C5
5.10034837.10035622	C3
5.10459197.10459673	C3
5.10561749.10563295	C3
5.10631084.10631416	C4
5.10670760.10671292	C2
5.10671680.10673433	C2
5.10680069.10680575	C1
5.10885100.10885473	C4
5.11632760.11633422	C4
5.11708132.11708377	C3
5.11950271.11950525	C3
5.12554235.12554470	C5
5.16153924.16154445	C3
5.18438086.18441434	C2
5.18593090.18593634	C3
5.19401995.19402293	C1
5.19440911.19441182	C3
5.19464073.19464681	C3
5.19689809.19690103	C5
5.20018968.20019201	C1
5.20179836.20180383	C3
5.20313020.20313631	C3
5.20810976.20811240	C1
5.20852193.20852454	C1
5.22310685.22311481	C2
5.22312961.22314764	C2
5.22592788.22593165	C3
5.24403413.24403645	C5
5.24661771.24662354	C1
5.24716332.24716767	C1
5.24740680.24741089	C1
5.29627085.29627410	C3
5.30352911.30353193	C2
5.31191920.31192301	C3
5.31230565.31232174	C2
5.31256711.31256960	C2
5.34732460.34732961	C3
5.39705122.39705374	C3
5.40500722.40501183	C1
5.40707040.40710201	C2
5.40710418.40710710	C2
5.41411938.41412278	C3
5.41929565.41929806	C4
5.42341851.42342088	C3
5.42673425.42673646	C2
5.45671275.45671562	C4
5.50426091.50426331	C2
5.50442492.50443464	C5
5.51193882.51194734	C3
5.51799017.51799245	C3
5.53466745.53467266	C5
5.53847967.53848438	C2
5.54667447.54667763	C2
5.55737670.55737957	C3
5.56090976.56091212	C2
5.56107563.56107866	C3
5.56119772.56120317	C2
5.56302261.56302640	C2
5.57152314.57152759	C3
5.57186968.57187202	C1
5.58290133.58291490	C3
5.58293271.58294275	C3
5.58619283.58619597	C3
5.58868851.58869374	C1
5.58882046.58882436	C1
5.58916782.58917110	C3
5.59226818.59227029	C3
5.59607188.59607535	C3
5.59619964.59620326	C3
5.59938270.59938944	C2
5.60340897.60341240	C3
5.60541859.60542760	C1
5.60558403.60559075	C2
5.60580812.60581025	C3
5.60699261.60699896	C3
5.60904784.60905077	C3
5.61065348.61065946	C3
5.61083560.61083856	C5
5.61361026.61361561	C5
5.61422518.61423382	C1
5.61450386.61451004	C3
5.61453507.61453729	C2
5.61779947.61780524	C3
5.61804721.61805034	C3
5.61880309.61880655	C2
5.61951200.61951425	C2
5.61952731.61953002	C4
5.61986453.61986728	C3
5.62076609.62077328	C3
5.62097865.62098181	C3
5.62218908.62219149	C5
5.62224273.62224555	C1
5.62291134.62291452	C3
5.62297739.62298080	C3
5.62473001.62473516	C2
5.62528103.62528411	C5
5.62617751.62619616	C4
5.62620939.62621306	C1
5.62631189.62631504	C3
5.62770432.62770668	C1
5.62784093.62784481	C5
5.63005028.63005642	C3
5.63164273.63164743	C5
5.63185367.63185949	C1
5.63191917.63192506	C1
5.63207170.63207566	C1
5.63259932.63260251	C3
5.63277575.63277908	C5
5.63285734.63285985	C2
5.63301178.63301868	C1
5.63335437.63335915	C1
5.63401846.63403137	C2
5.63414435.63414694	C1
5.63487137.63487362	C3
5.63623853.63624284	C2
5.63765297.63765664	C5
5.63879820.63880176	C3
5.63884393.63884983	C3
5.63951889.63952411	C4
5.63975113.63975565	C2
5.63989578.63990245	C2
5.63992008.63992713	C2
5.63993159.63993614	C2
5.64086707.64087020	C1
5.64282303.64282577	C2
5.64323187.64323800	C2
5.64323866.64324540	C2
5.64377742.64378018	C3
5.64431553.64431907	C1
5.64477690.64477944	C3
5.64495093.64495761	C2
5.64501470.64502006	C2
5.64575208.64576110	C3
5.64598849.64599187	C3
5.64615056.64617130	C3
5.64618692.64619285	C3
5.64631057.64631528	C2
5.64885987.64886820	C2
5.64890648.64891277	C2
5.64903891.64904300	C3
5.64936605.64937439	C3
5.65145146.65145966	C1
5.65166557.65167201	C3
5.65168583.65169046	C2
5.65224987.65225233	C3
5.65249773.65250296	C1
5.65289448.65289791	C4
5.65338208.65338546	C3
5.65340910.65341259	C2
5.65420307.65420596	C2
5.65443463.65444029	C3
5.65444507.65445282	C3
5.65452072.65452447	C3
5.65452774.65453322	C2
5.65480432.65481338	C1
5.65548921.65549227	C3
5.65550523.65551073	C3
5.65551658.65551919	C3
5.65616742.65617043	C1
5.65653273.65653516	C3
5.65670086.65670880	C2
6.276092.276528	C3
6.301923.302497	C1
6.318890.319875	C3
6.321231.321500	C2
6.504803.505053	C1
6.544519.544751	C3
6.596795.597083	C3
6.603408.604016	C3
6.852587.852841	C3
6.862730.863041	C3
6.891689.892127	C3
6.957657.957902	C2
6.1114891.1115134	C5
6.1166008.1166309	C2
6.1207656.1208601	C4
6.1223793.1224243	C4
6.1273028.1273312	C2
6.1277179.1277503	C3
6.1369693.1369914	C3
6.1452818.1453427	C2
6.1480577.1481060	C2
6.1484432.1484745	C2
6.1549657.1549879	C5
6.1550511.1550972	C5
6.1580488.1580916	C4
6.1591726.1592379	C3
6.1727700.1727978	C2
6.1966595.1967018	C5
6.1975010.1975361	C3
6.2006713.2007049	C3
6.2105020.2105356	C3
6.2157933.2158326	C3
6.2196688.2197027	C3
6.2229365.2229920	C2
6.2263450.2263881	C4
6.2271118.2271504	C3
6.2317960.2318327	C3
6.2416215.2416799	C2
6.2441000.2441440	C2
6.2508269.2508541	C3
6.2724724.2725274	C3
6.2812709.2813282	C2
6.2864262.2864525	C5
6.2974415.2974795	C3
6.3150721.3150961	C4
6.3163736.3164126	C3
6.3248308.3248686	C3
6.3334562.3335226	C1
6.3408460.3408750	C3
6.3410173.3410382	C5
6.3587689.3589195	C3
6.3804874.3805095	C1
6.3934868.3935331	C2
6.4884100.4885027	C3
6.6880219.6881297	C2
6.6882597.6883368	C3
6.8418180.8418397	C2
6.8420339.8420763	C2
6.15814315.15814608	C3
6.15907709.15908025	C3
6.16109841.16110298	C4
6.16478227.16478713	C3
6.18392856.18393409	C3
6.20691297.20691661	C2
6.21167749.21168025	C4
6.21407316.21407936	C5
6.22604772.22605161	C5
6.26069263.26069697	C4
6.26425575.26426061	C2
6.26630345.26630821	C3
6.26667838.26668349	C3
6.26958712.26959034	C1
6.27015074.27015519	C4
6.27254065.27254373	C5
6.27479919.27480556	C1
6.27839297.27839731	C1
6.28074143.28074366	C4
6.28089166.28089392	C3
6.28096890.28097164	C3
6.28260004.28260462	C3
6.28317297.28317928	C3
6.28318261.28321512	C2
6.28421589.28421885	C3
6.28429508.28429865	C3
6.28942543.28942896	C3
6.29199422.29199767	C1
6.29528204.29528430	C2
6.29662248.29662584	C2
6.33607019.33607364	C4
6.33650152.33650631	C3
6.33701898.33702230	C3
6.33863535.33864042	C1
6.33904265.33904574	C3
6.33914112.33915399	C2
6.34266867.34267213	C4
6.34311989.34312394	C1
6.34423846.34424184	C3
6.34747906.34748400	C4
6.34763089.34763429	C4
6.34803831.34804882	C1
6.34811781.34812819	C1
6.34855680.34855934	C3
6.35331546.35332430	C4
6.35469748.35470009	C3
6.35492889.35493245	C4
6.35505196.35505643	C1
6.35722527.35723547	C2
6.35874753.35875187	C3
6.36020325.36020963	C3
6.36053622.36053991	C2
6.36112668.36113195	C2
6.36250480.36250908	C3
6.36826934.36827184	C5
6.36900783.36901057	C2
6.36978505.36978843	C3
6.37041686.37041949	C4
6.37117641.37117962	C3
6.37301675.37302029	C1
6.37304155.37304553	C1
6.37378462.37378895	C3
6.37467906.37468617	C4
6.37471100.37471477	C4
6.37619850.37620111	C2
6.37642757.37643004	C2
6.37835326.37835580	C3
6.38053809.38054294	C3
6.38161737.38162250	C3
6.38167846.38168268	C1
6.38184188.38184659	C3
6.38189628.38190404	C1
6.38274074.38274320	C3
6.38297407.38297919	C1
6.38543406.38543836	C4
6.38559649.38559937	C1
6.38710360.38710649	C3
6.38870064.38870477	C2
6.39289046.39289341	C4
6.39388525.39388940	C2
6.39432863.39434130	C5
6.39509426.39509767	C3
6.39555782.39556152	C2
6.39680623.39680893	C3
6.39686607.39686940	C3
6.39692526.39692989	C2
6.39892915.39893129	C3
6.39911752.39912012	C3
6.39927916.39928231	C3
6.40108287.40108542	C5
6.40171022.40171277	C1
6.40327904.40328365	C3
6.40594056.40594464	C3
6.40716003.40716257	C3
6.40773304.40773824	C3
6.40911210.40911861	C3
6.40971168.40972022	C3
6.41003787.41004564	C3
6.41027887.41028277	C1
6.41186113.41186546	C2
6.41188038.41188763	C2
6.41189320.41189666	C5
6.41203706.41203926	C5
6.41279643.41280038	C1
6.41297032.41297439	C3
6.41333255.41333719	C1
6.41369596.41370070	C5
6.41414975.41415577	C3
6.41442214.41442455	C3
6.41479538.41479779	C4
6.41497554.41498788	C1
6.41511994.41512397	C5
6.41525996.41526309	C1
6.41572194.41572521	C3
6.41624307.41624969	C3
6.41661615.41661841	C3
6.41802391.41802725	C3
6.41845456.41845798	C4
6.41976866.41977085	C4
6.42026079.42027252	C4
6.42027889.42028209	C3
6.42221940.42222399	C3
6.42281859.42282113	C5
6.42415238.42415699	C3
6.42436491.42436793	C2
6.42543636.42543884	C2
6.42733935.42734161	C3
6.42905328.42906383	C2
6.42909079.42909706	C2
6.42997919.42998327	C2
6.43008347.43008713	C3
6.43023796.43024330	C2
6.43098930.43099390	C4
6.43165852.43166197	C2
6.43175303.43176501	C2
6.43185482.43185948	C3
6.43221833.43222368	C3
6.43662778.43663138	C2
6.43803979.43804463	C1
6.44023710.44024009	C5
6.44025855.44026197	C5
6.44088364.44088669	C1
6.44124175.44126403	C4
6.44161784.44162470	C3
6.44237538.44237936	C5
6.44319956.44320288	C3
6.44343616.44343910	C4
6.44359922.44360438	C1
6.44408295.44408524	C2
6.44478088.44478717	C2
6.44529624.44529904	C3
6.44559961.44560268	C3
6.44567702.44568148	C2
6.44699925.44700268	C1
6.44820749.44821272	C2
6.44822684.44823182	C3
6.44875962.44876199	C5
6.44882907.44883880	C4
6.44887012.44887364	C3
6.44903366.44903697	C4
6.44970225.44970442	C5
6.45015494.45016194	C4
6.45062777.45063412	C3
6.45087070.45087378	C3
6.45192373.45192949	C3
6.45281691.45285342	C2
6.45291539.45292137	C4
6.45375086.45375991	C4
6.45395515.45395813	C3
6.45518782.45519318	C5
6.45540388.45540749	C3
6.45587229.45587555	C5
6.45588598.45588820	C5
6.45589889.45590201	C2
6.45705740.45706570	C3
6.45727646.45727900	C4
6.45816735.45817128	C3
6.45852923.45853384	C3
6.45889649.45890168	C3
6.45918241.45918773	C3
