TFBS_chr	TFBS_start	TFBS_end	kmer_motif_name	geneId	distanceToTSS	distanceToTSS (log10)	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	peak_cluster	HS_score	CK_score	HS_bound	CK_bound	HS_CK_log2fc	kmer_family
chr4	199403	199410	C2_NAC_57-C3_NAC_29	Mp4g00130	4911	0.771660959348887	_C2_NAC_57-C3_NAC_29	3.92517	+	chr4	199357	199461	C1	37.9132	39.27899	1	1	-0.04883	NAC
chr4	22162129	22162136	C4_LOBAS2_19	Mp4g19590	-9625	-1.02632893872235	_C4_LOBAS2_19	9.72992	-	chr4	22162089	22162585	C1	19.6181	17.64004	1	0	0.14005	LOBAS2
chr4	22162140	22162148	C3_C2H2_21	Mp4g19590	-9613	-1.0258381642297	_C3_C2H2_21	5.3698	+	chr4	22162089	22162585	C1	34.92726	30.62594	1	1	0.1799	C2H2
chr4	22162141	22162148	C4_C2H2_20	Mp4g19590	-9613	-1.0258381642297	_C4_C2H2_20	3.79767	+	chr4	22162089	22162585	C1	34.92726	30.62594	1	1	0.1799	C2H2
chr4	22162181	22162187	C2_LOBAS2_27-C3_LOBAS2_12	Mp4g19590	-9574	-1.02423930606909	_C2_LOBAS2_27-C3_LOBAS2_12	8.41279	-	chr4	22162089	22162585	C1	38.04007	32.56512	1	1	0.21349	LOBAS2
chr4	22162182	22162188	C10_LOBAS2_11-C2_LOBAS2_15-C3_LOBAS2_4-C6_LOBAS2_5-C7_LOBAS2_2-C9_LOBAS2_6	Mp4g19590	-9573	-1.02419823220687	_C10_LOBAS2_11-C2_LOBAS2_15-C3_LOBAS2_4-C6_LOBAS2_5-C7_LOBAS2_2-C9_LOBAS2_6	8.41279	+	chr4	22162089	22162585	C1	38.04007	32.56512	1	1	0.21349	LOBAS2
chr4	22162183	22162189	C2_LOBAS2_1	Mp4g19590	-9572	-1.02415715445967	_C2_LOBAS2_1	8.28529	+	chr4	22162089	22162585	C1	38.04007	32.56512	1	1	0.21349	LOBAS2
chr4	22162191	22162198	C2_C2H2_36	Mp4g19590	-9563	-1.02378727978985	_C2_C2H2_36	3.67017	-	chr4	22162089	22162585	C1	38.04007	32.33546	1	1	0.22317	C2H2
chr4	22162192	22162198	C10_C2H2_28-C11_C2H2_6-C2_C2H2_33-C5_C2H2_10-C6_C2H2_40	Mp4g19590	-9563	-1.02378727978985	_C10_C2H2_28-C11_C2H2_6-C2_C2H2_33-C5_C2H2_10-C6_C2H2_40	8.28529	-	chr4	22162089	22162585	C1	38.04007	32.33546	1	1	0.22317	C2H2
chr4	22162192	22162199	C4_HSF_5-C5_HSF_1-C6_HSF_7	Mp4g19590	-9562	-1.02374616315248	_C4_HSF_5-C5_HSF_1-C6_HSF_7	3.79767	-	chr4	22162089	22162585	C1	38.04007	32.33546	1	1	0.22317	HSF
chr4	22162195	22162202	C10_AP2EREBP_167	Mp4g19590	-9559	-1.02362278987901	_C10_AP2EREBP_167	4.05267	+	chr4	22162089	22162585	C1	31.63751	26.7048	1	1	0.23054	AP2EREBP
chr4	22162207	22162214	C3_bZIP_24-C4_bZIP_26	Mp4g19590	-9547	-1.0231289460105	_C3_bZIP_24-C4_bZIP_26	3.79767	+	chr4	22162089	22162585	C1	36.98909	35.85003	1	1	0.04304	bZIP
chr4	22162209	22162215	C1_AP2EREBP_17-C10_AP2EREBP_58-C2_AP2EREBP_51-C3_AP2EREBP_50-C4_AP2EREBP_47-C6_AP2EREBP_62-C9_AP2EREBP_34	Mp4g19590	-9546	-1.02308776699545	_C1_AP2EREBP_17-C10_AP2EREBP_58-C2_AP2EREBP_51-C3_AP2EREBP_50-C4_AP2EREBP_47-C6_AP2EREBP_62-C9_AP2EREBP_34	8.54029	-	chr4	22162089	22162585	C1	36.98909	35.85003	1	1	0.04304	AP2EREBP
chr4	22162210	22162217	C2_C2H2_38-C4_C2H2_31-C6_C2H2_46-C9_C2H2_17	Mp4g19590	-9544	-1.02300539724993	_C2_C2H2_38-C4_C2H2_31-C6_C2H2_46-C9_C2H2_17	3.79767	-	chr4	22162089	22162585	C1	36.98909	35.85003	1	1	0.04304	C2H2
chr4	22162259	22162266	C4_ND_7	Mp4g19590	-9495	-1.02098244291842	_C4_ND_7	3.67017	+	chr4	22162089	22162585	C1	30.92449	28.38037	1	1	0.1169	ND
chr4	22162260	22162266	C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	Mp4g19590	-9495	-1.02098244291842	_C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	8.28529	-	chr4	22162089	22162585	C1	30.92449	28.38037	1	1	0.1169	AP2EREBP
chr4	22162260	22162267	C4_C2C2YABBY_5	Mp4g19590	-9494	-1.02094105986232	_C4_C2C2YABBY_5	3.67017	+	chr4	22162089	22162585	C1	30.92449	28.38037	1	1	0.1169	C2C2YABBY
chr4	22162260	22162267	C6_C2C2gata_20	Mp4g19590	-9494	-1.02094105986232	_C6_C2C2gata_20	3.67017	-	chr4	22162089	22162585	C1	30.92449	28.38037	1	1	0.1169	C2C2gata
chr4	22162261	22162267	C2_AP2EREBP_134-C4_AP2EREBP_103-C5_AP2EREBP_42-C6_AP2EREBP_164-C9_AP2EREBP_74	Mp4g19590	-9494	-1.02094105986232	_C2_AP2EREBP_134-C4_AP2EREBP_103-C5_AP2EREBP_42-C6_AP2EREBP_164-C9_AP2EREBP_74	8.28529	+	chr4	22162089	22162585	C1	30.92449	28.38037	1	1	0.1169	AP2EREBP
chr4	22162270	22162277	C2_MYB_38-C6_MYB_40	Mp4g19590	-9484	-1.02052701227456	_C2_MYB_38-C6_MYB_40	3.79767	+	chr4	22162089	22162585	C1	28.95117	28.38037	1	1	0.02706	MYB
chr4	22162292	22162299	C2_C2H2_1-C6_C2H2_1	Mp4g19590	-9462	-1.01961471569142	_C2_C2H2_1-C6_C2H2_1	3.67017	-	chr4	22162089	22162585	C1	32.74122	31.37454	1	1	0.05831	C2H2
chr4	22162293	22162299	C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	Mp4g19590	-9462	-1.01961471569142	_C10_AP2EREBP_2-C2_AP2EREBP_1-C3_AP2EREBP_2-C4_AP2EREBP_2-C6_AP2EREBP_2-C9_AP2EREBP_2	8.41279	-	chr4	22162089	22162585	C1	32.74122	31.37454	1	1	0.05831	AP2EREBP
chr4	22162298	22162305	C4_NAC_1	Mp4g19590	-9456	-1.01936557457249	_C4_NAC_1	3.67017	+	chr4	22162089	22162585	C1	32.74122	31.37454	1	1	0.05831	NAC
chr4	22162316	22162322	C1_AP2EREBP_6-C10_AP2EREBP_15-C13_AP2EREBP_7-C2_AP2EREBP_16-C3_AP2EREBP_17-C4_AP2EREBP_16-C5_AP2EREBP_3-C6_AP2EREBP_19	Mp4g19590	-9439	-1.01865889758552	_C1_AP2EREBP_6-C10_AP2EREBP_15-C13_AP2EREBP_7-C2_AP2EREBP_16-C3_AP2EREBP_17-C4_AP2EREBP_16-C5_AP2EREBP_3-C6_AP2EREBP_19	8.54029	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	AP2EREBP
chr4	22162317	22162324	C3_AP2EREBP_46	Mp4g19590	-9437	-1.01857568346725	_C3_AP2EREBP_46	4.05267	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	AP2EREBP
chr4	22162317	22162324	C6_AP2EREBP_13	Mp4g19590	-9437	-1.01857568346725	_C6_AP2EREBP_13	4.05267	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	AP2EREBP
chr4	22162317	22162325	C3_bHLH_23	Mp4g19590	-9436	-1.01853407042818	_C3_bHLH_23	5.4973	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	bHLH
chr4	22162318	22162325	C1_AP2EREBP_50-C3_AP2EREBP_179-C6_AP2EREBP_229	Mp4g19590	-9436	-1.01853407042818	_C1_AP2EREBP_50-C3_AP2EREBP_179-C6_AP2EREBP_229	4.05267	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	AP2EREBP
chr4	22162318	22162325	C10_bZIP_29-C6_bZIP_38	Mp4g19590	-9436	-1.01853407042818	_C10_bZIP_29-C6_bZIP_38	4.05267	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	bZIP
chr4	22162318	22162325	C10_TCP_41-C3_TCP_35-C6_TCP_52	Mp4g19590	-9436	-1.01853407042818	_C10_TCP_41-C3_TCP_35-C6_TCP_52	4.05267	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	TCP
chr4	22162318	22162325	C3_AP2EREBP_117	Mp4g19590	-9436	-1.01853407042818	_C3_AP2EREBP_117	4.05267	+	chr4	22162089	22162585	C1	35.06877	32.64787	1	1	0.09809	AP2EREBP
chr4	22162390	22162397	C4_HSF_5-C5_HSF_1-C6_HSF_7	Mp4g19590	-9364	-1.01552740431379	_C4_HSF_5-C5_HSF_1-C6_HSF_7	3.79767	+	chr4	22162089	22162585	C1	36.08491	31.32211	1	1	0.19403	HSF
chr4	22162391	22162398	C2_C2H2_36	Mp4g19590	-9363	-1.01548549815445	_C2_C2H2_36	3.67017	+	chr4	22162089	22162585	C1	36.08491	31.32211	1	1	0.19403	C2H2
chr4	22162392	22162398	C2_G2like_1-C4_G2like_2-C5_G2like_1-C6_G2like_1-C9_G2like_1	Mp4g19590	-9363	-1.01548549815445	_C2_G2like_1-C4_G2like_2-C5_G2like_1-C6_G2like_1-C9_G2like_1	8.28529	+	chr4	22162089	22162585	C1	36.08491	31.32211	1	1	0.19403	G2like
chr4	22162416	22162422	C2_AP2EREBP_134-C4_AP2EREBP_103-C5_AP2EREBP_42-C6_AP2EREBP_164-C9_AP2EREBP_74	Mp4g19590	-9339	-1.01447853532621	_C2_AP2EREBP_134-C4_AP2EREBP_103-C5_AP2EREBP_42-C6_AP2EREBP_164-C9_AP2EREBP_74	8.28529	-	chr4	22162089	22162585	C1	32.70884	30.89587	1	1	0.07794	AP2EREBP
chr4	22162416	22162423	C2_G2like_11-C4_G2like_14-C6_G2like_7-C9_G2like_5	Mp4g19590	-9338	-1.01443652783167	_C2_G2like_11-C4_G2like_14-C6_G2like_7-C9_G2like_5	3.79767	+	chr4	22162089	22162585	C1	32.70884	30.89587	1	1	0.07794	G2like
chr4	22162416	22162423	C4_C2C2YABBY_5	Mp4g19590	-9338	-1.01443652783167	_C4_C2C2YABBY_5	3.67017	-	chr4	22162089	22162585	C1	32.70884	30.89587	1	1	0.07794	C2C2YABBY
chr4	22162418	22162424	C10_AP2EREBP_64-C11_AP2EREBP_11-C2_AP2EREBP_58-C3_AP2EREBP_58-C4_AP2EREBP_50-C6_AP2EREBP_75-C9_AP2EREBP_37	Mp4g19590	-9337	-1.01439451627354	_C10_AP2EREBP_64-C11_AP2EREBP_11-C2_AP2EREBP_58-C3_AP2EREBP_58-C4_AP2EREBP_50-C6_AP2EREBP_75-C9_AP2EREBP_37	8.41279	+	chr4	22162089	22162585	C1	32.70884	30.89587	1	1	0.07794	AP2EREBP
chr4	22162418	22162425	C2_AP2EREBP_57	Mp4g19590	-9336	-1.01435250065101	_C2_AP2EREBP_57	3.79767	+	chr4	22162089	22162585	C1	32.70884	30.89587	1	1	0.07794	AP2EREBP
chr4	22162447	22162454	C2_NAC_8	Mp4g19590	-9307	-1.013132276046	_C2_NAC_8	3.67017	-	chr4	22162089	22162585	C1	23.10279	19.28894	1	0	0.24021	NAC
chr4	22162459	22162465	C2_LOBAS2_1	Mp4g19590	-9296	-1.01266853389633	_C2_LOBAS2_1	8.28529	-	chr4	22162089	22162585	C1	22.53706	19.28894	1	0	0.20701	LOBAS2
chr4	22162461	22162467	C4_LOBAS2_6-C9_LOBAS2_8	Mp4g19590	-9294	-1.01258416391415	_C4_LOBAS2_6-C9_LOBAS2_8	8.28529	+	chr4	22162089	22162585	C1	22.53706	19.28894	1	0	0.20701	LOBAS2
chr4	22162466	22162472	C13_TCP_15-C4_TCP_36-C5_TCP_13-C7_TCP_3	Mp4g19590	-9289	-1.01237316722249	_C13_TCP_15-C4_TCP_36-C5_TCP_13-C7_TCP_3	8.41279	+	chr4	22162089	22162585	C1	22.53706	19.28894	1	0	0.20701	TCP
chr4	22162470	22162477	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	Mp4g19590	-9284	-1.01216206797082	_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	3.79767	-	chr4	22162089	22162585	C1	20.20274	16.28015	1	0	0.28381	TCP
chr4	22162473	22162480	C6_C2H2_61	Mp4g19590	-9281	-1.01203535914953	_C6_C2H2_61	3.79767	+	chr4	22162089	22162585	C1	19.83432	16.83626	1	0	0.21561	C2H2
chr4	22162474	22162480	C1_TCP_36-C10_TCP_89-C11_TCP_10-C13_TCP_30-C2_TCP_80-C3_TCP_74-C4_TCP_87-C6_TCP_106-C9_TCP_46	Mp4g19590	-9281	-1.01203535914953	_C1_TCP_36-C10_TCP_89-C11_TCP_10-C13_TCP_30-C2_TCP_80-C3_TCP_74-C4_TCP_87-C6_TCP_106-C9_TCP_46	8.54029	+	chr4	22162089	22162585	C1	19.83432	16.83626	1	0	0.21561	TCP
chr4	2270874	2270881	C10_bZIP_66-C3_bZIP_57	Mp4g01920	4356	0.728840568339971	_C10_bZIP_66-C3_bZIP_57	4.05267	-	chr4	2270861	2270985	C1	35.26283	32.30397	1	1	0.12016	bZIP
chr4	2270874	2270881	C2_AP2EREBP_146-C3_AP2EREBP_130	Mp4g01920	4356	0.728840568339971	_C2_AP2EREBP_146-C3_AP2EREBP_130	4.05267	+	chr4	2270861	2270985	C1	35.26283	32.30397	1	1	0.12016	AP2EREBP
chr4	2270874	2270881	C2_E2FDP_13-C6_E2FDP_16	Mp4g01920	4356	0.728840568339971	_C2_E2FDP_13-C6_E2FDP_16	4.05267	-	chr4	2270861	2270985	C1	35.26283	32.30397	1	1	0.12016	E2FDP
chr4	2270875	2270881	C1_NAC_10-C10_NAC_40-C13_NAC_13-C2_NAC_44-C3_NAC_22-C4_NAC_40-C6_NAC_64	Mp4g01920	4356	0.728840568339971	_C1_NAC_10-C10_NAC_40-C13_NAC_13-C2_NAC_44-C3_NAC_22-C4_NAC_40-C6_NAC_64	8.66779	-	chr4	2270861	2270985	C1	35.26283	32.30397	1	1	0.12016	NAC
chr4	2270875	2270882	C3_LOBAS2_18	Mp4g01920	4355	0.728759475167874	_C3_LOBAS2_18	4.05267	-	chr4	2270861	2270985	C1	35.26283	32.30397	1	1	0.12016	LOBAS2
chr4	2270876	2270883	C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	Mp4g01920	4354	0.728678366850914	_C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	4.05267	+	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	bHLH
chr4	2270876	2270883	C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	Mp4g01920	4354	0.728678366850914	_C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	4.05267	+	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	LOBAS2
chr4	2270876	2270883	C2_TCP_26-C3_TCP_19	Mp4g01920	4354	0.728678366850914	_C2_TCP_26-C3_TCP_19	4.05267	+	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	TCP
chr4	2270877	2270884	C1_MYB_6	Mp4g01920	4353	0.728597243383432	_C1_MYB_6	4.05267	+	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	MYB
chr4	2270877	2270884	C3_MYB_24-C5_MYB_19	Mp4g01920	4353	0.728597243383432	_C3_MYB_24-C5_MYB_19	4.05267	-	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	MYB
chr4	2270878	2270884	C1_NAC_8-C10_NAC_30-C13_NAC_8-C2_NAC_32-C3_NAC_17-C4_NAC_29-C6_NAC_46-C7_NAC_6-C9_NAC_18	Mp4g01920	4353	0.728597243383432	_C1_NAC_8-C10_NAC_30-C13_NAC_8-C2_NAC_32-C3_NAC_17-C4_NAC_29-C6_NAC_46-C7_NAC_6-C9_NAC_18	8.66779	-	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	NAC
chr4	2270878	2270885	C1_FAR1_2	Mp4g01920	4352	0.728516104759767	_C1_FAR1_2	4.05267	-	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	FAR1
chr4	2270880	2270887	C3_Trihelix_13	Mp4g01920	4350	0.728353782021228	_C3_Trihelix_13	9.85742	-	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	Trihelix
chr4	2270882	2270888	C10_G2like_2-C11_G2like_1-C2_G2like_13-C3_G2like_1-C4_G2like_17-C6_G2like_11-C9_G2like_7	Mp4g01920	4349	0.728272597895017	_C10_G2like_2-C11_G2like_1-C2_G2like_13-C3_G2like_1-C4_G2like_17-C6_G2like_11-C9_G2like_7	8.41279	+	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	G2like
chr4	2270882	2270889	C3_bZIP_24-C4_bZIP_26	Mp4g01920	4348	0.728191398589947	_C3_bZIP_24-C4_bZIP_26	9.72992	-	chr4	2270861	2270985	C1	35.26283	32.97229	1	1	0.09213	bZIP
chr4	2270922	2270928	C4_TCP_43	Mp4g01920	4309	0.725012725341157	_C4_TCP_43	8.28529	+	chr4	2270861	2270985	C1	41.21385	39.91578	1	1	0.04425	TCP
chr4	2270924	2270931	C4_BBRBPC_5	Mp4g01920	4306	0.72476724564631	_C4_BBRBPC_5	3.67017	-	chr4	2270861	2270985	C1	41.21385	39.91578	1	1	0.04425	BBRBPC
chr4	2270925	2270932	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	Mp4g01920	4305	0.724685388237359	_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	3.79767	+	chr4	2270861	2270985	C1	41.21385	39.91578	1	1	0.04425	TCP
chr4	2270926	2270933	C6_C2H2_58	Mp4g01920	4304	0.724603515396717	_C6_C2H2_58	3.79767	-	chr4	2270861	2270985	C1	41.21385	39.91578	1	1	0.04425	C2H2
chr4	2270970	2270977	C4_MADS_1	Mp4g01920	4260	0.720985744153739	_C4_MADS_1	3.67017	+	chr4	2270861	2270985	C1	24.98298	23.41059	1	1	0.08741	MADS
chr4	22941199	22941205	C13_Homeobox_2	Mp4g20340	-10887	-1.07507226270612	_C13_Homeobox_2	8.28529	-	chr4	22941190	22941831	C1	29.75952	25.09137	1	1	0.23123	Homeobox
chr4	22941223	22941230	C2_AP2EREBP_103-C3_AP2EREBP_86-C4_AP2EREBP_81-C5_AP2EREBP_37-C6_AP2EREBP_124	Mp4g20340	-10862	-1.07415791969732	_C2_AP2EREBP_103-C3_AP2EREBP_86-C4_AP2EREBP_81-C5_AP2EREBP_37-C6_AP2EREBP_124	4.05267	+	chr4	22941190	22941831	C1	39.57287	33.07904	1	1	0.24657	AP2EREBP
chr4	22941223	22941230	C3_Trihelix_13	Mp4g20340	-10862	-1.07415791969732	_C3_Trihelix_13	3.92517	+	chr4	22941190	22941831	C1	39.57287	33.07904	1	1	0.24657	Trihelix
chr4	22941296	22941302	C13_TCP_15-C4_TCP_36-C5_TCP_13-C7_TCP_3	Mp4g20340	-10790	-1.07151380509509	_C13_TCP_15-C4_TCP_36-C5_TCP_13-C7_TCP_3	8.41279	+	chr4	22941190	22941831	C1	40.74169	33.66058	1	1	0.26291	TCP
chr4	22941302	22941308	C4_LOBAS2_6-C9_LOBAS2_8	Mp4g20340	-10784	-1.07129273383457	_C4_LOBAS2_6-C9_LOBAS2_8	8.28529	-	chr4	22941190	22941831	C1	40.68958	33.92115	1	1	0.25057	LOBAS2
chr4	22941304	22941310	C2_LOBAS2_1	Mp4g20340	-10782	-1.07121901839997	_C2_LOBAS2_1	8.28529	+	chr4	22941190	22941831	C1	43.56455	37.23565	1	1	0.21696	LOBAS2
chr4	22941376	22941383	C2_AP2EREBP_81	Mp4g20340	-10709	-1.06851980600091	_C2_AP2EREBP_81	3.79767	-	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	AP2EREBP
chr4	22941377	22941384	C10_AP2EREBP_69-C2_AP2EREBP_65-C4_AP2EREBP_56-C6_AP2EREBP_84	Mp4g20340	-10708	-1.06848271376175	_C10_AP2EREBP_69-C2_AP2EREBP_65-C4_AP2EREBP_56-C6_AP2EREBP_84	3.79767	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	AP2EREBP
chr4	22941378	22941385	C10_HSF_5	Mp4g20340	-10707	-1.06844561835435	_C10_HSF_5	3.79767	-	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	HSF
chr4	22941378	22941385	C2_AP2EREBP_115	Mp4g20340	-10707	-1.06844561835435	_C2_AP2EREBP_115	3.79767	-	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	AP2EREBP
chr4	22941378	22941385	C2_BBRBPC_19-C6_BBRBPC_21	Mp4g20340	-10707	-1.06844561835435	_C2_BBRBPC_19-C6_BBRBPC_21	3.79767	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	BBRBPC
chr4	22941379	22941385	C10_BBRBPC_17-C13_BBRBPC_1-C2_BBRBPC_14-C3_BBRBPC_12-C4_BBRBPC_15-C6_BBRBPC_15-C9_BBRBPC_6	Mp4g20340	-10707	-1.06844561835435	_C10_BBRBPC_17-C13_BBRBPC_1-C2_BBRBPC_14-C3_BBRBPC_12-C4_BBRBPC_15-C6_BBRBPC_15-C9_BBRBPC_6	8.41279	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	BBRBPC
chr4	22941379	22941386	C2_BBRBPC_18	Mp4g20340	-10706	-1.06840851977816	_C2_BBRBPC_18	3.79767	-	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	BBRBPC
chr4	22941379	22941386	C4_BBRBPC_4	Mp4g20340	-10706	-1.06840851977816	_C4_BBRBPC_4	3.79767	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	BBRBPC
chr4	22941381	22941388	C5_NAC_5	Mp4g20340	-10704	-1.06833431311725	_C5_NAC_5	3.67017	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	NAC
chr4	22941400	22941407	C2_WRKY_19	Mp4g20340	-10685	-1.06762871672825	_C2_WRKY_19	3.79767	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	WRKY
chr4	22941402	22941408	C1_FAR1_4-C10_FAR1_13-C2_FAR1_18-C3_FAR1_14-C4_FAR1_16-C6_FAR1_20	Mp4g20340	-10684	-1.06759154830151	_C1_FAR1_4-C10_FAR1_13-C2_FAR1_18-C3_FAR1_14-C4_FAR1_16-C6_FAR1_20	8.41279	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	FAR1
chr4	22941402	22941409	C4_AP2EREBP_144	Mp4g20340	-10683	-1.0675543766935	_C4_AP2EREBP_144	3.67017	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	AP2EREBP
chr4	22941402	22941409	C6_FHA_6	Mp4g20340	-10683	-1.0675543766935	_C6_FHA_6	3.67017	+	chr4	22941190	22941831	C1	105.99112	100.18704	1	1	0.07988	FHA
chr4	22941426	22941432	C1_AP2EREBP_24-C2_AP2EREBP_82	Mp4g20340	-10660	-1.066698550423	_C1_AP2EREBP_24-C2_AP2EREBP_82	8.28529	+	chr4	22941190	22941831	C1	85.35336	74.3424	1	1	0.19495	AP2EREBP
chr4	22941429	22941435	C10_AP2EREBP_105-C2_AP2EREBP_104-C3_AP2EREBP_87-C4_AP2EREBP_82-C6_AP2EREBP_125-C9_AP2EREBP_56	Mp4g20340	-10657	-1.06658679647069	_C10_AP2EREBP_105-C2_AP2EREBP_104-C3_AP2EREBP_87-C4_AP2EREBP_82-C6_AP2EREBP_125-C9_AP2EREBP_56	8.54029	-	chr4	22941190	22941831	C1	85.35336	74.3424	1	1	0.19495	AP2EREBP
chr4	22941440	22941446	C10_ABI3VP1_10-C11_ABI3VP1_1-C13_ABI3VP1_3-C2_ABI3VP1_13-C3_ABI3VP1_4-C4_ABI3VP1_9-C5_ABI3VP1_4-C6_ABI3VP1_15-C7_ABI3VP1_4-C9_ABI3VP1_7	Mp4g20340	-10646	-1.06617678577201	_C10_ABI3VP1_10-C11_ABI3VP1_1-C13_ABI3VP1_3-C2_ABI3VP1_13-C3_ABI3VP1_4-C4_ABI3VP1_9-C5_ABI3VP1_4-C6_ABI3VP1_15-C7_ABI3VP1_4-C9_ABI3VP1_7	8.41279	-	chr4	22941190	22941831	C1	85.35336	74.3424	1	1	0.19495	ABI3VP1
chr4	22941441	22941447	C2_Trihelix_56-C6_Trihelix_61	Mp4g20340	-10645	-1.0661394928707	_C2_Trihelix_56-C6_Trihelix_61	8.41279	+	chr4	22941190	22941831	C1	85.35336	74.3424	1	1	0.19495	Trihelix
chr4	22941447	22941453	C6_LOBAS2_6-C9_LOBAS2_7	Mp4g20340	-10639	-1.06591566818859	_C6_LOBAS2_6-C9_LOBAS2_7	8.41279	+	chr4	22941190	22941831	C1	85.35336	74.3424	1	1	0.19495	LOBAS2
chr4	22941479	22941486	C6_bZIP_48	Mp4g20340	-10606	-1.06468256622851	_C6_bZIP_48	9.85742	-	chr4	22941190	22941831	C1	71.12362	68.11336	1	1	0.06085	bZIP
chr4	22941480	22941486	C2_FAR1_16-C3_FAR1_12-C4_FAR1_14-C6_FAR1_18-C9_FAR1_8	Mp4g20340	-10606	-1.06468256622851	_C2_FAR1_16-C3_FAR1_12-C4_FAR1_14-C6_FAR1_18-C9_FAR1_8	8.54029	-	chr4	22941190	22941831	C1	69.98007	68.11336	1	1	0.03804	FAR1
chr4	22941481	22941487	C1_FAR1_4-C10_FAR1_13-C2_FAR1_18-C3_FAR1_14-C4_FAR1_16-C6_FAR1_20	Mp4g20340	-10605	-1.06464514479194	_C1_FAR1_4-C10_FAR1_13-C2_FAR1_18-C3_FAR1_14-C4_FAR1_16-C6_FAR1_20	8.41279	+	chr4	22941190	22941831	C1	64.87344	64.02059	1	1	0.01858	FAR1
chr4	22941481	22941488	C2_BBRBPC_19-C6_BBRBPC_21	Mp4g20340	-10604	-1.06460772013063	_C2_BBRBPC_19-C6_BBRBPC_21	3.79767	+	chr4	22941190	22941831	C1	64.87344	64.02059	1	1	0.01858	BBRBPC
chr4	22941482	22941489	C10_AP2EREBP_82-C6_AP2EREBP_96	Mp4g20340	-10603	-1.06457029224403	_C10_AP2EREBP_82-C6_AP2EREBP_96	3.79767	-	chr4	22941190	22941831	C1	62.00681	60.73925	1	1	0.02897	AP2EREBP
chr4	22941482	22941489	C2_BBRBPC_18	Mp4g20340	-10603	-1.06457029224403	_C2_BBRBPC_18	3.79767	-	chr4	22941190	22941831	C1	62.00681	60.73925	1	1	0.02897	BBRBPC
chr4	22941484	22941491	C4_Trihelix_50	Mp4g20340	-10601	-1.06449542679273	_C4_Trihelix_50	3.79767	+	chr4	22941190	22941831	C1	57.72976	53.0783	1	1	0.11745	Trihelix
chr4	22941493	22941500	C4_C2H2_20	Mp4g20340	-10592	-1.06415837246312	_C4_C2H2_20	3.79767	+	chr4	22941190	22941831	C1	48.71358	46.2487	1	1	0.07223	C2H2
chr4	22941501	22941507	C2_MYBrelated_1-C7_MYBrelated_1	Mp4g20340	-10585	-1.06389603812599	_C2_MYBrelated_1-C7_MYBrelated_1	8.28529	-	chr4	22941190	22941831	C1	48.71358	46.2487	1	1	0.07223	MYBrelated
