a,b,d,T,a_OCR,AverageShortestPathLength,b_OCR,BetweennessCentrality,ClosenessCentrality,cluster,ClusteringCoefficient,D_HS a,D_HS b,D_HS d,D_HS T,d_OCR,Degree,description,dko_HS,dko_HS_oc,Eccentricity,family,hsfa_HS,hsfa_HS_oc,hsfb_HS,hsfb_HS_oc,IsSingleNode,Matching.Attribute,Matching.Attribute.1,Matching.Attribute.2,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OCR_to_TSS,PartnerOfMultiEdgedNodePairs,Peak,Radiality,selected,SelfLoops,shared name,Stress,T_OCR,Tak1_HS,Tak1_HS_oc,TF,TopologicalCoefficient,U_HS a,U_HS b,U_HS d,U_HS T
,U,,U,,4.650401069518717,,0,0.2150352163288774,C2,0,,,,,,1,,-0.668172187,,8,,-0.205509823,,1.053062276,,FALSE,Mp7g16220,Mp7g16220,Mp7g16220,Mp7g16220,43,0,1,,0,,0.9661999900970488,FALSE,0,Mp7g16220,0,,1.601883955,,,0,,,,
,,,D,,4.298128342245989,,0,0.23265940902021776,C6,0,,,,,,1,,0.539227817,,8,,-0.60134555,,-0.057016524,,FALSE,Mp1g22700,Mp1g22700,Mp1g22700,Mp1g22700,65,0,1,,0,,0.9694617746088334,FALSE,0,Mp1g22700,0,,-1.765214601,,,0,,,,
,U,,U,,4.042780748663102,,0,0.24735449735449735,C2,1,,,,,,2,,-0.042999484,,7,,0.431904419,,0.865116215,,FALSE,Mp1g13190,Mp1g13190,Mp1g13190,Mp1g13190,48,0,2,,0,,0.9718261041790454,FALSE,0,Mp1g13190,0,,1.440803779,,,0.5647058823529412,,,,
,D,,,,3.9739304812834226,,0.001431688,0.2516400336417157,C1,0.3333333333333333,,,,,,4,,-0.568156081,,7,,-0.35185087,,-1.916914804,,FALSE,Mp3g23440,Mp3g23440,Mp3g23440,Mp3g23440,29,0,4,,0,,0.9724636066547832,FALSE,0,Mp3g23440,19580,,0.101217552,,,0.2904040404040404,,,,
U,U,U,U,,5.182486631016043,,0,0.19295756481362053,C4,0,,,,,,1,,1.508428742,,9,,-0.105982374,,1.046493525,,FALSE,Mp8g02530,Mp8g02530,Mp8g02530,Mp8g02530,30,0,1,,0,,0.9612732719350366,FALSE,0,Mp8g02530,0,,-0.224301021,,,0,,,,
U,,,D,,4.262032085561497,,7.664679414626764E-4,0.23462986198243416,C6,0,,,,,,2,,0.655644213,,8,,1.411386176,,-0.62903151,,FALSE,Mp7g01910,Mp7g01910,Mp7g01910,Mp7g01910,21.5,0,2,,0,,0.9697959992077639,FALSE,0,Mp7g01910,9664,,-1.702738962,,,0.5,,,,
,,U,,,3.8810160427807485,,8.28103460428664E-4,0.2576644850155012,C4,0.2,,,,,,5,,1.895202026,,7,,-0.152047058,,-0.654027625,,FALSE,Mp1g08090,Mp1g08090,Mp1g08090,Mp1g08090,40.4,0,5,,0,,0.973323926,FALSE,0,Mp1g08090,25046,,1.126993821,,,0.2898550724637681,,,,
,U,U,,,6.225935828877005,,0,0.16061842387803307,C7,0,,,,,,1,,1.36775861,,10,,-1.006839296,,0.714040003,,FALSE,Mp2g12220,Mp2g12220,Mp2g12220,Mp2g12220,5,0,1,,0,,0.951611705,FALSE,0,Mp2g12220,0,,-0.6693925,,,0,,,,
,,,D,,3.3636363636363638,,0.024173392526858656,0.2972972972972973,C6,0.007246377,,,,,,24,"transcription factor, C2H2-ZnF",0.91379288,,7,C2H2-ZnF,0.716636108,,-0.572642254,,FALSE,Mp3g21490,Mp3g21490,Mp3g21490,Mp3g21490,5,0,24,,0,,0.9781144781144782,FALSE,0,Mp3g21490,152440,,-1.56955797,,MpC2H2-14,0.04532967,,,,
,D,D,D,,4.666443850267379,,0,0.21429594613952158,C6,0,,,,,,1,,-0.786180545,,8,,-0.456943756,,-0.650934784,,FALSE,Mp7g01400,Mp7g01400,Mp7g01400,Mp7g01400,28,0,1,,0,,0.9660514458308576,FALSE,0,Mp7g01400,0,,-1.286387092,,,0,,,,
U,,,,,4.199866310160428,,0.022050967763475704,0.23810281712557693,C5,0.017543859649122806,,,,,,20,"transcription factor, MYB",-0.02088469,,8,MYB,1.165208432,,0.559783646,,FALSE,Mp8g11870,Mp8g11870,Mp8g11870,Mp8g11870,2.4210526315789473,0,20,,1,,0.9703716082392553,FALSE,0,Mp8g11870,328270,,-1.362173818,,MpR2R3-MYB5,0.074162679,V,,,
,U,,U,,4.283422459893048,,0,0.233458177,C2,0,,,,,,1,,-0.919537826,,8,,-0.002002464,,0.804591384,,FALSE,Mp8g14180,Mp8g14180,Mp8g14180,Mp8g14180,24,0,1,,0,,0.9695979401861755,FALSE,0,Mp8g14180,0,,1.800666636,,,0,,,,
U,,,,,3.7439839572192515,,1.5898160526374615E-4,0.2670951615782896,C5,0.6666666666666666,,,,,,3,,0.152056378,,7,,2.097514698,,-0.112740308,,FALSE,Mp2g16180,Mp2g16180,Mp2g16180,Mp2g16180,83.33333333333333,0,3,,0,,0.9745927411368588,FALSE,0,Mp2g16180,4466,,-0.131949936,,,0.4409171075837742,,,,
U,U,U,,,4.532085561497326,,0,0.22064896755162242,C3,0,,,,,,1,,1.064957515,,8,,0.057829729,,1.382494331,,FALSE,Mp5g15410,Mp5g15410,Mp5g15410,Mp5g15410,13,0,1,,0,,0.9672955040602099,FALSE,0,Mp5g15410,0,,0.204659726,,,0,,,,
,,U,,,6.705213903743315,,0,0.14913767321303958,C4,0,,,,,,1,,1.58526812,,9,,0.874894502,,-1.208747522,,FALSE,Mp2g25050,Mp2g25050,Mp2g25050,Mp2g25050,10,0,1,,0,,0.9471739453357101,FALSE,0,Mp2g25050,0,,0.167909783,,,0,,,,
,,D,,,3.858288770053476,,5.276789170792652E-4,0.2591822591822592,C1,0,,,,,,2,,-2.076789822,,7,,-0.352578071,,0.185602403,,FALSE,Mp6g18000,Mp6g18000,Mp6g18000,Mp6g18000,53.5,0,2,,0,,0.9735343632402456,FALSE,0,Mp6g18000,13256,,-0.390732596,,,0.5097087378640777,,,,
,D,D,,,4.398395721925134,,0,0.22735562310030394,C2,1,,,,,,2,,-1.616716568,,8,,0.581693122,,-0.716434267,,FALSE,Mp7g17110,Mp7g17110,Mp7g17110,Mp7g17110,41.5,0,2,,0,,0.9685333729451376,FALSE,0,Mp7g17110,0,,0.687594624,,,0.5533333333333333,,,,
,,U,U,,4.544786096256685,,0,0.2200323576996617,C4,0,,,,,,1,,0.792002052,,7,,0.263574026,,0.483916459,,FALSE,Mp7g13570,Mp7g13570,Mp7g13570,Mp7g13570,64,0,1,,0,,0.9671779065161418,FALSE,0,Mp7g13570,0,,2.257229619,,,0,,,,
,U,,U,,4.929812834224599,up,0,0.20284745762711864,C2,0,,,,,,1,,-0.617627757,0.103937064,8,,-0.46049728,-1.204924778,1.144429934,1.810971571,FALSE,Mp5g03970,Mp5g03970,Mp5g03970,Mp5g03970,17,0,1,Downstream (<=300bp),0,chr5.4436838.4437100,0.963612844,FALSE,0,Mp5g03970,0,up,1.589531046,1.598538737,,0,,,,
D,D,,,,4.175802139037433,,0,0.23947494797502802,C1,1,,,,,,2,,0.139705417,,7,,-1.947896869,,-1.309753279,,FALSE,Mp5g19770,Mp5g19770,Mp5g19770,Mp5g19770,89.5,0,2,,0,,0.9705944246385423,FALSE,0,Mp5g19770,0,,0.46490474,,,0.69921875,,,,
U,U,,U,,3.6998663101604277,,7.211580066730002E-4,0.27028003613369467,C3,0.3333333333333333,,,,,,3,,-0.005539321,,7,,-0.283396564,,1.46141922,,FALSE,Mp5g01980,Mp5g01980,Mp5g01980,Mp5g01980,49.333333333333336,0,3,,0,,0.9750012378688849,FALSE,0,Mp5g01980,13558,,1.337715177,,,0.35251798561151076,,,,
,,U,,,4.342245989304812,,0,0.23029556650246308,C4,1,,,,,,3,,1.11341466,,7,,1.722122376,,-0.271952033,,FALSE,Mp7g05680,Mp7g05680,Mp7g05680,Mp7g05680,61,0,3,,0,,0.9690532778768073,FALSE,0,Mp7g05680,0,,1.06812462,,,0.5169491525423728,,,,
,D,,,,4.262032085561497,,1.6798463482842896E-5,0.23462986198243416,C4,0,,,,,,2,,1.206290439,,7,,0.356032814,,-2.239905466,,FALSE,Mp1g04940,Mp1g04940,Mp1g04940,Mp1g04940,29.5,0,2,,0,,0.9697959992077639,FALSE,0,Mp1g04940,730,,0.894382664,,,0.6195652173913043,,,,
,D,D,D,up,4.451871657754011,up,0,0.22462462462462462,C1,0,,,,,,1,,-1.095513385,-0.005110387,8,,0.251134412,1.590989489,-1.042167246,1.117605235,FALSE,Mp1g20870,Mp1g20870,Mp1g20870,Mp1g20870,53,0,1,"Exon (Mp1g20870.1/Mp1g20870, exon 4 of 4)",0,chr1.21373532.21373888,0.9680382253911666,FALSE,0,Mp1g20870,0,up,0.372483673,0.767504738,,0,,,,
,D,U,,,5.705882352941177,,0.009471925,0.17525773195876287,C4,0,,,,,,10,"transcription factor, GATA",1.915711561,,8,GATA,0.467800515,,-1.473298525,,FALSE,Mp7g03490,Mp7g03490,Mp7g03490,Mp7g03490,1.3,0,10,,0,,0.9564270152505446,FALSE,0,Mp7g03490,356970,,0.510900816,,MpGATA4,0.15,,,,
,U,,U,,4.224598930481283,,0.002975277,0.23670886075949368,C2,0,,,,,,3,,-0.67003552,,7,,-0.808667922,,1.341998547,,FALSE,Mp8g12580,Mp8g12580,Mp8g12580,Mp8g12580,25.333333333333332,0,3,,0,,0.9701426024955437,FALSE,0,Mp8g12580,26340,,1.585675331,,,0.3333333333333333,,,,
,,U,,,5.243315508,,0,0.19071902090770015,C7,0,,,,,,1,,1.077011268,,9,,-0.946856951,,0.693143723,,FALSE,Mp3g16520,Mp3g16520,Mp3g16520,Mp3g16520,20,0,1,,0,,0.9607100415923945,FALSE,0,Mp3g16520,0,,-1.020999928,,,0,,,,
,U,,U,,4.362967914438503,,0,0.229201777,C2,0,,,,,,1,,-1.103942933,,8,,-0.691345408,,0.966166961,,FALSE,Mp6g14510,Mp6g14510,Mp6g14510,Mp6g14510,24,0,1,,0,,0.9688614081996435,FALSE,0,Mp6g14510,0,,1.643068696,,,0,,,,
,,,U,,4.298128342245989,up,0,0.23265940902021776,C2,0,,,,,,1,,-0.809681102,-0.593134681,8,,-0.865018469,-0.804636482,1.272423275,2.025444173,FALSE,Mp6g08280,Mp6g08280,Mp6g08280,Mp6g08280,65,0,1,3' UTR,0,chr6.9109833.9110690,0.9694617746088334,FALSE,0,Mp6g08280,0,up,1.701812458,1.316443205,,0,,,,
,,D,,,5.741978609625669,,0,0.17415599534342258,C2,0,,,,,,1,,-2.067981654,,9,,0.159054543,,0.175310996,,FALSE,Mp8g04890,Mp8g04890,Mp8g04890,Mp8g04890,25,0,1,,0,,0.9560927906516141,FALSE,0,Mp8g04890,0,,1.008955429,,,0,,,,
,U,,U,,4.068181818181818,,0,0.24581005586592178,C2,0,,,,,,1,,-0.381712835,,7,,-0.17593288,,1.685374608,,FALSE,Mp5g23700,Mp5g23700,Mp5g23700,Mp5g23700,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp5g23700,0,,1.56552988,,,0,,,,
U,,,,,5.196524064171123,,0,0.19243632621559043,C5,1,,,,,,2,,-0.145418191,,9,,2.514036392,,0.171038341,,FALSE,Mp7g07050,Mp7g07050,Mp7g07050,Mp7g07050,12.5,0,2,,0,,0.9611432957021192,FALSE,0,Mp7g07050,0,,-1.466155151,,,0.5681818181818182,,,,
U,,,,,4.429144385026738,,0,0.225777241,C5,0,,,,,,1,,-0.542651968,,7,,1.606090925,,-0.75835041,,FALSE,Mp3g24720,Mp3g24720,Mp3g24720,Mp3g24720,24,0,1,,0,,0.9682486631016043,FALSE,0,Mp3g24720,0,,0.171228878,,,0,,,,
D,D,,D,,4.437165775,,0,0.225369087,C1,1,,,,,,2,,-0.407761601,,8,,-0.728879594,,-1.001841022,,FALSE,Mp3g01130,Mp3g01130,Mp3g01130,Mp3g01130,40,0,2,,0,,0.9681743909685087,FALSE,0,Mp3g01130,0,,-0.812710317,,,0.5882352941176471,,,,
D,,U,,,3.8161764705882355,,0.005350796,0.26204238921001927,C7,0,,,,,,4,,1.435358462,,6,,-1.318162418,,-0.366512691,,FALSE,Mp1g12420,Mp1g12420,Mp1g12420,Mp1g12420,42,0,4,,0,,0.9739242919389979,FALSE,0,Mp1g12420,120662,,0.419458574,,,0.2751677852348993,,,,
D,,,,,4.520053475935829,,0,0.22123632061520257,C7,0,,,,,,1,,0.970847908,,7,,-1.613887345,,-0.165027896,,FALSE,Mp6g13910,Mp6g13910,Mp6g13910,Mp6g13910,79,0,1,,0,,0.9674069122598534,FALSE,0,Mp6g13910,0,,0.52679348,,,0,,,,
,,U,,,4.262032085561497,,1.6798463482842896E-5,0.23462986198243416,C4,0,,,,,,2,,1.479664794,,7,,-0.564634478,,0.234818216,,FALSE,Mp8g16790,Mp8g16790,Mp8g16790,Mp8g16790,29.5,0,2,,0,,0.9697959992077639,FALSE,0,Mp8g16790,730,,0.461640356,,,0.6195652173913043,,,,
,U,,U,,3.8863636363636362,,6.993137125425504E-4,0.2573099415204678,C2,0,,,,,,3,,-0.854518225,,8,,-1.385068781,,1.655403343,,FALSE,Mp2g01870,Mp2g01870,Mp2g01870,Mp2g01870,65.66666666666667,0,3,,0,,0.9732744107744108,FALSE,0,Mp2g01870,20484,,1.504121652,,,0.3653483992467043,,,,
U,U,U,U,,3.9585561497326203,,4.4261296972517414E-5,0.2526173590003377,C2,0,,,,,,2,,-0.467079827,,7,,-0.504217479,,1.303095437,,FALSE,Mp6g03330,Mp6g03330,Mp6g03330,Mp6g03330,64,0,2,,0,,0.9726059615765499,FALSE,0,Mp6g03330,2702,,1.63288675,,,0.5526315789473685,,,,
,,U,U,,4.245320855614973,,0,0.235553456,C4,1,,,,,,2,,1.765150804,,7,,-0.181741392,,0.275428462,,FALSE,Mp1g15590,Mp1g15590,Mp1g15590,Mp1g15590,68,0,2,,0,,0.9699507328183798,FALSE,0,Mp1g15590,0,,0.998876342,,,0.6415094339622641,,,,
U,U,U,,,4.822192513368984,,0,0.2073745494871084,C4,0,,,,,,1,,2.102062413,,8,,0.846779578,,0.431341617,,FALSE,Mp1g28570,Mp1g28570,Mp1g28570,Mp1g28570,14,0,1,,0,,0.9646093285799168,FALSE,0,Mp1g28570,0,,0.251634313,,,0,,,,
,U,,U,,4.052807486631016,up,4.4472931216435414E-4,0.2467425366980043,C3,0.3333333333333333,,,,,,4,,-0.030583981,0.573568074,7,,0.827951525,0.231710655,1.377022541,1.366308403,FALSE,Mp4g06370,Mp4g06370,Mp4g06370,Mp4g06370,53,0,4,3' UTR,0,chr4.7082091.7083707,0.9717332640126758,FALSE,0,Mp4g06370,21526,up,1.172845201,1.053870705,,0.32164634146341464,,,,
,D,D,D,,4.580882352941177,,2.9373765931766055E-4,0.21829855537720705,C6,0,,V,V,V,,7,"transcription factor, bHLH",-0.818279278,,7,bHLH,0.362949633,,-0.507321505,,FALSE,Mp8g06230,Mp8g06230,Mp8g06230,Mp8g06230,5.166666666666667,0,7,,1,,0.9668436819172114,FALSE,0,Mp8g06230,9954,,-1.194764213,,MpBHLH51,0.32051282051282054,,,,
U,,,,,3.7266042780748663,,7.902575011694929E-5,0.2683408071748879,C4,0.6666666666666666,,,,,,4,,0.257009539,,6,,1.533457205,,0.735938447,,FALSE,Mp7g08450,Mp7g08450,Mp7g08450,Mp7g08450,78.75,0,4,,0,,0.9747536640918995,FALSE,0,Mp7g08450,3386,,0.359052139,,,0.3917910447761194,,,,
,U,U,,,5.741978609625669,,0,0.17415599534342258,C7,0,,,,,,1,,1.337270463,,9,,-0.953856864,,1.127344469,,FALSE,Mp5g24400,Mp5g24400,Mp5g24400,Mp5g24400,25,0,1,,0,,0.9560927906516141,FALSE,0,Mp5g24400,0,,-0.823393924,,,0,,,,
U,,,,,5.199197860962567,,0,0.19233736178966315,C5,0,,,,,,1,,1.331330055,,9,,1.704007524,,-0.530023016,,FALSE,Mp7g18900,Mp7g18900,Mp7g18900,Mp7g18900,19,0,1,,0,,0.9611185383244206,FALSE,0,Mp7g18900,0,,-1.220347169,,,0,,,,
U,D,D,,,3.429812834224599,,0.028551956199047185,0.2915610992009355,C5,0,,,,,,24,"transcription factor, WRKY",-1.027463445,,6,WRKY,2.029665795,,-0.862240784,,FALSE,Mp5g05560,Mp5g05560,Mp5g05560,Mp5g05560,4.833333333333333,0,24,,0,,0.9775017330164388,FALSE,0,Mp5g05560,358970,,0.202972763,,MpWRKY3,0.045634921,,,,
U,U,,,,3.589572192513369,,0.002152678,0.27858472998137807,C3,0.16666666666666666,,,,,,4,,0.19926743,,7,,1.246592562,,1.234120597,,FALSE,Mp4g05950,Mp4g05950,Mp4g05950,Mp4g05950,67.75,0,4,,0,,0.9760224796989503,FALSE,0,Mp4g05950,76664,,0.669884355,,,0.2911255411255411,,,,
D,D,,D,,4.148395721925134,up,9.67962134742996E-5,0.2410570415726716,C1,0,,,,,,2,,-0.027853307,0.559860445,7,,-0.90129496,0.960420781,-1.147247008,1.609485419,FALSE,Mp2g02120,Mp2g02120,Mp2g02120,Mp2g02120,64,0,2,Promoter,0,chr2.2314331.2314885,0.9708481877599524,FALSE,0,Mp2g02120,8460,up,-0.988596231,1.084370073,,0.5384615384615384,,,,
,U,,,down,4.550802139037433,,0,0.21974148061104584,C8,0,,,,,down,1,,-0.561633797,-1.83734406,8,,-0.731888104,-1.799775781,2.757248848,0.106797643,FALSE,Mp1g27640,Mp1g27640,Mp1g27640,Mp1g27640,15,0,1,Promoter,0,chr1.27884924.27885263,0.9671222024163201,FALSE,0,Mp1g27640,0,,-0.002121857,-0.010220631,,0,,,,
D,D,D,D,,3.625668449197861,,0.001075533,0.275811209,C1,0.5,,,,,,4,,-0.595676224,,6,,-1.108788955,,-0.641370956,,FALSE,Mp4g06840,Mp4g06840,Mp4g06840,Mp4g06840,74,0,4,,0,,0.9756882551000198,FALSE,0,Mp4g06840,49198,,-0.545591863,,,0.3322072072072072,,,,
U,,,,,4.018716577540107,,0.011577255942994935,0.2488356620093147,C5,0.026315789,,,,,,21,"transcription factor, Trihelix",1.14785783,,7,Trihelix,2.141267308,,0.465687654,,FALSE,Mp2g25660,Mp2g25660,Mp2g25660,Mp2g25660,3.05,0,21,,1,,0.9720489205783324,FALSE,0,Mp2g25660,192370,,-0.395331889,,MpTRIHELIX12,0.090384615,,,,
U,,,,,4.072192513368984,,0.001455445,0.24556795797767564,C4,0,,,,,,2,,0.60092206,,7,,1.379655322,,0.73624282,,FALSE,Mp2g18710,Mp2g18710,Mp2g18710,Mp2g18710,59,0,2,,0,,0.9715537730243612,FALSE,0,Mp2g18710,19086,,0.728169455,,,0.5043478260869565,,,,
D,,U,,,4.262032085561497,,1.6798463482842896E-5,0.23462986198243416,C7,0,,,,,,2,,1.654919336,,7,,-1.014120585,,-0.796401633,,FALSE,Mp4g05170,Mp4g05170,Mp4g05170,Mp4g05170,29.5,0,2,,0,,0.9697959992077639,FALSE,0,Mp4g05170,730,,0.385124824,,,0.6195652173913043,,,,
,U,,,,4.429144385026738,,0,0.225777241,C7,0,,,,,,1,,1.094904522,,7,,-0.900141416,,1.275478347,,FALSE,Mp4g04230,Mp4g04230,Mp4g04230,Mp4g04230,24,0,1,,0,,0.9682486631016043,FALSE,0,Mp4g04230,0,,-0.722641931,,,0,,,,
D,D,D,D,,4.451871657754011,,0,0.22462462462462462,C6,0,,,,,,1,,-1.196721584,,8,,-0.215570545,,-1.12160948,,FALSE,Mp7g11550,Mp7g11550,Mp7g11550,Mp7g11550,53,0,1,,0,,0.9680382253911666,FALSE,0,Mp7g11550,0,,-0.272327942,,,0,,,,
U,U,,U,,3.837566844919786,,0,0.2605817801776694,C3,1,,,,,,2,,-0.218411802,,7,,-0.101316316,,1.611532312,,FALSE,Mp8g07070,Mp8g07070,Mp8g07070,Mp8g07070,63,0,2,,0,,0.9737262329174093,FALSE,0,Mp8g07070,0,,1.264464521,,,0.5384615384615384,,,,
,U,,U,,4.298128342245989,,0,0.23265940902021776,C2,0,,,,,,1,,0.102288182,,8,,-0.044331127,,1.529060815,,FALSE,Mp6g12580,Mp6g12580,Mp6g12580,Mp6g12580,65,0,1,,0,,0.9694617746088334,FALSE,0,Mp6g12580,0,,1.386482363,,,0,,,,
,,U,,,3.7459893048128343,,1.8851987976483954E-4,0.2669521770164168,C4,0.5333333333333333,,,,,,6,,1.658506401,,6,,-0.38782621,,0.234907105,,FALSE,Mp7g03660,Mp7g03660,Mp7g03660,Mp7g03660,52.5,0,6,,0,,0.9745741731035849,FALSE,0,Mp7g03660,11746,,1.381275567,,,0.31626506024096385,,,,
D,D,D,D,,3.9692513368983957,,9.837987618065086E-5,0.25193667901650385,C1,0,,,,,,2,,-0.786629826,,8,,-0.054948178,,-1.420171342,,FALSE,Mp1g07070,Mp1g07070,Mp1g07070,Mp1g07070,67,0,2,,0,,0.9725069320657556,FALSE,0,Mp1g07070,4072,,-1.256253397,,,0.5409836065573771,,,,
,,D,,,3.778074866,,3.920884879944033E-4,0.26468506723283797,C6,0,,,,,,2,,-1.897103857,,7,,0.267611297,,-1.001168277,,FALSE,Mp7g18420,Mp7g18420,Mp7g18420,Mp7g18420,48.5,0,2,,0,,0.9742770845712022,FALSE,0,Mp7g18420,8166,,-0.597782276,,,0.510752688,,,,
U,,,,,4.7005347593582885,,0,0.21274175199089876,C4,0,,,,,,1,,0.3930788,,8,,1.425775603,,-0.132900658,,FALSE,Mp4g21500,Mp4g21500,Mp4g21500,Mp4g21500,46,0,1,,0,,0.965735789,FALSE,0,Mp4g21500,0,,1.119174386,,,0,,,,
,U,U,,,4.429144385026738,,0,0.225777241,C7,0,,,,,,1,,1.095271783,,7,,-1.203493367,,1.439862127,,FALSE,Mp3g15290,Mp3g15290,Mp3g15290,Mp3g15290,24,0,1,,0,,0.9682486631016043,FALSE,0,Mp3g15290,0,,-0.432765706,,,0,,,,
D,D,D,D,,3.943850267379679,,0,0.2535593220338983,C1,0,,,,,,1,,-0.857771835,,7,,-0.885399693,,-1.265875371,,FALSE,Mp7g04630,Mp7g04630,Mp7g04630,Mp7g04630,71,0,1,,0,,0.972742127,FALSE,0,Mp7g04630,0,,-0.303768098,,,0,,,,
,,U,,,4.813502673796791,,0,0.20774892376058882,C4,0,,,,,,1,,2.303729063,,7,,-0.278521503,,-0.791788584,,FALSE,Mp5g05900,Mp5g05900,Mp5g05900,Mp5g05900,35,0,1,,0,,0.9646897900574372,FALSE,0,Mp5g05900,0,,0.90977354,,,0,,,,
,D,D,,,4.430481283,,0,0.22570911285455642,C1,1,,,,,,2,,-0.871177238,,8,,0.494791521,,-0.663777864,,FALSE,Mp4g18290,Mp4g18290,Mp4g18290,Mp4g18290,36.5,0,2,,0,,0.9682362844127549,FALSE,0,Mp4g18290,0,,0.228288584,,,0.5887096774193549,,,,
,U,,,,4.484625668449198,,0,0.2229840512744075,C8,0,,,,,,1,,-0.182088008,,8,,-0.902760727,,1.889946132,,FALSE,Mp6g10990,Mp6g10990,Mp6g10990,Mp6g10990,19,0,1,,0,,0.9677349475143593,FALSE,0,Mp6g10990,0,,-0.278766227,,,0,,,,
,U,,U,,4.123663101604278,down,6.58910014111469E-4,0.2425028367644675,C2,0.3333333333333333,,,,,down,3,,-0.878589668,-0.714666772,8,,-1.014658252,-0.113737797,1.110721366,-1.648298276,FALSE,Mp1g12540,Mp1g12540,Mp1g12540,Mp1g12540,38.666666666666664,0,3,Promoter,0,chr1.12708853.12709624,0.9710771935036641,FALSE,0,Mp1g12540,12412,down,1.662842714,-1.202883288,,0.36507936507936506,,,,
,,,U,,3.926470588235294,,0.001410131,0.2546816479400749,C4,0.3333333333333333,,,,,,3,,0.053797325,,7,,0.974739227,,-0.132836386,,FALSE,Mp8g18560,Mp8g18560,Mp8g18560,Mp8g18560,36.333333333333336,0,3,,0,,0.9729030501089325,FALSE,0,Mp8g18560,21098,,1.610666238,,,0.3564356435643564,,,,
D,,,D,,3.8957219251336896,,1.8599073548419145E-4,0.25669183253260125,C1,0.6666666666666666,,,,,up,3,,-0.067902829,0.968115628,7,,-1.560519908,0.921072305,-0.191729459,1.03691687,FALSE,Mp3g20300,Mp3g20300,Mp3g20300,Mp3g20300,69,0,3,"Exon (Mp3g20310.1/Mp3g20310, exon 5 of 6)",0,chr3.20717226.20717421,0.9731877599524659,FALSE,0,Mp3g20300,6946,,-0.934482344,0.412604066,,0.39655172413793105,,,,
U,,U,,,4.384358288770054,,0,0.2280835493215429,C4,1,,,,,,2,,1.044851005,,7,,1.138882545,,-0.544151717,,FALSE,Mp8g14230,Mp8g14230,Mp8g14230,Mp8g14230,69.5,0,2,,0,,0.968663349,FALSE,0,Mp8g14230,0,,0.816858663,,,0.6556603773584906,,,,
,,U,,,4.659759358,,0,0.21460335676373546,C5,0,,,,,,1,,1.89955304,,8,,1.575960567,,-1.036654827,,FALSE,Mp2g17570,Mp2g17570,Mp2g17570,Mp2g17570,34,0,1,,0,,0.966113339,FALSE,0,Mp2g17570,0,,0.285371862,,,0,,,,
,D,D,,,5.741978609625669,,0,0.17415599534342258,C2,0,,,,,,1,,-0.992594352,,9,,-0.065739862,,-0.682477109,,FALSE,Mp4g23630,Mp4g23630,Mp4g23630,Mp4g23630,25,0,1,,0,,0.9560927906516141,FALSE,0,Mp4g23630,0,,1.46121916,,,0,,,,
,,D,U,,4.362967914438503,up,0,0.229201777,C2,0,,,,,,1,,-0.749030462,-0.703660857,8,,0.371902734,-0.208949188,0.577502447,2.459773863,FALSE,Mp7g06280,Mp7g06280,Mp7g06280,Mp7g06280,24,0,1,"Exon (Mp7g06280.1/Mp7g06280, exon 1 of 8)",0,chr7.7352822.7353028,0.9688614081996435,FALSE,0,Mp7g06280,0,up,1.492604118,0.843729767,,0,,,,
U,,,,,4.389037433,,0,0.2278403898872982,C5,0,,,,,,1,,-0.736146412,,7,,2.269506346,,-0.169879612,,FALSE,Mp7g18170,Mp7g18170,Mp7g18170,Mp7g18170,24,0,1,,0,,0.9686200237670826,FALSE,0,Mp7g18170,0,,-0.761516107,,,0,,,,
D,U,,,,4.484625668449198,up,0,0.2229840512744075,C8,0,,,,,,1,,-0.472629029,-0.326047429,8,,-1.949980061,-0.478919094,1.405106349,1.727287112,FALSE,Mp1g01040,Mp1g01040,Mp1g01040,Mp1g01040,19,0,1,"Exon (Mp1g01040.1/Mp1g01040, exon 9 of 9)",0,chr1.1153851.1154012,0.9677349475143593,FALSE,0,Mp1g01040,0,up,0.795994403,1.39789772,,0,,,,
,U,,U,,4.929812834224599,,0,0.20284745762711864,C2,0,,,,,,1,,-0.804486737,,8,,-0.544373389,,1.255254839,,FALSE,Mp6g19580,Mp6g19580,Mp6g19580,Mp6g19580,17,0,1,,0,,0.963612844,FALSE,0,Mp6g19580,0,,1.497663833,,,0,,,,
,,D,,,3.389705882352941,,0.018940608802217904,0.2950108459869848,C5,0.010869565217391304,,,,,,24,"transcription factor, GRAS",-1.002168828,,6,GRAS,1.188490712,,-0.075771024,,FALSE,Mp5g20660,Mp5g20660,Mp5g20660,Mp5g20660,6,0,24,,0,,0.9778730936819172,FALSE,0,Mp5g20660,243718,,-0.892601785,,MpGRAS6,0.058052434,,,,
,U,,,,4.873663101604278,,0,0.20518447400905224,C2,0,,,,,,1,,-0.545922314,,8,,-0.583619288,,2.009210676,,FALSE,Mp3g00740,Mp3g00740,Mp3g00740,Mp3g00740,23,0,1,,0,,0.9641327490592196,FALSE,0,Mp3g00740,0,,0.916830646,,,0,,,,
