Matching.Attribute,name,shared name,TF,family,description, T, a, b, d,Tak1_HS,hsfa_HS,hsfb_HS,dko_HS,Peak,cluster,OCR_to_TSS,T_OCR,a_OCR,b_OCR,d_OCR,Tak1_HS_oc,hsfa_HS_oc,hsfb_HS_oc,dko_HS_oc
Mp7g17110,Mp7g17110,Mp7g17110,,,,,,D,D,0.687594624,0.581693122,-0.716434267,-1.616716568,,C2,,,,,,,,,
Mp6g18000,Mp6g18000,Mp6g18000,,,,,,,D,-0.390732596,-0.352578071,0.185602403,-2.076789822,,C1,,,,,,,,,
Mp2g25050,Mp2g25050,Mp2g25050,,,,,,,U,0.167909783,0.874894502,-1.208747522,1.58526812,,C4,,,,,,,,,
Mp5g15410,Mp5g15410,Mp5g15410,,,,,U,U,U,0.204659726,0.057829729,1.382494331,1.064957515,,C3,,,,,,,,,
Mp2g16180,Mp2g16180,Mp2g16180,,,,,U,,,-0.131949936,2.097514698,-0.112740308,0.152056378,,C5,,,,,,,,,
Mp5g08490,Mp5g08490,Mp5g08490,,,,,U,,,0.672749741,2.489387651,-0.76482488,0.073690908,chr5.9160060.9160623,C5,"Exon (Mp5g08490.1/Mp5g08490, exon 2 of 4)",,,,down,1.000817885,-0.86774177,1.112768983,-1.982663428
Mp8g14180,Mp8g14180,Mp8g14180,,,,U,,U,,1.800666636,-0.002002464,0.804591384,-0.919537826,,C2,,,,,,,,,
Mp8g11870,Mp8g11870,Mp8g11870,MpR2R3-MYB5,MYB,"transcription factor, MYB",,U,,,-1.362173818,1.165208432,0.559783646,-0.02088469,,C5,,,,,,,,,
Mp7g01400,Mp7g01400,Mp7g01400,,,,D,,D,D,-1.286387092,-0.456943756,-0.650934784,-0.786180545,,C6,,,,,,,,,
Mp3g21490,Mp3g21490,Mp3g21490,MpC2H2-14,C2H2-ZnF,"transcription factor, C2H2-ZnF",D,,,,-1.56955797,0.716636108,-0.572642254,0.91379288,,C6,,,,,,,,,
Mp2g12220,Mp2g12220,Mp2g12220,,,,,,U,U,-0.6693925,-1.006839296,0.714040003,1.36775861,,C7,,,,,,,,,
Mp1g08090,Mp1g08090,Mp1g08090,,,,,,,U,1.126993821,-0.152047058,-0.654027625,1.895202026,,C4,,,,,,,,,
Mp7g01910,Mp7g01910,Mp7g01910,,,,D,U,,,-1.702738962,1.411386176,-0.62903151,0.655644213,,C6,,,,,,,,,
Mp8g02530,Mp8g02530,Mp8g02530,,,,U,U,U,U,-0.224301021,-0.105982374,1.046493525,1.508428742,,C4,,,,,,,,,
Mp3g23440,Mp3g23440,Mp3g23440,,,,,,D,,0.101217552,-0.35185087,-1.916914804,-0.568156081,,C1,,,,,,,,,
Mp1g13190,Mp1g13190,Mp1g13190,,,,U,,U,,1.440803779,0.431904419,0.865116215,-0.042999484,,C2,,,,,,,,,
Mp1g22700,Mp1g22700,Mp1g22700,,,,D,,,,-1.765214601,-0.60134555,-0.057016524,0.539227817,,C6,,,,,,,,,
Mp7g16220,Mp7g16220,Mp7g16220,,,,U,,U,,1.601883955,-0.205509823,1.053062276,-0.668172187,,C2,,,,,,,,,
Mp3g06570,Mp3g06570,Mp3g06570,,,,,,U,U,-0.515539832,0.145408374,1.284556931,1.411164966,chr3.6418589.6419653,C7,Promoter,down,down,,,-1.250695175,-1.454355601,-0.545410533,-0.029658125
Mp5g13350,Mp5g13350,Mp5g13350,,,,,,U,U,-0.77989281,-1.040885723,1.34624976,0.572419246,,C7,,,,,,,,,
Mp4g23700,Mp4g23700,Mp4g23700,,,,,D,,U,1.381321028,-0.868393767,-0.825739001,1.304235205,,C4,,,,,,,,,
Mp2g12240,Mp2g12240,Mp2g12240,,,,D,D,D,D,-1.511227644,-0.409508381,-0.478995528,-0.226746498,,C6,,,,,,,,,
Mp4g14980,Mp4g14980,Mp4g14980,,,,,,,U,0.706294925,-0.465077539,-0.974148318,1.75640255,,C7,,,,,,,,,
Mp8g16380,Mp8g16380,Mp8g16380,,,,,,,U,1.078052409,1.01531157,0.188765899,1.09280849,,C4,,,,,,,,,
Mp7g14960,Mp7g14960,Mp7g14960,,,,,,D,D,-0.596354533,1.573952599,-1.234052789,-1.585321012,,C6,,,,,,,,,
Mp3g18830,Mp3g18830,Mp3g18830,,,,,,,D,-1.024189464,0.352644949,-0.288649221,-1.762654124,chr3.19223749.19224027,C6,Promoter,down,down,down,down,-0.72321377,-0.610665187,-1.461248479,-0.971050596
Mp3g02810,Mp3g02810,Mp3g02810,,,,U,,U,,1.006042757,0.28188645,1.116574519,-0.80593448,,C2,,,,,,,,,
Mp3g08340,Mp3g08340,Mp3g08340,,,,D,,D,,-1.45007751,-0.683327312,-0.653312216,0.284443667,,C6,,,,,,,,,
Mp1g10250,Mp1g10250,Mp1g10250,,,,D,D,D,,-0.734479491,-0.787234746,-1.022161901,0.103591826,,C1,,,,,,,,,
Mp4g08700,Mp4g08700,Mp4g08700,MpGARP2,GARP,"transcription factor, GARP",,,D,,-0.597749275,0.070250834,-1.839464566,0.86213759,chr4.9673566.9673658,C1,Downstream (<=300bp),,down,,,-0.763951137,-0.639866717,0.64594892,-0.173816299
Mp7g11630,Mp7g11630,Mp7g11630,,,,U,,U,,1.746066867,-0.301066022,0.601237296,-0.413754768,,C2,,,,,,,,,
Mp6g17450,Mp6g17450,Mp6g17450,,,,,,,U,0.578754067,-0.490826329,-1.311788521,1.796005635,,C4,,,,,,,,,
Mp6g03620,Mp6g03620,Mp6g03620,,,,D,,D,D,-1.353968242,0.337308706,-1.573702173,-1.04030338,,C1,,,,,,,,,
Mp7g06880,Mp7g06880,Mp7g06880,,,,,,U,,-0.721411938,-0.903386915,1.214064181,0.395248575,,C7,,,,,,,,,
Mp3g22310,Mp3g22310,Mp3g22310,,,,D,,,D,-1.700082066,-0.130777222,-0.581058473,-0.475241465,,C6,,,,,,,,,
Mp1g28320,Mp1g28320,Mp1g28320,,,,,,,U,1.313488384,0.281000793,0.215038789,1.490550436,,C4,,,,,,,,,
Mp8g09100,Mp8g09100,Mp8g09100,,,,,U,,,0.380891064,2.228991666,0.334547238,0.00963523,,C5,,,,,,,,,
Mp2g08650,Mp2g08650,Mp2g08650,,,,,,,U,1.170502668,-0.553666309,-0.532132371,1.756871706,,C4,,,,,,,,,
Mp1g23160,Mp1g23160,Mp1g23160,,,,D,D,D,D,-1.095254828,-1.033065715,-0.773413299,-0.953298884,,C6,,,,,,,,,
Mp4g15460,Mp4g15460,Mp4g15460,,,,U,,U,,1.514875616,-0.823712414,1.549911984,0.166086411,,C3,,,,,,,,,
Mp6g14340,Mp6g14340,Mp6g14340,,,,,D,,U,0.545544652,-1.121390284,-0.699616564,1.782674395,,C7,,,,,,,,,
Mp3g21780,Mp3g21780,Mp3g21780,,,,U,,,,1.574284026,0.565782979,-0.07418723,-0.723793735,chr3.22675747.22676101,C2,3' UTR,up,,up,,1.211236843,0.208132177,1.850557116,0.167126698
Mp7g16760,Mp7g16760,Mp7g16760,,,,,U,,,-0.269304129,0.978871751,-0.505466727,0.557046162,,C5,,,,,,,,,
Mp1g21660,Mp1g21660,Mp1g21660,,,,,,D,D,0.444634526,0.436641012,-0.438560591,-1.282937972,,C2,,,,,,,,,
Mp5g00630,Mp5g00630,Mp5g00630,,,,,,,U,-0.044430286,1.687597278,-0.222478624,1.938703231,,C4,,,,,,,,,
Mp8g10660,Mp8g10660,Mp8g10660,,,,,,,U,0.719316404,-0.247766762,-1.15356938,1.523816913,,C4,,,,,,,,,
Mp3g20350,Mp3g20350,Mp3g20350,,,,U,,U,U,1.719148638,-0.024430304,0.577065133,-0.180354593,,C2,,,,,,,,,
Mp2g17960,Mp2g17960,Mp2g17960,,,,,,D,,-0.367080962,-0.103750847,-1.980588432,0.671360548,,C1,,,,,,,,,
Mp2g10860,Mp2g10860,Mp2g10860,,,,U,U,U,U,0.127676106,1.854576435,0.746607372,0.826387138,,C4,,,,,,,,,
Mp6g01310,Mp6g01310,Mp6g01310,,,,,,U,,1.032285263,-1.238029846,1.979037366,-0.466805557,,C3,,,,,,,,,
Mp8g00290,Mp8g00290,Mp8g00290,,,,D,,D,,-1.343612951,0.905849296,-0.874780448,-0.401259073,,C1,,,,,,,,,
Mp2g21300,Mp2g21300,Mp2g21300,,,,U,U,U,,1.298129695,0.18382473,1.166712362,0.210814314,,C3,,,,,,,,,
Mp5g09760,Mp5g09760,Mp5g09760,,,,U,U,U,U,0.252209413,-0.515156709,1.365318921,1.38118451,chr5.10872818.10872940,C7,Promoter,,,,down,0.273076903,-0.633832758,-0.7908827,-1.600789791
Mp3g13280,Mp3g13280,Mp3g13280,,,,U,U,U,,1.338481442,-0.474984891,1.338881951,-0.611851379,,C2,,,,,,,,,
Mp3g20050,Mp3g20050,Mp3g20050,MpBBX2,BBX,"transcription factor, BBX",D,,D,,-1.841235873,0.781663586,-1.243334293,0.024672003,,C1,,,,,,,,,
Mp8g01740,Mp8g01740,Mp8g01740,,,,,,D,,0.031993464,1.661806569,-2.010445625,0.234261058,,C5,,,,,,,,,
Mp2g02920,Mp2g02920,Mp2g02920,,,,,,D,,-0.381374089,0.116563856,-1.433588407,-0.194602989,,C1,,,,,,,,,
Mp5g14750,Mp5g14750,Mp5g14750,,,,,U,,,0.16383257,1.486358922,0.759546355,1.357677585,,C4,,,,,,,,,
Mp7g00880,Mp7g00880,Mp7g00880,,,,U,,U,U,1.129952926,-0.308504495,1.207207828,1.287244915,,C4,,,,,,,,,
Mp6g19800,Mp6g19800,Mp6g19800,,,,U,,U,U,1.651458015,-0.545707177,1.255846502,-0.510919827,chr6.22070808.22071266,C2,Promoter,up,,,,1.135467663,0.305617732,1.240800495,-0.65564588
Mp6g11700,Mp6g11700,Mp6g11700,,,,,U,D,,-0.146219587,1.676770441,-1.683210755,0.102919221,,C5,,,,,,,,,
Mp3g18940,Mp3g18940,Mp3g18940,,,,,,D,,-1.028747739,0.196723565,-1.889230795,-0.218094623,,C1,,,,,,,,,
Mp1g27050,Mp1g27050,Mp1g27050,,,,,D,,D,-0.317111745,-0.420072558,0.46735893,-1.533071567,,C6,,,,,,,,,
Mp7g03880,Mp7g03880,Mp7g03880,,,,D,,D,D,-0.63422757,0.123464793,-1.169847724,-0.853188157,,C6,,,,,,,,,
Mp8g15060,Mp8g15060,Mp8g15060,,,,,,D,,-0.605571306,0.186433486,-2.12242985,-0.326018633,chr8.16818759.16818862,C1,Promoter,,,,up,0.993451856,0.602133337,-0.315522445,1.248306999
Mp1g09120,Mp1g09120,Mp1g09120,,,,U,D,U,D,1.390026877,-1.579475068,1.298177547,-1.30413275,,C2,,,,,,,,,
Mp7g10170,Mp7g10170,Mp7g10170,,,,U,D,U,,1.714869202,-1.356918729,1.070732998,-0.330251653,,C2,,,,,,,,,
Mp1g07730,Mp1g07730,Mp1g07730,,,,U,U,U,,0.19766731,0.630265594,2.248422739,-0.337812447,chr1.8113866.8114267,C3,Promoter,up,up,,,0.765728129,1.344900925,0.291530509,0.625962476
Mp5g12230,Mp5g12230,Mp5g12230,,,,,,,D,0.139794389,0.951650866,-0.171176124,-1.68536847,chr5.13416033.13416190,C6,Promoter,,down,,,-0.846238258,-0.977609568,0.600945601,-0.106871476
Mp8g10370,Mp8g10370,Mp8g10370,,,,,D,,D,-0.061010402,-1.868506907,1.177656911,-1.003078563,chr8.11797026.11798274,C8,Promoter,down,down,down,down,-0.316974122,-1.251581201,-0.662972267,-0.853288487
Mp4g15430,Mp4g15430,Mp4g15430,,,,U,,U,U,1.670454175,-0.279256061,1.014573719,0.043542932,chr4.17772003.17772613,C2,3' UTR,up,up,up,up,1.292380311,-0.375190943,1.501445235,0.222674498
Mp6g09190,Mp6g09190,Mp6g09190,,,,,D,,,1.342213614,-1.687115334,1.098158644,-0.481971172,,C2,,,,,,,,,
Mp5g24230,Mp5g24230,Mp5g24230,,,,U,,U,,1.527877048,-0.280469314,1.373120705,-0.819227912,,C2,,,,,,,,,
Mp6g08270,Mp6g08270,Mp6g08270,,,,U,,U,U,1.021833945,-1.144468779,1.261123301,1.653489902,,C3,,,,,,,,,
Mp1g28780,Mp1g28780,Mp1g28780,,,,D,D,D,U,-1.085530253,-1.107507018,0.350546571,1.094352428,,C7,,,,,,,,,
Mp5g09620,Mp5g09620,Mp5g09620,,,,,,U,U,0.189841153,-0.167267957,1.409294698,1.427044091,,C3,,,,,,,,,
Mp6g04020,Mp6g04020,Mp6g04020,,,,,,,U,0.687930825,1.316544994,0.614189765,1.55488883,,C4,,,,,,,,,
Mp6g06000,Mp6g06000,Mp6g06000,,,,U,U,,U,1.31910279,1.836678351,-0.330537566,0.757468854,chr6.6519551.6519910,C5,Promoter,,down,,,0.618866165,-2.115979504,0.112494345,-0.437254447
Mp2g10220,Mp2g10220,Mp2g10220,,,,U,,U,U,1.372271343,-0.410423273,1.552683364,-0.463580988,chr2.10423691.10424027,C2,Promoter,up,,up,,0.704122957,-0.58344847,1.482431859,-1.220444188
Mp8g09220,Mp8g09220,Mp8g09220,,,,D,,D,,-0.787004657,0.198357487,-1.141042847,-0.444358312,,C1,,,,,,,,,
Mp3g09020,Mp3g09020,Mp3g09020,,,,U,,U,,1.619956607,-0.268500275,1.007803398,-0.317428931,,C2,,,,,,,,,
Mp3g01630,Mp3g01630,Mp3g01630,,,,U,U,,U,1.260298647,1.109466885,0.123627177,1.067126125,,C4,,,,,,,,,
Mp7g01230,Mp7g01230,Mp7g01230,,,,,,,U,-1.045317496,-1.01461549,0.257473023,1.752135034,,C7,,,,,,,,,
Mp3g03030,Mp3g03030,Mp3g03030,,,,,U,U,U,0.325652524,0.75468525,1.27309087,1.758492107,,C4,,,,,,,,,
Mp5g15430,Mp5g15430,Mp5g15430,,,,,,D,D,0.045926366,-0.201257981,-0.911343902,-0.760868349,,C1,,,,,,,,,
Mp1g06910,Mp1g06910,Mp1g06910,,,,,,,U,0.96904608,-0.431767449,-0.919406881,1.568756091,,C4,,,,,,,,,
Mp5g11280,Mp5g11280,Mp5g11280,,,,D,D,D,,-0.859434245,-1.732425355,-0.99153394,0.348291313,,C6,,,,,,,,,
Mp4g09230,Mp4g09230,Mp4g09230,,,,,D,U,U,-0.682949301,-0.975594155,1.511802657,0.621887732,,C7,,,,,,,,,
Mp6g04470,Mp6g04470,Mp6g04470,,,,,D,,,0.011756301,-0.887960072,-1.951041209,0.488160256,,C1,,,,,,,,,
Mp4g23270,Mp4g23270,Mp4g23270,,,,,U,U,,-8.31E-04,0.685061365,2.051729403,-0.279879918,,C3,,,,,,,,,
Mp3g06930,Mp3g06930,Mp3g06930,,,,U,,,,1.555784081,-0.952463809,0.575341267,-1.324714566,chr3.6745756.6746365,C2,Promoter,,down,,down,0.482563314,-1.72101931,0.554162661,-1.613682152
Mp5g22730,Mp5g22730,Mp5g22730,,,,,,,D,0.521196425,-0.953529326,1.407990893,-2.431540081,,C2,,,,,,,,,
Mp2g06030,Mp2g06030,Mp2g06030,,,,U,U,U,U,1.711387311,0.348265368,0.568291767,0.687005577,,C4,,,,,,,,,
Mp6g11570,Mp6g11570,Mp6g11570,,,,,U,U,,1.23295798,1.232364298,0.604608257,1.224542335,,C4,,,,,,,,,
Mp1g22530,Mp1g22530,Mp1g22530,,,,U,U,U,,0.717640032,1.492709055,0.672512877,0.04309043,chr1.23134941.23135589,C4,5' UTR,,,,up,0.9818183,0.343003298,1.169512016,0.141141938
Mp1g02150,Mp1g02150,Mp1g02150,,,,,D,,,-0.034756269,-0.525700053,1.06791421,-1.333808063,,C6,,,,,,,,,
Mp2g10090,Mp2g10090,Mp2g10090,,,,,D,,U,0.212995505,-0.965542588,-0.810910756,1.412763849,,C7,,,,,,,,,
Mp2g25400,Mp2g25400,Mp2g25400,,,,D,,D,,-1.017862399,-0.376694703,-1.655814996,-0.330057264,,C1,,,,,,,,,
Mp4g00200,Mp4g00200,Mp4g00200,MpWRKY12,WRKY,"transcription factor, WRKY",D,D,D,,-0.727455161,0.262977413,-2.204298828,0.020395006,,C1,,,,,,,,,
Mp2g21920,Mp2g21920,Mp2g21920,,,,,,U,,-0.322276347,0.05229476,1.230062118,1.455620474,chr2.24095040.24095220,C8,Promoter,up,up,up,,0.725108904,1.116865825,1.521996445,0.265702508
Mp3g13910,Mp3g13910,Mp3g13910,,,,,U,,,0.384349114,2.063782362,-0.089108928,0.497952497,,C5,,,,,,,,,
Mp1g27780,Mp1g27780,Mp1g27780,,,,U,D,U,D,1.3341672,-0.885611941,1.589504179,-0.999738956,,C2,,,,,,,,,
Mp4g01290,Mp4g01290,Mp4g01290,,,,,U,,,-1.309127747,2.547239542,-1.268426368,-0.512399408,,C5,,,,,,,,,
Mp1g11110,Mp1g11110,Mp1g11110,,,,U,,U,,1.485259459,0.546303496,0.579947878,0.208482968,,C2,,,,,,,,,
Mp1g11770,Mp1g11770,Mp1g11770,,,,,D,,U,0.559023451,-1.094663202,-0.810866376,1.855870974,,C7,,,,,,,,,
Mp5g15110,Mp5g15110,Mp5g15110,,,,,,U,D,1.079958529,-0.420988686,0.111037166,-1.765836106,chr5.16296382.16296529,C2,3' UTR,down,,down,down,-0.769469336,-0.141192873,-0.405956776,-1.253399611
Mp3g19390,Mp3g19390,Mp3g19390,,,,,D,U,U,-0.49228609,-1.880605497,1.13973914,0.618906634,,C7,,,,,,,,,
Mp8g08550,Mp8g08550,Mp8g08550,,,,U,,,U,1.592790077,0.392511608,0.508033684,0.420059199,chr8.9842101.9842236,C2,"Exon (Mp8g08550.1/Mp8g08550, exon 1 of 16)",,,,down,0.603784545,-0.052556737,0.13467914,-1.65986647
Mp6g02400,Mp6g02400,Mp6g02400,,,,,,,U,0.35527267,0.883659214,-0.868017669,1.379068963,,C4,,,,,,,,,
Mp1g07250,Mp1g07250,Mp1g07250,,,,U,,,U,1.352167433,0.348456718,0.151617487,1.377879599,,C4,,,,,,,,,
Mp6g02250,Mp6g02250,Mp6g02250,,,,U,U,,U,1.212115166,2.194886971,0.224841349,0.658048897,,C4,,,,,,,,,
Mp4g00110,Mp4g00110,Mp4g00110,,,,U,D,U,,1.471043028,-1.089104317,1.248945,-0.803489356,,C2,,,,,,,,,
Mp2g24840,Mp2g24840,Mp2g24840,,,,,,,U,0.236887978,0.562745553,0.317444913,2.090103319,,C4,,,,,,,,,
Mp2g01340,Mp2g01340,Mp2g01340,,,,D,D,D,D,-1.59580274,-0.479267797,-0.377240345,-0.733525028,,C6,,,,,,,,,
Mp4g11380,Mp4g11380,Mp4g11380,MpC2H2-3,C2H2-ZnF,"transcription factor, C2H2-ZnF",D,,D,,-1.03226665,1.754848939,-1.835571889,0.209919908,,C1,,,,,,,,,
Mp7g09410,Mp7g09410,Mp7g09410,,,,U,,U,,1.343881465,0.608708891,0.598547855,0.794822933,,C4,,,,,,,,,
Mp3g22220,Mp3g22220,Mp3g22220,,,,,,U,U,-0.878583437,-1.108236107,1.079154005,1.122330831,,C7,,,,,,,,,
Mp4g12380,Mp4g12380,Mp4g12380,,,,,,U,,0.812091559,-0.349202577,1.900650501,0.167980375,,C3,,,,,,,,,
Mp3g19100,Mp3g19100,Mp3g19100,,,,,D,D,D,0.230819898,-1.411615967,-1.079518204,-1.214355992,chr3.19631439.19631956,C1,Promoter,,down,down,down,-0.311425482,-1.06681028,-0.543377649,-0.859952791
Mp4g13720,Mp4g13720,Mp4g13720,,,,,,U,U,-0.825627194,-0.67415495,1.098766068,0.73706939,,C7,,,,,,,,,
Mp1g02660,Mp1g02660,Mp1g02660,,,,,,D,D,-0.639048181,0.01810037,-1.061563102,-1.869150663,,C6,,,,,,,,,
Mp5g03600,Mp5g03600,Mp5g03600,,,,U,,U,,1.652421927,-0.440091085,1.705747753,-0.401009392,chr5.4102077.4102720,C2,3' UTR,,up,,up,-0.199676968,1.102790261,0.562221644,1.472933574
Mp3g11090,Mp3g11090,Mp3g11090,,,,,D,D,D,0.312766027,-0.196082498,0.423863304,-1.794327903,,C6,,,,,,,,,
Mp5g00390,Mp5g00390,Mp5g00390,,,,U,,U,,1.565378738,-0.56979231,1.160583555,-0.912545598,chr5.608723.610291,C2,3' UTR,up,,up,,1.473637533,0.036698004,1.327844919,0.090951158
Mp6g06950,Mp6g06950,Mp6g06950,,,,U,,U,,1.53433656,-0.242688467,1.277090596,-0.446693468,chr6.7543071.7543726,C2,3' UTR,,,up,,1.154085505,-0.269471884,1.953090299,-0.664792178
Mp4g15170,Mp4g15170,Mp4g15170,MpGARP6,GARP,"transcription factor, GARP",,,,U,0.791995989,-0.087439765,-1.056354757,2.002678786,,C4,,,,,,,,,
Mp6g05340,Mp6g05340,Mp6g05340,,,,U,,U,,1.557814767,-0.144106026,1.635801359,-0.96504519,,C2,,,,,,,,,
Mp3g21990,Mp3g21990,Mp3g21990,,,,,D,D,D,0.816466054,0.048155971,-0.703256774,-1.736839217,,C2,,,,,,,,,
Mp2g25540,Mp2g25540,Mp2g25540,,,,,U,,,-0.728061064,2.444754081,-0.421423206,1.098404925,,C5,,,,,,,,,
Mp8g06180,Mp8g06180,Mp8g06180,MpIDDL1,IDD-related,"transcription factor, IDD-related",,U,,,-0.994058487,2.107199406,0.746141893,0.73492221,,C5,,,,,,,,,
Mp5g19920,Mp5g19920,Mp5g19920,,,,D,D,D,,-0.709614616,-1.249047356,-0.909974074,0.380252476,chr5.21166882.21168025,C1,Promoter,,,down,,-0.707792586,-0.453623337,-1.147538549,-0.509180869
Mp4g10510,Mp4g10510,Mp4g10510,,,,,D,,U,-0.061530204,-1.18048497,-0.829886645,1.971267598,,C7,,,,,,,,,
Mp5g16060,Mp5g16060,Mp5g16060,,,,D,D,D,D,-0.723376843,-0.427868362,-1.855887926,-0.719042683,,C1,,,,,,,,,
Mp6g12710,Mp6g12710,Mp6g12710,,,,U,,U,,1.046019346,-0.211446854,1.51214782,-0.076170219,chr6.13905828.13906479,C3,"Exon (Mp6g12710.1/Mp6g12710, exon 6 of 11)",,,,down,0.411325807,0.642623879,-0.564002603,-1.644958082
Mp8g15410,Mp8g15410,Mp8g15410,,,,,D,,,1.483067564,-1.447924769,-0.104389839,-0.436993725,,C2,,,,,,,,,
Mp5g13460,Mp5g13460,Mp5g13460,,,,U,U,U,U,1.179209935,0.803185646,1.155558221,0.666282756,,C3,,,,,,,,,
Mp3g20750,Mp3g20750,Mp3g20750,,,,,,U,U,-0.38313229,-0.189237052,1.364585819,0.941699813,,C7,,,,,,,,,
Mp3g13640,Mp3g13640,Mp3g13640,,,,,,D,D,0.275128571,0.955141048,-1.107880618,-0.653405817,,C1,,,,,,,,,
Mp7g18100,Mp7g18100,Mp7g18100,,,,,,,U,0.468518,1.008551052,-0.558830911,2.237424143,,C5,,,,,,,,,
Mp7g17020,Mp7g17020,Mp7g17020,MpERF11,AP2/ERF,"transcription factor, AP2/ERF",D,D,D,,-1.221916043,-1.108589298,-1.202001346,1.108953399,,C1,,,,,,,,,
Mp7g11980,Mp7g11980,Mp7g11980,,,,D,D,D,D,-1.320967938,-0.522361405,-1.134679961,0.092001375,,C6,,,,,,,,,
Mp1g13010,Mp1g13010,Mp1g13010,MpDUO1,R2R3-MYB,"R2R3-myb transcription factor, ortholog of Arabidopsis thaliana DUO1",U,U,U,U,1.377376878,0.946918954,1.009574578,0.098147839,,C3,,,,,,,,,
Mp1g06880,Mp1g06880,Mp1g06880,,,,,,U,,1.198146156,-0.922779051,1.628076805,-0.198218533,chr1.7226023.7226139,C2,3' UTR,up,up,up,up,0.517432383,0.356771946,1.223606511,0.305423202
Mp2g25120,Mp2g25120,Mp2g25120,,,,,D,,U,0.703719839,-0.939957542,-0.048582898,1.833875482,chr2.27582819.27584255,C4,3' UTR,,,,up,0.97912512,0.833154882,0.653664901,0.818430431
Mp6g04880,Mp6g04880,Mp6g04880,MpERF7,AP2/ERF,"transcription factor, AP2/ERF",D,D,,,-1.420904428,-1.330616129,0.724585453,-0.184648593,,C7,,,,,,,,,
Mp3g06970,Mp3g06970,Mp3g06970,,,,,D,,U,1.651574224,-0.988628916,-0.419435976,0.480893301,,C7,,,,,,,,,
Mp8g09110,Mp8g09110,Mp8g09110,,,,,,,U,0.719160657,1.043515052,-0.008606593,2.024223619,,C5,,,,,,,,,
Mp8g15900,Mp8g15900,Mp8g15900,,,,,,D,,-0.102088308,-0.193180582,-2.339919214,0.620575245,,C1,,,,,,,,,
Mp2g19350,Mp2g19350,Mp2g19350,,,,,D,,,-1.151828288,-0.972756221,-0.40042718,-0.644074844,,C6,,,,,,,,,
Mp1g10020,Mp1g10020,Mp1g10020,,,,D,D,D,D,-1.301460376,-0.480411848,-0.832166574,-1.194437368,chr1.10376924.10377236,C1,"Intron (Mp1g10020.1/Mp1g10020, intron 4 of 6)",,up,,,0.464170484,1.348704593,-0.003546233,0.52093068
Mp8g10340,Mp8g10340,Mp8g10340,,,,,U,,,-0.440517229,1.768758673,0.337120092,-0.824460103,,C5,,,,,,,,,
Mp4g01210,Mp4g01210,Mp4g01210,,,,U,,U,,1.50570182,-0.900680767,1.318762507,-1.227523274,chr4.1332117.1332633,C2,"Exon (Mp4g01210.1/Mp4g01210, exon 10 of 10)",up,up,up,up,1.199778785,0.662354505,1.425854757,0.397130122
Mp2g14870,Mp2g14870,Mp2g14870,,,,D,,D,D,-0.088096319,0.544446457,-1.109224249,-1.076204258,,C1,,,,,,,,,
Mp5g21920,Mp5g21920,Mp5g21920,,,,D,,D,D,-0.287164804,-0.037480706,-0.699575334,-0.545368422,,C1,,,,,,,,,
Mp3g11830,Mp3g11830,Mp3g11830,,,,U,,U,D,1.416750311,0.015789538,0.783325028,-1.167960593,,C2,,,,,,,,,
Mp4g13730,Mp4g13730,Mp4g13730,,,,,,U,,-0.629831058,-0.985076503,1.671862439,0.114532307,,C7,,,,,,,,,
Mp6g17160,Mp6g17160,Mp6g17160,,,,,D,,D,0.482377085,-0.841312165,-0.687420454,-2.056113019,,C1,,,,,,,,,
Mp1g06470,Mp1g06470,Mp1g06470,,,,U,,U,,1.54449031,-0.170245215,0.614692802,-0.413623889,,C2,,,,,,,,,
Mp2g26620,Mp2g26620,Mp2g26620,,,,D,,D,D,-1.150991994,1.913284923,-1.392316547,-1.430216169,,C1,,,,,,,,,
Mp2g02650,Mp2g02650,Mp2g02650,,,,U,,U,U,1.665974865,-0.67345006,1.20134818,-0.550441145,chr2.3009433.3011935,C2,Promoter,up,,up,,1.507388468,-0.15995788,1.469457293,-0.122481199
Mp2g15530,Mp2g15530,Mp2g15530,,,,U,,U,,1.466533824,-0.071337128,1.170187179,-0.56466413,,C2,,,,,,,,,
Mp3g21370,Mp3g21370,Mp3g21370,,,,,,D,D,0.358803466,-0.052721495,-0.404957636,-1.258690443,,C2,,,,,,,,,
Mp3g15760,Mp3g15760,Mp3g15760,,,,D,,D,D,-1.063770657,-0.035719317,-0.349526414,-0.953259034,,C1,,,,,,,,,
Mp1g03100,Mp1g03100,Mp1g03100,MpTRIHELIX26,Trihelix,"transcription factor, Trihelix",U,,,,1.514204449,0.305914839,0.43886808,-0.689861095,,C2,,,,,,,,,
Mp4g08040,Mp4g08040,Mp4g08040,,,,,,D,D,0.7848969,0.696056161,-1.153030475,-1.070981701,,C2,,,,,,,,,
Mp3g01970,Mp3g01970,Mp3g01970,,,,,U,,,-0.205681156,2.740660764,-0.557666032,0.291761452,,C5,,,,,,,,,
Mp1g03760,Mp1g03760,Mp1g03760,,,,,D,,,-1.643927213,-0.457590446,-0.539329703,0.695265357,,C7,,,,,,,,,
Mp6g19640,Mp6g19640,Mp6g19640,,,,,U,U,U,0.221504169,0.808171256,1.373180435,1.636414573,,C4,,,,,,,,,
Mp4g05210,Mp4g05210,Mp4g05210,,,,D,D,D,,-0.588022295,0.351426093,-1.078820686,-0.340516488,,C1,,,,,,,,,
