shared.name,interaction,source,target,MI,pvalue,weight,presence,source_TF,target_TF,presence_rna,presence_rna_revised
Mp6g10570 (interacts with) Mp6g06980,interacts with,Mp6g10570,Mp6g06980,0.882016839,0.00525517,0.051793105,RNA-seq,bZIP,NA,source,source
Mp6g10570 (interacts with) Mp1g27990,interacts with,Mp6g10570,Mp1g27990,1.028779505,0.000519722,0.038300094,RNA-seq,bZIP,NA,source,source
Mp2g00910 (interacts with) Mp4g19000,interacts with,Mp2g00910,Mp4g19000,0.923195228,0.00525517,0.030554942,RNA-seq,bHLH,NA,source,source
Mp3g11900 (interacts with) Mp8g16250,interacts with,Mp3g11900,Mp8g16250,0.873165997,4.10292818320279e-06,0.040083877,RNA-seq,bHLH,NA,source,source
Mp3g18590 (interacts with) Mp4g22620,interacts with,Mp3g18590,Mp4g22620,0.931247009,0.049115235,0.069347025,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp2g00260,interacts with,Mp3g18590,Mp2g00260,0.802748962,0.000519722,0.069185263,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp6g10520,interacts with,Mp3g18590,Mp6g10520,0.909379257,0.000519722,0.067062771,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp1g08090,interacts with,Mp3g18590,Mp1g08090,0.951399414,0.049115235,0.059181722,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp4g15170,interacts with,Mp3g18590,Mp4g15170,0.987095686,4.10292818320279e-06,0.057851686,RNA-seq,Trihelix,GARP,source,source
Mp3g18590 (interacts with) Mp8g10000,interacts with,Mp3g18590,Mp8g10000,0.944263781,4.77781991630177e-05,0.056955186,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp7g02060,interacts with,Mp3g18590,Mp7g02060,0.871053921,3.30563580508425e-07,0.051429073,,Trihelix,NA,,
Mp3g18590 (interacts with) Mp6g01440,interacts with,Mp3g18590,Mp6g01440,0.96883598,0,0.044672948,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp7g03660,interacts with,Mp3g18590,Mp7g03660,0.843302205,2.50863130268897e-08,0.038272659,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp5g19710,interacts with,Mp3g18590,Mp5g19710,0.988140091,0.000519722,0.036661053,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp4g21220,interacts with,Mp3g18590,Mp4g21220,0.821998909,0.049115235,0.036337896,RNA-seq,Trihelix,GARP,source,source
Mp3g18590 (interacts with) Mp2g00990,interacts with,Mp3g18590,Mp2g00990,0.844929009,0.00525517,0.035879835,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp1g08290,interacts with,Mp3g18590,Mp1g08290,0.912339075,0.00525517,0.035564779,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp8g17360,interacts with,Mp3g18590,Mp8g17360,0.849857155,4.77781991630177e-05,0.034041461,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp6g17310,interacts with,Mp3g18590,Mp6g17310,0.885172356,0.00525517,0.03337296,,Trihelix,NA,,
Mp3g18590 (interacts with) Mp2g09140,interacts with,Mp3g18590,Mp2g09140,0.936466375,4.77781991630177e-05,0.03224466,RNA-seq,Trihelix,NA,source,source
Mp3g18590 (interacts with) Mp2g13170,interacts with,Mp3g18590,Mp2g13170,0.910314378,0.049115235,0.030075541,RNA-seq,Trihelix,NA,source,source
Mp7g09710 (interacts with) Mp2g22050,interacts with,Mp7g09710,Mp2g22050,0.856806626,4.10292818320279e-06,0.070874916,,HD,NA,,
Mp7g09710 (interacts with) Mp1g13160,interacts with,Mp7g09710,Mp1g13160,1.023123728,4.77781991630177e-05,0.062037496,,HD,NA,,
Mp7g09710 (interacts with) Mp8g08840,interacts with,Mp7g09710,Mp8g08840,1.000051561,0.049115235,0.057435647,,HD,NA,,
Mp7g09710 (interacts with) Mp1g23260,interacts with,Mp7g09710,Mp1g23260,1.036846289,0,0.042847398,,HD,NA,,
Mp7g09710 (interacts with) Mp5g17610,interacts with,Mp7g09710,Mp5g17610,0.857287574,0.049115235,0.042668012,,HD,NA,,
Mp7g09710 (interacts with) Mp7g08830,interacts with,Mp7g09710,Mp7g08830,0.939359717,1.2337530996831e-10,0.042551131,,HD,NA,,
Mp7g09710 (interacts with) Mp8g04650,interacts with,Mp7g09710,Mp8g04650,0.964668147,0.049115235,0.040587427,,HD,NA,,
Mp7g09710 (interacts with) Mp1g01450,interacts with,Mp7g09710,Mp1g01450,0.965442452,0.00525517,0.035827928,,HD,NA,,
Mp7g09710 (interacts with) Mp3g23440,interacts with,Mp7g09710,Mp3g23440,0.936408987,4.77781991630177e-05,0.034612861,,HD,NA,,
Mp7g09710 (interacts with) Mp2g24110,interacts with,Mp7g09710,Mp2g24110,0.902134325,0.049115235,0.03444276,,HD,C2H2-ZnF,,
Mp7g09710 (interacts with) Mp3g17570,interacts with,Mp7g09710,Mp3g17570,0.934791009,4.77781991630177e-05,0.031958023,,HD,NA,,
Mp7g09710 (interacts with) Mp5g08750,interacts with,Mp7g09710,Mp5g08750,0.914129984,1.80950454620188e-09,0.0302102,,HD,NA,,
Mp7g17200 (interacts with) Mp2g10590,interacts with,Mp7g17200,Mp2g10590,1.043113426,4.10292818320279e-06,0.081009909,RNA-seq,WRKY,NA,source,source
Mp7g17200 (interacts with) Mp3g16460,interacts with,Mp7g17200,Mp3g16460,0.930035656,3.30563580508425e-07,0.067776288,RNA-seq,WRKY,NA,source,source
Mp5g18910 (interacts with) Mp6g15820,interacts with,Mp5g18910,Mp6g15820,0.83448124,0.049115235,0.082066493,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp2g24950,interacts with,Mp5g18910,Mp2g24950,0.957801042,4.10292818320279e-06,0.076403752,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp1g06280,interacts with,Mp5g18910,Mp1g06280,0.905093765,4.77781991630177e-05,0.069948639,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp1g19100,interacts with,Mp5g18910,Mp1g19100,0.821544702,0.00525517,0.066528843,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp8g01250,interacts with,Mp5g18910,Mp8g01250,0.848726133,0.000519722,0.065193945,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp8g02500,interacts with,Mp5g18910,Mp8g02500,0.978475405,0.049115235,0.057697094,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp4g11380,interacts with,Mp5g18910,Mp4g11380,0.891596817,0.00525517,0.0551739,RNA-seq,bHLH,C2H2-ZnF,source,source
Mp5g18910 (interacts with) Mp3g19010,interacts with,Mp5g18910,Mp3g19010,1.014237226,4.77781991630177e-05,0.051105708,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp7g12460,interacts with,Mp5g18910,Mp7g12460,0.998626691,2.50863130268897e-08,0.050943569,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp1g16820,interacts with,Mp5g18910,Mp1g16820,0.938059306,0.00525517,0.050805291,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp5g22730,interacts with,Mp5g18910,Mp5g22730,0.945047825,3.30563580508425e-07,0.04863729,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp6g14200,interacts with,Mp5g18910,Mp6g14200,0.899840531,2.50863130268897e-08,0.04600135,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp6g14420,interacts with,Mp5g18910,Mp6g14420,0.930653328,4.77781991630177e-05,0.045141648,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp7g18100,interacts with,Mp5g18910,Mp7g18100,0.965914403,0.000519722,0.043307122,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp2g17570,interacts with,Mp5g18910,Mp2g17570,0.876094609,0,0.042837995,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp3g12920,interacts with,Mp5g18910,Mp3g12920,0.887010067,4.10292818320279e-06,0.041058534,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp6g17160,interacts with,Mp5g18910,Mp6g17160,0.943942808,0.00525517,0.040464656,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp2g25630,interacts with,Mp5g18910,Mp2g25630,0.907315313,4.77781991630177e-05,0.039779228,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp1g23260,interacts with,Mp5g18910,Mp1g23260,0.961621088,4.77781991630177e-05,0.039063937,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp2g14830,interacts with,Mp5g18910,Mp2g14830,0.904899463,4.10292818320279e-06,0.037773209,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp4g12300,interacts with,Mp5g18910,Mp4g12300,0.931264729,0,0.035985279,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp7g11430,interacts with,Mp5g18910,Mp7g11430,1.031912264,2.50863130268897e-08,0.035812546,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp1g01880,interacts with,Mp5g18910,Mp1g01880,0.967574122,4.77781991630177e-05,0.035414424,source,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp7g18290,interacts with,Mp5g18910,Mp7g18290,0.932921789,0.00525517,0.034903854,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp5g10480,interacts with,Mp5g18910,Mp5g10480,0.94981824,0.049115235,0.034470831,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp4g07610,interacts with,Mp5g18910,Mp4g07610,0.947196899,4.10292818320279e-06,0.034449199,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp5g09580,interacts with,Mp5g18910,Mp5g09580,0.92156129,0,0.033836097,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp6g05140,interacts with,Mp5g18910,Mp6g05140,0.848001595,4.77781991630177e-05,0.033777727,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp5g18010,interacts with,Mp5g18910,Mp5g18010,0.987252733,0.000519722,0.033530237,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp3g24290,interacts with,Mp5g18910,Mp3g24290,0.898526947,0.000519722,0.032578664,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp6g01570,interacts with,Mp5g18910,Mp6g01570,0.976583781,0.049115235,0.031708677,RNA-seq,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp2g23755,interacts with,Mp5g18910,Mp2g23755,0.955101787,0.00525517,0.031277539,source,bHLH,NA,source,source
Mp5g18910 (interacts with) Mp1g12540,interacts with,Mp5g18910,Mp1g12540,0.929796943,4.77781991630177e-05,0.030080771,source,bHLH,NA,source,source
Mp1g10030 (interacts with) Mp4g09790,interacts with,Mp1g10030,Mp4g09790,1.035473295,0.049115235,0.045763986,,SPL,NA,,
Mp1g10030 (interacts with) Mp8g12570,interacts with,Mp1g10030,Mp8g12570,1.01629014,0.000519722,0.036515849,,SPL,NA,,
Mp1g10030 (interacts with) Mp4g15940,interacts with,Mp1g10030,Mp4g15940,0.848978269,0.049115235,0.033381987,,SPL,NA,,
Mp1g10030 (interacts with) Mp8g18700,interacts with,Mp1g10030,Mp8g18700,0.882905466,0.049115235,0.033070683,,SPL,NA,,
Mp1g10030 (interacts with) Mp2g08350,interacts with,Mp1g10030,Mp2g08350,0.940371383,0.049115235,0.031805085,,SPL,NA,,
Mp1g10030 (interacts with) Mp6g06950,interacts with,Mp1g10030,Mp6g06950,1.01629014,0.000519722,0.03077943,,SPL,NA,,
Mp2g24200 (interacts with) Mp2g13170,interacts with,Mp2g24200,Mp2g13170,0.91010056,0.049115235,0.081452329,,HD,NA,,
Mp2g24200 (interacts with) Mp1g04220,interacts with,Mp2g24200,Mp1g04220,0.863328003,4.77781991630177e-05,0.054109164,,HD,NA,,
Mp2g24200 (interacts with) Mp4g01290,interacts with,Mp2g24200,Mp4g01290,0.924061455,0,0.049345605,,HD,NA,,
Mp2g24200 (interacts with) Mp4g15010,interacts with,Mp2g24200,Mp4g15010,0.828569907,0.049115235,0.044558523,,HD,NA,,
Mp2g24200 (interacts with) Mp8g08780,interacts with,Mp2g24200,Mp8g08780,0.888067955,0.000519722,0.042079686,,HD,NA,,
Mp2g24200 (interacts with) Mp7g10170,interacts with,Mp2g24200,Mp7g10170,0.884315779,4.77781991630177e-05,0.040091534,,HD,NA,,
Mp2g24200 (interacts with) Mp7g19310,interacts with,Mp2g24200,Mp7g19310,0.906221594,4.77781991630177e-05,0.033955216,,HD,NA,,
Mp5g10280 (interacts with) Mp6g14300,interacts with,Mp5g10280,Mp6g14300,0.916073162,4.77781991630177e-05,0.038537523,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp2g25930,interacts with,Mp5g10280,Mp2g25930,0.884553319,0.049115235,0.038364875,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp3g20050,interacts with,Mp5g10280,Mp3g20050,0.844142402,0.00525517,0.036829095,,AP2/ERF,BBX,,
Mp5g10280 (interacts with) Mp6g20700,interacts with,Mp5g10280,Mp6g20700,0.811888383,0.049115235,0.036058896,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp3g16260,interacts with,Mp5g10280,Mp3g16260,0.940537718,0.000519722,0.035712465,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp6g19800,interacts with,Mp5g10280,Mp6g19800,1.03819202,0.049115235,0.033952187,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp3g11790,interacts with,Mp5g10280,Mp3g11790,0.942615535,0.00525517,0.033467086,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp5g01970,interacts with,Mp5g10280,Mp5g01970,0.947887932,4.77781991630177e-05,0.032633284,,AP2/ERF,NA,,
Mp5g10280 (interacts with) Mp4g03780,interacts with,Mp5g10280,Mp4g03780,0.84303873,0.00525517,0.030876406,,AP2/ERF,NA,,
Mp3g25200 (interacts with) Mp8g09350,interacts with,Mp3g25200,Mp8g09350,0.930085393,0.049115235,0.077742598,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp3g02320,interacts with,Mp3g25200,Mp3g02320,1.001472138,3.30563580508425e-07,0.076111497,RNA-seq,bHLH,HD,source,source
Mp3g25200 (interacts with) Mp4g10060,interacts with,Mp3g25200,Mp4g10060,1.040201475,0.000519722,0.074560748,source,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp2g19460,interacts with,Mp3g25200,Mp2g19460,0.961134693,0.049115235,0.065468229,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp6g05000,interacts with,Mp3g25200,Mp6g05000,1.051336815,0,0.054149003,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp8g02150,interacts with,Mp3g25200,Mp8g02150,1.005655198,1.80950454620188e-09,0.052778167,,bHLH,NA,,
Mp3g25200 (interacts with) Mp6g18450,interacts with,Mp3g25200,Mp6g18450,0.991848205,4.10292818320279e-06,0.048604941,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp4g06560,interacts with,Mp3g25200,Mp4g06560,0.994530126,3.30563580508425e-07,0.048491628,source,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp6g03620,interacts with,Mp3g25200,Mp6g03620,1.003647587,0.049115235,0.047253468,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp1g21860,interacts with,Mp3g25200,Mp1g21860,0.981623141,0,0.045331679,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp1g13260,interacts with,Mp3g25200,Mp1g13260,0.951178315,1.2337530996831e-10,0.044172163,RNA-seq,bHLH,BZR/BES,source,source
Mp3g25200 (interacts with) Mp4g23320,interacts with,Mp3g25200,Mp4g23320,1.048465216,4.10292818320279e-06,0.04380495,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp8g16110,interacts with,Mp3g25200,Mp8g16110,1.023272539,0.00525517,0.041620197,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp1g19760,interacts with,Mp3g25200,Mp1g19760,0.891985925,4.10292818320279e-06,0.036390936,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp8g08920,interacts with,Mp3g25200,Mp8g08920,0.918239301,0.00525517,0.036174809,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp4g11900,interacts with,Mp3g25200,Mp4g11900,1.006592162,3.30563580508425e-07,0.036034624,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp5g24390,interacts with,Mp3g25200,Mp5g24390,0.922330906,0.049115235,0.035240312,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp8g04700,interacts with,Mp3g25200,Mp8g04700,0.918409782,0.00525517,0.034561898,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp1g27860,interacts with,Mp3g25200,Mp1g27860,0.984142655,4.10292818320279e-06,0.032717995,RNA-seq,bHLH,NA,source,source
Mp3g25200 (interacts with) Mp2g10040,interacts with,Mp3g25200,Mp2g10040,0.985016007,0.049115235,0.032008139,RNA-seq,bHLH,NA,source,source
Mp1g11660 (interacts with) Mp4g22620,interacts with,Mp1g11660,Mp4g22620,1.019997858,0.000519722,0.073706364,,HD,NA,,
Mp1g11660 (interacts with) Mp6g04480,interacts with,Mp1g11660,Mp6g04480,1.042926726,0,0.070548624,,HD,NA,,
Mp1g11660 (interacts with) Mp1g24060,interacts with,Mp1g11660,Mp1g24060,1.016056545,3.30563580508425e-07,0.06813128,,HD,NA,,
Mp1g11660 (interacts with) Mp3g00110,interacts with,Mp1g11660,Mp3g00110,1.078089753,0,0.067742843,,HD,NA,,
Mp1g11660 (interacts with) Mp4g06220,interacts with,Mp1g11660,Mp4g06220,0.956569681,0,0.067084772,,HD,NA,,
Mp1g11660 (interacts with) Mp5g09530,interacts with,Mp1g11660,Mp5g09530,0.954976279,0,0.067004312,,HD,NA,,
Mp1g11660 (interacts with) Mp1g14970,interacts with,Mp1g11660,Mp1g14970,0.93849199,0.00525517,0.065487363,,HD,NA,,
Mp1g11660 (interacts with) Mp1g28450,interacts with,Mp1g11660,Mp1g28450,1.018083872,2.50863130268897e-08,0.063061165,,HD,NA,,
Mp1g11660 (interacts with) Mp6g10330,interacts with,Mp1g11660,Mp6g10330,0.95073519,3.30563580508425e-07,0.062842433,,HD,NA,,
Mp1g11660 (interacts with) Mp2g00260,interacts with,Mp1g11660,Mp2g00260,0.919948765,0.049115235,0.062782527,,HD,NA,,
Mp1g11660 (interacts with) Mp6g10520,interacts with,Mp1g11660,Mp6g10520,0.913367563,0.000519722,0.062054203,,HD,NA,,
Mp1g11660 (interacts with) Mp1g28320,interacts with,Mp1g11660,Mp1g28320,1.04068218,0,0.060469652,,HD,NA,,
Mp1g11660 (interacts with) Mp6g04020,interacts with,Mp1g11660,Mp6g04020,1.076809407,0,0.059952067,,HD,NA,,
Mp1g11660 (interacts with) Mp2g24840,interacts with,Mp1g11660,Mp2g24840,0.937468606,4.77781991630177e-05,0.059414431,,HD,NA,,
Mp1g11660 (interacts with) Mp8g09110,interacts with,Mp1g11660,Mp8g09110,1.095538869,0,0.059046179,,HD,NA,,
Mp1g11660 (interacts with) Mp5g02750,interacts with,Mp1g11660,Mp5g02750,0.971308623,0,0.056786038,,HD,NA,,
Mp1g11660 (interacts with) Mp7g07710,interacts with,Mp1g11660,Mp7g07710,0.843550813,0.049115235,0.056067099,,HD,NA,,
Mp1g11660 (interacts with) Mp8g16380,interacts with,Mp1g11660,Mp8g16380,1.087920344,0,0.055686539,,HD,NA,,
Mp1g11660 (interacts with) Mp4g02110,interacts with,Mp1g11660,Mp4g02110,0.928924192,1.80950454620188e-09,0.054327219,,HD,NA,,
Mp1g11660 (interacts with) Mp7g02060,interacts with,Mp1g11660,Mp7g02060,1.007125795,4.10292818320279e-06,0.054313922,,HD,NA,,
Mp1g11660 (interacts with) Mp8g07010,interacts with,Mp1g11660,Mp8g07010,0.956593304,0.000519722,0.054013408,,HD,NA,,
Mp1g11660 (interacts with) Mp3g03980,interacts with,Mp1g11660,Mp3g03980,1.011769297,0.00525517,0.053854046,,HD,NA,,
Mp1g11660 (interacts with) Mp5g23080,interacts with,Mp1g11660,Mp5g23080,0.990025908,4.77781991630177e-05,0.053382504,,HD,NA,,
Mp1g11660 (interacts with) Mp1g07250,interacts with,Mp1g11660,Mp1g07250,1.060569288,1.2337530996831e-10,0.052778016,,HD,NA,,
Mp1g11660 (interacts with) Mp2g20430,interacts with,Mp1g11660,Mp2g20430,0.957170736,0,0.052712236,,HD,NA,,
Mp1g11660 (interacts with) Mp8g14230,interacts with,Mp1g11660,Mp8g14230,0.981259356,0.000519722,0.052524312,,HD,NA,,
Mp1g11660 (interacts with) Mp7g02440,interacts with,Mp1g11660,Mp7g02440,0.972163039,2.50863130268897e-08,0.051568689,,HD,NA,,
Mp1g11660 (interacts with) Mp8g16400,interacts with,Mp1g11660,Mp8g16400,1.063788381,0,0.051432625,,HD,NA,,
Mp1g11660 (interacts with) Mp5g18980,interacts with,Mp1g11660,Mp5g18980,1.056293913,0,0.049911904,,HD,NA,,
Mp1g11660 (interacts with) Mp2g22790,interacts with,Mp1g11660,Mp2g22790,0.989416689,0,0.049870137,,HD,NA,,
Mp1g11660 (interacts with) Mp4g07520,interacts with,Mp1g11660,Mp4g07520,1.10317389,0,0.049737718,,HD,NA,,
Mp1g11660 (interacts with) Mp5g12480,interacts with,Mp1g11660,Mp5g12480,0.995170382,4.10292818320279e-06,0.048902356,,HD,AP2/ERF,,
Mp1g11660 (interacts with) Mp8g09430,interacts with,Mp1g11660,Mp8g09430,1.072909878,0,0.047597483,,HD,NA,,
Mp1g11660 (interacts with) Mp1g13390,interacts with,Mp1g11660,Mp1g13390,1.097243487,0,0.047541519,,HD,NA,,
Mp1g11660 (interacts with) Mp2g07710,interacts with,Mp1g11660,Mp2g07710,1.039720771,0.049115235,0.046681499,,HD,NA,,
Mp1g11660 (interacts with) Mp3g06660,interacts with,Mp1g11660,Mp3g06660,0.904988244,4.77781991630177e-05,0.04621654,,HD,NA,,
Mp1g11660 (interacts with) Mp6g08170,interacts with,Mp1g11660,Mp6g08170,1.086269447,0,0.044895124,,HD,NA,,
Mp1g11660 (interacts with) Mp2g07210,interacts with,Mp1g11660,Mp2g07210,0.94338181,0,0.044710566,,HD,NA,,
Mp1g11660 (interacts with) Mp4g07340,interacts with,Mp1g11660,Mp4g07340,1.048167961,0.000519722,0.044606327,,HD,NA,,
Mp1g11660 (interacts with) Mp5g20380,interacts with,Mp1g11660,Mp5g20380,1.05757656,1.2337530996831e-10,0.04316125,,HD,NA,,
Mp1g11660 (interacts with) Mp6g17310,interacts with,Mp1g11660,Mp6g17310,0.941815736,4.77781991630177e-05,0.042303718,,HD,NA,,
Mp1g11660 (interacts with) Mp6g08190,interacts with,Mp1g11660,Mp6g08190,0.909764847,0.00525517,0.041365481,,HD,NA,,
Mp1g11660 (interacts with) Mp1g13440,interacts with,Mp1g11660,Mp1g13440,0.939024149,3.30563580508425e-07,0.041313059,,HD,NA,,
Mp1g11660 (interacts with) Mp4g03840,interacts with,Mp1g11660,Mp4g03840,0.999798328,0,0.040939313,,HD,NA,,
Mp1g11660 (interacts with) Mp1g10970,interacts with,Mp1g11660,Mp1g10970,0.985485111,4.10292818320279e-06,0.040138731,,HD,NA,,
Mp1g11660 (interacts with) Mp1g10180,interacts with,Mp1g11660,Mp1g10180,0.90749007,0.000519722,0.039833756,,HD,NA,,
Mp1g11660 (interacts with) Mp3g10510,interacts with,Mp1g11660,Mp3g10510,1.063556716,4.77781991630177e-05,0.039581993,,HD,NA,,
Mp1g11660 (interacts with) Mp4g19390,interacts with,Mp1g11660,Mp4g19390,1.01629014,0.000519722,0.039375379,,HD,NA,,
Mp1g11660 (interacts with) Mp7g10430,interacts with,Mp1g11660,Mp7g10430,0.935097244,0.049115235,0.038868106,,HD,NA,,
Mp1g11660 (interacts with) Mp1g05260,interacts with,Mp1g11660,Mp1g05260,1.005342509,2.50863130268897e-08,0.038210548,,HD,NA,,
Mp1g11660 (interacts with) Mp5g17270,interacts with,Mp1g11660,Mp5g17270,0.960818401,0.00525517,0.036958239,,HD,NA,,
Mp1g11660 (interacts with) Mp4g03380,interacts with,Mp1g11660,Mp4g03380,1.094727207,4.10292818320279e-06,0.036946517,,HD,NA,,
Mp1g11660 (interacts with) Mp4g21220,interacts with,Mp1g11660,Mp4g21220,1.009442973,0,0.036237995,,HD,GARP,,
Mp1g11660 (interacts with) Mp7g09660,interacts with,Mp1g11660,Mp7g09660,1.064166898,0.049115235,0.034466361,,HD,NA,,
Mp1g11660 (interacts with) Mp3g00640,interacts with,Mp1g11660,Mp3g00640,0.969754603,0.049115235,0.03380056,,HD,NA,,
Mp1g11660 (interacts with) Mp7g05680,interacts with,Mp1g11660,Mp7g05680,1.019493125,2.50863130268897e-08,0.033661373,,HD,NA,,
Mp1g11660 (interacts with) Mp7g13750,interacts with,Mp1g11660,Mp7g13750,1.057048803,0,0.033581151,,HD,NA,,
Mp1g11660 (interacts with) Mp1g06930,interacts with,Mp1g11660,Mp1g06930,0.950267767,4.77781991630177e-05,0.033419466,,HD,NA,,
Mp1g11660 (interacts with) Mp5g19710,interacts with,Mp1g11660,Mp5g19710,0.996034997,1.2337530996831e-10,0.032803785,,HD,NA,,
Mp1g11660 (interacts with) Mp7g17880,interacts with,Mp1g11660,Mp7g17880,1.003904645,4.10292818320279e-06,0.032377647,,HD,NA,,
Mp1g11660 (interacts with) Mp7g18100,interacts with,Mp1g11660,Mp7g18100,1.030974028,2.50863130268897e-08,0.03196585,,HD,NA,,
Mp1g11660 (interacts with) Mp3g14030,interacts with,Mp1g11660,Mp3g14030,1.000815936,0.049115235,0.031734223,,HD,NA,,
Mp1g11660 (interacts with) Mp6g12900,interacts with,Mp1g11660,Mp6g12900,1.055541595,0,0.031336176,,HD,NA,,
Mp1g11660 (interacts with) Mp1g15990,interacts with,Mp1g11660,Mp1g15990,0.977106574,0.000519722,0.030900906,,HD,NA,,
Mp1g11660 (interacts with) Mp5g18180,interacts with,Mp1g11660,Mp5g18180,0.977261897,3.30563580508425e-07,0.030782676,,HD,NA,,
Mp1g11660 (interacts with) Mp4g23230,interacts with,Mp1g11660,Mp4g23230,1.028972495,4.10292818320279e-06,0.030329659,,HD,NA,,
Mp1g11660 (interacts with) Mp2g04130,interacts with,Mp1g11660,Mp2g04130,0.812156849,0.049115235,0.030002175,,HD,NA,,
Mp4g00180 (interacts with) Mp3g14610,interacts with,Mp4g00180,Mp3g14610,0.935746104,0.000519722,0.066152032,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g02280,interacts with,Mp4g00180,Mp8g02280,1.033058768,0,0.065820236,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g03310,interacts with,Mp4g00180,Mp1g03310,0.901348565,0,0.063250267,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g05830,interacts with,Mp4g00180,Mp5g05830,0.837884215,4.10292818320279e-06,0.063118266,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g25250,interacts with,Mp4g00180,Mp2g25250,1.093794612,0,0.061744403,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g02010,interacts with,Mp4g00180,Mp1g02010,0.843369891,0.000519722,0.061230404,RNA-seq,WRKY,NA,source,source
