seqnames	start	end	width	strand	Peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTSS (log10)
chr5	24954451	24954999	549	*	tak1-hs-merge_peak_20159	Promoter	6	24956169	24960522	4354	1	Mp5g23210	-1170	-0.33645973384853
chr5	24955977	24956420	444	*	tak1-hs-merge_peak_20160	Exon (Mp5g23210.2/Mp5g23210, exon 1 of 8)	6	24956169	24960522	4354	1	Mp5g23210	0	0
chr5	24956575	24957065	491	*	tak1-hs-merge_peak_20161	Exon (Mp5g23210.2/Mp5g23210, exon 2 of 8)	6	24956169	24960522	4354	1	Mp5g23210	406	0.147985320683805
chr5	24972013	24972645	633	*	tak1-hs-merge_peak_20162	Promoter	6	24972990	24977034	4045	1	Mp5g23220	-345	-0.128722284338427
chr5	24972906	24974227	1322	*	tak1-hs-merge_peak_20163	Exon (Mp5g23220.1/Mp5g23220, exon 1 of 8)	6	24972990	24977034	4045	1	Mp5g23220	0	0
chr5	24978000	24978190	191	*	tak1-hs-merge_peak_20164	Distal Intergenic	6	24972990	24977034	4045	1	Mp5g23220	5010	0.77887447200274
chr5	24979498	24980537	1040	*	tak1-hs-merge_peak_20165	Distal Intergenic	6	24986404	24990526	4123	1	Mp5g23230	-5867	-0.836767047394205
chr5	24985769	24986755	987	*	tak1-hs-merge_peak_20166	Exon (Mp5g23230.1/Mp5g23230, exon 1 of 8)	6	24986404	24990526	4123	1	Mp5g23230	0	0
chr5	24986954	24987157	204	*	tak1-hs-merge_peak_20167	Intron (Mp5g23230.1/Mp5g23230, intron 1 of 7)	6	24986404	24990526	4123	1	Mp5g23230	550	0.190331698170291
chr5	24987410	24987532	123	*	tak1-hs-merge_peak_20168	Exon (Mp5g23230.1/Mp5g23230, exon 2 of 8)	6	24986404	24990526	4123	1	Mp5g23230	1006	0.302330928684399
chr5	24990673	24990913	241	*	tak1-hs-merge_peak_20169	Downstream (<=300bp)	6	24986404	24990526	4123	1	Mp5g23230	4269	0.721728198572788
chr5	24991063	24991603	541	*	tak1-hs-merge_peak_20170	Distal Intergenic	6	24986404	24990526	4123	1	Mp5g23230	4659	0.752739693935328
chr5	24996438	24997044	607	*	tak1-hs-merge_peak_20171	Exon (Mp5g23250.1/Mp5g23250, exon 1 of 1)	6	24994819	24996574	1756	2	Mp5g23250	0	0
chr5	24998980	24999779	800	*	tak1-hs-merge_peak_20172	Distal Intergenic	6	24994819	24996574	1756	2	Mp5g23250	-2406	-0.532244643626582
chr5	25026507	25026682	176	*	tak1-hs-merge_peak_20173	Exon (Mp5g23265a.1/Mp5g23265a, exon 1 of 1)	6	25026459	25026540	82	1	Mp5g23265a	48	0.0203612826477079
chr5	25035740	25036522	783	*	tak1-hs-merge_peak_20174	Exon (Mp5g23260.1/Mp5g23260, exon 1 of 20)	6	25024805	25036891	12087	2	Mp5g23260	369	0.13640344813399
chr5	25036689	25037095	407	*	tak1-hs-merge_peak_20175	Exon (Mp5g23260.1/Mp5g23260, exon 1 of 20)	6	25024805	25036891	12087	2	Mp5g23260	0	0
chr5	25037790	25038350	561	*	tak1-hs-merge_peak_20176	Exon (Mp5g23270.1/Mp5g23270, exon 1 of 1)	6	25024805	25036891	12087	2	Mp5g23260	-899	-0.278524964737018
chr5	25040302	25040501	200	*	tak1-hs-merge_peak_20177	Exon (Mp5g23270.1/Mp5g23270, exon 1 of 1)	6	25038207	25040428	2222	2	Mp5g23270	0	0
chr5	25049768	25050315	548	*	tak1-hs-merge_peak_20178	Distal Intergenic	6	25052632	25054653	2022	1	Mp5g23280	-2317	-0.520745471519482
chr5	25051475	25052956	1482	*	tak1-hs-merge_peak_20179	Exon (Mp5g23280.1/Mp5g23280, exon 1 of 2)	6	25052632	25054653	2022	1	Mp5g23280	0	0
chr5	25054739	25054989	251	*	tak1-hs-merge_peak_20180	Downstream (<=300bp)	6	25052632	25054653	2022	1	Mp5g23280	2107	0.492341253254974
chr5	25075182	25075548	367	*	tak1-hs-merge_peak_20181	Promoter	6	25076043	25084117	8075	1	Mp5g23300	-495	-0.174641192660448
chr5	25075750	25077008	1259	*	tak1-hs-merge_peak_20182	Exon (Mp5g23300.1/Mp5g23300, exon 1 of 5)	6	25076043	25084117	8075	1	Mp5g23300	0	0
chr5	25080888	25082708	1821	*	tak1-hs-merge_peak_20183	Exon (Mp5g23300.1/Mp5g23300, exon 5 of 5)	6	25076043	25084117	8075	1	Mp5g23300	4845	0.766784515497859
chr5	25083836	25083996	161	*	tak1-hs-merge_peak_20184	Exon (Mp5g23300.1/Mp5g23300, exon 5 of 5)	6	25089627	25092923	3297	1	Mp5g23310	-5631	-0.821579027912009
chr5	25088610	25089667	1058	*	tak1-hs-merge_peak_20185	Exon (Mp5g23310.1/Mp5g23310, exon 1 of 6)	6	25089627	25092923	3297	1	Mp5g23310	0	0
chr5	25098533	25098761	229	*	tak1-hs-merge_peak_20186	Exon (Mp5g23330.1/Mp5g23330, exon 1 of 5)	6	25093703	25099282	5580	2	Mp5g23320	521	0.182129214052998
chr5	25102343	25102745	403	*	tak1-hs-merge_peak_20187	Exon (Mp5g23340.1/Mp5g23340, exon 1 of 15)	6	25102570	25108317	5748	1	Mp5g23340	0	0
chr5	25112897	25115163	2267	*	tak1-hs-merge_peak_20188	Distal Intergenic	6	25102570	25108317	5748	1	Mp5g23340	10327	1.05411490051059
chr5	25117625	25118446	822	*	tak1-hs-merge_peak_20189	Distal Intergenic	6	25130846	25136363	5518	1	Mp5g23350	-12400	-1.12710479836481
chr5	25120257	25121725	1469	*	tak1-hs-merge_peak_20190	Distal Intergenic	6	25130846	25136363	5518	1	Mp5g23350	-9121	-1.00522342485814
chr5	25123584	25124035	452	*	tak1-hs-merge_peak_20191	Distal Intergenic	6	25130846	25136363	5518	1	Mp5g23350	-6811	-0.892706637805666
chr5	25125946	25126199	254	*	tak1-hs-merge_peak_20192	Distal Intergenic	6	25130846	25136363	5518	1	Mp5g23350	-4647	-0.751817787736879
chr5	25127217	25127836	620	*	tak1-hs-merge_peak_20193	Distal Intergenic	6	25130846	25136363	5518	1	Mp5g23350	-3010	-0.603144372620182
chr5	25128217	25129439	1223	*	tak1-hs-merge_peak_20194	Promoter	6	25130846	25136363	5518	1	Mp5g23350	-1407	-0.38147609027503
chr5	25130219	25131389	1171	*	tak1-hs-merge_peak_20195	Exon (Mp5g23350.1/Mp5g23350, exon 1 of 7)	6	25130846	25136363	5518	1	Mp5g23350	0	0
chr5	25136937	25137340	404	*	tak1-hs-merge_peak_20196	Exon (Mp5g23360.1/Mp5g23360, exon 1 of 3)	6	25135519	25137879	2361	2	Mp5g23360	539	0.187238619831479
chr5	25137521	25137667	147	*	tak1-hs-merge_peak_20197	Exon (Mp5g23360.1/Mp5g23360, exon 1 of 3)	6	25135519	25137879	2361	2	Mp5g23360	212	0.0835026198302674
chr5	25192812	25193024	213	*	tak1-hs-merge_peak_20198	Distal Intergenic	6	25202219	25207425	5207	1	Mp5g23380	-9195	-1.00838723011416
chr5	25213041	25213882	842	*	tak1-hs-merge_peak_20199	Exon (Mp5g23390.1/Mp5g23390, exon 2 of 2)	6	25211195	25214080	2886	1	Mp5g23390	1846	0.454234895748266
chr5	25215621	25215831	211	*	tak1-hs-merge_peak_20200	Distal Intergenic	6	25211195	25214080	2886	1	Mp5g23390	4426	0.734479789425577
chr5	25242039	25242429	391	*	tak1-hs-merge_peak_20201	Exon (Mp5g23440.1/Mp5g23440, exon 1 of 1)	6	25242052	25242429	378	1	Mp5g23440	0	0
chr5	25242600	25243207	608	*	tak1-hs-merge_peak_20202	Exon (Mp5g23450.1/Mp5g23450, exon 1 of 2)	6	25242564	25243625	1062	1	Mp5g23450	36	0.0153597554092142
chr5	25251654	25252106	453	*	tak1-hs-merge_peak_20203	Distal Intergenic	6	25249530	25250700	1171	1	Mp5g23470	2124	0.494711025205263
chr5	25268654	25268823	170	*	tak1-hs-merge_peak_20204	Promoter	6	25267392	25268021	630	1	Mp5g23510	1262	0.354492600589436
chr5	25274453	25275224	772	*	tak1-hs-merge_peak_20205	Promoter	6	25275958	25277766	1809	1	Mp5g23520	-734	-0.239049093140191
chr5	25278343	25280096	1754	*	tak1-hs-merge_peak_20206	Distal Intergenic	6	25275958	25277766	1809	1	Mp5g23520	2385	0.529558673021163
chr5	25290768	25290898	131	*	tak1-hs-merge_peak_20207	Exon (Mp5g23530.1/Mp5g23530, exon 1 of 8)	6	25290749	25296948	6200	1	Mp5g23530	19	0.00817418400642636
chr5	25297135	25297989	855	*	tak1-hs-merge_peak_20208	Downstream (<=300bp)	6	25290749	25296948	6200	1	Mp5g23530	6386	0.86840930331496
chr5	25298140	25298474	335	*	tak1-hs-merge_peak_20209	Distal Intergenic	6	25290749	25296948	6200	1	Mp5g23530	7391	0.92381372109119
chr5	25299663	25301783	2121	*	tak1-hs-merge_peak_20210	Distal Intergenic	6	25290749	25296948	6200	1	Mp5g23530	8914	0.996248914569132
chr5	25305130	25306053	924	*	tak1-hs-merge_peak_20211	Distal Intergenic	6	25290749	25296948	6200	1	Mp5g23530	14381	1.18698457216006
chr5	25307573	25309581	2009	*	tak1-hs-merge_peak_20212	Distal Intergenic	6	25290749	25296948	6200	1	Mp5g23530	16824	1.25100517349363
chr5	25312674	25312827	154	*	tak1-hs-merge_peak_20213	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-19494	-1.31162673187051
chr5	25313122	25314638	1517	*	tak1-hs-merge_peak_20214	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-17683	-1.27144661380176
chr5	25315894	25316340	447	*	tak1-hs-merge_peak_20215	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-15981	-1.22996326197943
chr5	25318341	25318893	553	*	tak1-hs-merge_peak_20216	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-13428	-1.15920613364633
chr5	25321415	25322614	1200	*	tak1-hs-merge_peak_20217	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-9707	-1.02966780267532
chr5	25324627	25325750	1124	*	tak1-hs-merge_peak_20218	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-6571	-0.879153246184246
chr5	25327230	25327823	594	*	tak1-hs-merge_peak_20219	Distal Intergenic	6	25332321	25336725	4405	1	Mp5g23540	-4498	-0.74020473550745
chr5	25330810	25332739	1930	*	tak1-hs-merge_peak_20220	Exon (Mp5g23540.1/Mp5g23540, exon 1 of 1)	6	25332321	25336725	4405	1	Mp5g23540	0	0
chr5	25338464	25340139	1676	*	tak1-hs-merge_peak_20221	Distal Intergenic	6	25342153	25346918	4766	1	Mp5g23550	-2014	-0.479143247978613
chr5	25340486	25342454	1969	*	tak1-hs-merge_peak_20222	Exon (Mp5g23550.1/Mp5g23550, exon 1 of 4)	6	25342153	25346918	4766	1	Mp5g23550	0	0
chr5	25346025	25346592	568	*	tak1-hs-merge_peak_20223	Exon (Mp5g23550.1/Mp5g23550, exon 4 of 4)	6	25342153	25346918	4766	1	Mp5g23550	3872	0.687707279624819
chr5	25348313	25348638	326	*	tak1-hs-merge_peak_20224	Distal Intergenic	6	25342153	25346918	4766	1	Mp5g23550	6160	0.854913022307856
chr5	25349926	25350276	351	*	tak1-hs-merge_peak_20225	Distal Intergenic	6	25342153	25346918	4766	1	Mp5g23550	7773	0.943148129358563
chr5	25351136	25351807	672	*	tak1-hs-merge_peak_20226	Distal Intergenic	6	25342153	25346918	4766	1	Mp5g23550	8983	0.9992610711131
chr5	25352037	25352245	209	*	tak1-hs-merge_peak_20227	Distal Intergenic	6	25342153	25346918	4766	1	Mp5g23550	9884	1.03678853310772
chr5	25353274	25354055	782	*	tak1-hs-merge_peak_20228	Distal Intergenic	6	25342153	25346918	4766	1	Mp5g23550	11121	1.08353845123014
chr5	25358133	25358577	445	*	tak1-hs-merge_peak_20229	Distal Intergenic	6	25358900	25365863	6964	2	Mp5g23560	7286	0.918344928962275
chr5	25359080	25359953	874	*	tak1-hs-merge_peak_20230	Exon (Mp5g23560.1/Mp5g23560, exon 8 of 8)	6	25358900	25365863	6964	2	Mp5g23560	5910	0.839478047374198
chr5	25365614	25366303	690	*	tak1-hs-merge_peak_20231	Exon (Mp5g23560.1/Mp5g23560, exon 1 of 8)	6	25358900	25365863	6964	2	Mp5g23560	0	0
chr5	25366523	25366934	412	*	tak1-hs-merge_peak_20232	Promoter	6	25358900	25365863	6964	2	Mp5g23560	-660	-0.220108088040055
chr5	25367156	25367570	415	*	tak1-hs-merge_peak_20233	Promoter	6	25358900	25365863	6964	2	Mp5g23560	-1293	-0.360404054729939
chr5	25368322	25369011	690	*	tak1-hs-merge_peak_20234	Distal Intergenic	6	25358900	25365863	6964	2	Mp5g23560	-2459	-0.538950562014361
chr5	25371757	25372529	773	*	tak1-hs-merge_peak_20235	Distal Intergenic	6	25358900	25365863	6964	2	Mp5g23560	-5894	-0.838471279071929
chr5	25372863	25373890	1028	*	tak1-hs-merge_peak_20236	Distal Intergenic	6	25358900	25365863	6964	2	Mp5g23560	-7000	-0.903089986991944
chr5	25374032	25375235	1204	*	tak1-hs-merge_peak_20237	Distal Intergenic	6	25358900	25365863	6964	2	Mp5g23560	-8169	-0.962321972729585
chr5	25386763	25387189	427	*	tak1-hs-merge_peak_20238	Exon (Mp5g23570.2/Mp5g23570, exon 1 of 7)	6	25383858	25387155	3298	2	Mp5g23570	0	0
chr5	25390860	25391327	468	*	tak1-hs-merge_peak_20239	Distal Intergenic	6	25383858	25387155	3298	2	Mp5g23570	-3705	-0.672559627763276
chr5	25396485	25397424	940	*	tak1-hs-merge_peak_20240	Exon (Mp5g23580.1/Mp5g23580, exon 1 of 2)	6	25395978	25397127	1150	2	Mp5g23580	0	0
chr5	25413508	25414393	886	*	tak1-hs-merge_peak_20241	Exon (Mp5g23610.1/Mp5g23610, exon 1 of 6)	6	25413919	25419164	5246	1	Mp5g23610	0	0
chr5	25429068	25429638	571	*	tak1-hs-merge_peak_20242	Exon (Mp5g23620.2/Mp5g23620, exon 1 of 38)	6	25429134	25459108	29975	1	Mp5g23620	0	0
chr5	25459877	25460124	248	*	tak1-hs-merge_peak_20243	Exon (Mp5g23630.1/Mp5g23630, exon 5 of 5)	6	25459889	25461622	1734	2	Mp5g23630	1498	0.397592434038117
chr5	25460793	25461016	224	*	tak1-hs-merge_peak_20244	Exon (Mp5g23630.1/Mp5g23630, exon 3 of 5)	6	25459889	25461622	1734	2	Mp5g23630	606	0.205745540942662
chr5	25480449	25481333	885	*	tak1-hs-merge_peak_20245	Exon (Mp5g23660.1/Mp5g23660, exon 7 of 7)	6	25480803	25487693	6891	2	Mp5g23660	6360	0.866877814337499
chr5	25487108	25488340	1233	*	tak1-hs-merge_peak_20246	Exon (Mp5g23660.1/Mp5g23660, exon 1 of 7)	6	25480803	25487693	6891	2	Mp5g23660	0	0
chr5	25490238	25490596	359	*	tak1-hs-merge_peak_20247	Promoter	6	25491708	25493799	2092	1	Mp5g23680	-1112	-0.324693913861775
chr5	25491622	25492627	1006	*	tak1-hs-merge_peak_20248	Exon (Mp5g23680.1/Mp5g23680, exon 1 of 2)	6	25491708	25493799	2092	1	Mp5g23680	0	0
chr5	25495920	25497193	1274	*	tak1-hs-merge_peak_20249	Exon (Mp5g23690.1/Mp5g23690, exon 1 of 1)	6	25495907	25497394	1488	1	Mp5g23690	13	0.00560944536028039
chr5	25499648	25501067	1420	*	tak1-hs-merge_peak_20250	Distal Intergenic	6	25495907	25497394	1488	1	Mp5g23690	3741	0.675869955318957
chr5	25508403	25509303	901	*	tak1-hs-merge_peak_20251	Exon (Mp5g23700.1/Mp5g23700, exon 1 of 15)	6	25501093	25508959	7867	2	Mp5g23700	0	0
chr5	25509605	25509830	226	*	tak1-hs-merge_peak_20252	Promoter	6	25501093	25508959	7867	2	Mp5g23700	-646	-0.216429830876251
chr5	25520215	25520555	341	*	tak1-hs-merge_peak_20253	Promoter	6	25521438	25523315	1878	1	Mp5g23710	-883	-0.274850320016665
chr5	25521087	25522019	933	*	tak1-hs-merge_peak_20254	Exon (Mp5g23710.1/Mp5g23710, exon 1 of 3)	6	25521438	25523315	1878	1	Mp5g23710	0	0
chr5	25522409	25522580	172	*	tak1-hs-merge_peak_20255	Exon (Mp5g23710.1/Mp5g23710, exon 2 of 3)	6	25521438	25523315	1878	1	Mp5g23710	971	0.294686624279443
chr5	25523922	25524360	439	*	tak1-hs-merge_peak_20256	Exon (Mp5g23715a.1/Mp5g23715a, exon 1 of 1)	6	25524301	25524374	74	2	Mp5g23715a	14	0.00603795499731718
chr5	25526148	25526403	256	*	tak1-hs-merge_peak_20257	Exon (Mp5g23720.1/Mp5g23720, exon 1 of 2)	6	25526233	25528243	2011	1	Mp5g23720	0	0
chr5	25535186	25535389	204	*	tak1-hs-merge_peak_20258	Distal Intergenic	6	25536044	25537016	973	2	Mp5g23740	1627	0.41946007278607
chr5	25537852	25538166	315	*	tak1-hs-merge_peak_20259	Promoter	6	25536044	25537016	973	2	Mp5g23740	-836	-0.263872676865224
chr5	25585457	25585621	165	*	tak1-hs-merge_peak_20260	Promoter	6	25583305	25584747	1443	2	Mp5g23770	-710	-0.232996110392154
chr5	25596124	25596607	484	*	tak1-hs-merge_peak_20261	Distal Intergenic	6	25602578	25605168	2591	2	Mp5g23800	8561	0.980503318193395
chr5	25605065	25605196	132	*	tak1-hs-merge_peak_20262	Exon (Mp5g23800.1/Mp5g23800, exon 1 of 2)	6	25602578	25605168	2591	2	Mp5g23800	0	0
chr5	25616355	25618457	2103	*	tak1-hs-merge_peak_20263	Exon (Mp5g23820.1/Mp5g23820, exon 1 of 13)	6	25608238	25616945	8708	2	Mp5g23820	0	0
chr5	25618734	25619578	845	*	tak1-hs-merge_peak_20264	Distal Intergenic	6	25608238	25616945	8708	2	Mp5g23820	-1789	-0.44544851426605
chr5	25620639	25620794	156	*	tak1-hs-merge_peak_20265	Distal Intergenic	6	25608238	25616945	8708	2	Mp5g23820	-3694	-0.671543085262574
chr5	25623784	25624767	984	*	tak1-hs-merge_peak_20266	Distal Intergenic	6	25608238	25616945	8708	2	Mp5g23820	-6839	-0.894260664446988
chr5	25626118	25626583	466	*	tak1-hs-merge_peak_20267	Distal Intergenic	6	25631994	25637969	5976	1	Mp5g23830	-5411	-0.806925776883732
chr5	25631759	25632232	474	*	tak1-hs-merge_peak_20268	Exon (Mp5g23830.1/Mp5g23830, exon 1 of 9)	6	25631994	25637969	5976	1	Mp5g23830	0	0
chr5	25641388	25641544	157	*	tak1-hs-merge_peak_20269	Exon (Mp5g23840.1/Mp5g23840, exon 1 of 9)	6	25641529	25646777	5249	1	Mp5g23840	0	0
chr5	25647980	25648303	324	*	tak1-hs-merge_peak_20270	Exon (Mp5g23850.1/Mp5g23850, exon 2 of 2)	6	25647837	25648554	718	2	Mp5g23850	251	0.0972573096934199
chr5	25654088	25654674	587	*	tak1-hs-merge_peak_20271	Exon (Mp5g23860.1/Mp5g23860, exon 1 of 3)	6	25649174	25654452	5279	2	Mp5g23860	0	0
chr5	25667879	25668948	1070	*	tak1-hs-merge_peak_20272	Exon (Mp5g23880.2/Mp5g23880, exon 1 of 4)	6	25668716	25670801	2086	1	Mp5g23880	0	0
chr5	25676376	25677925	1550	*	tak1-hs-merge_peak_20273	Exon (Mp5g23890.1/Mp5g23890, exon 1 of 10)	6	25670802	25676682	5881	2	Mp5g23890	0	0
chr5	25678247	25679370	1124	*	tak1-hs-merge_peak_20274	Distal Intergenic	6	25670802	25676682	5881	2	Mp5g23890	-1565	-0.409087369447835
chr5	25683538	25685553	2016	*	tak1-hs-merge_peak_20275	Promoter	6	25680444	25683422	2979	2	Mp5g23920	-116	-0.04766419460156
chr5	25685727	25686775	1049	*	tak1-hs-merge_peak_20276	Distal Intergenic	6	25680444	25683422	2979	2	Mp5g23920	-2305	-0.519171463821659
chr5	25691919	25694417	2499	*	tak1-hs-merge_peak_20277	Distal Intergenic	6	25680444	25683422	2979	2	Mp5g23920	-8497	-0.977586438003851
chr5	25696071	25696353	283	*	tak1-hs-merge_peak_20278	Distal Intergenic	6	25680444	25683422	2979	2	Mp5g23920	-12649	-1.13510083376572
chr5	25706697	25708790	2094	*	tak1-hs-merge_peak_20279	Distal Intergenic	6	25680444	25683422	2979	2	Mp5g23920	-23275	-1.38515923858004
chr5	25734473	25734647	175	*	tak1-hs-merge_peak_20280	Exon (Mp5g23930.1/Mp5g23930, exon 1 of 11)	6	25729282	25734556	5275	2	Mp5g23930	0	0
chr5	25769360	25770380	1021	*	tak1-hs-merge_peak_20281	Exon (Mp5g23940.1/Mp5g23940, exon 1 of 17)	6	25770033	25780633	10601	1	Mp5g23940	0	0
chr5	25782009	25782601	593	*	tak1-hs-merge_peak_20282	Exon (Mp5g23950.1/Mp5g23950, exon 1 of 4)	6	25782260	25784928	2669	1	Mp5g23950	0	0
chr5	25812642	25813238	597	*	tak1-hs-merge_peak_20283	Distal Intergenic	6	25828260	25831078	2819	1	Mp5g23960	-15022	-1.20471672740048
chr5	25822839	25823074	236	*	tak1-hs-merge_peak_20284	Distal Intergenic	6	25828260	25831078	2819	1	Mp5g23960	-5186	-0.79140991566716
chr5	25827455	25829052	1598	*	tak1-hs-merge_peak_20285	Exon (Mp5g23960.1/Mp5g23960, exon 1 of 3)	6	25828260	25831078	2819	1	Mp5g23960	0	0
chr5	25829875	25830299	425	*	tak1-hs-merge_peak_20286	Exon (Mp5g23960.1/Mp5g23960, exon 2 of 3)	6	25828260	25831078	2819	1	Mp5g23960	1615	0.417471693203293
chr5	25833903	25835627	1725	*	tak1-hs-merge_peak_20287	Exon (Mp5g23980.1/Mp5g23980, exon 1 of 4)	6	25835489	25839374	3886	1	Mp5g23980	0	0
chr5	25840174	25840419	246	*	tak1-hs-merge_peak_20288	Distal Intergenic	6	25835489	25839374	3886	1	Mp5g23980	4685	0.754730469023754
chr5	25893168	25893547	380	*	tak1-hs-merge_peak_20289	Exon (Mp5g23990.1/Mp5g23990, exon 2 of 2)	6	25893272	25893702	431	2	Mp5g23990	155	0.0625819842281631
chr5	25903702	25904400	699	*	tak1-hs-merge_peak_20290	Distal Intergenic	6	25893272	25893702	431	2	Mp5g23990	-10000	-1.04139268515823
chr5	25964910	25965233	324	*	tak1-hs-merge_peak_20291	Distal Intergenic	6	25971800	25972796	997	2	Mp5g24000	7563	0.932625944021782
chr5	25968371	25969910	1540	*	tak1-hs-merge_peak_20292	Distal Intergenic	6	25971800	25972796	997	2	Mp5g24000	2886	0.589502796263764
chr5	25971944	25973165	1222	*	tak1-hs-merge_peak_20293	Exon (Mp5g24000.1/Mp5g24000, exon 1 of 2)	6	25971800	25972796	997	2	Mp5g24000	0	0
chr5	25976481	25977714	1234	*	tak1-hs-merge_peak_20294	Exon (Mp5g24010.1/Mp5g24010, exon 1 of 1)	6	25977698	25978427	730	1	Mp5g24010	0	0
chr5	25978832	25978983	152	*	tak1-hs-merge_peak_20295	Exon (Mp5g24020.1/Mp5g24020, exon 1 of 5)	6	25978911	25980766	1856	1	Mp5g24020	0	0
chr5	25987001	25989131	2131	*	tak1-hs-merge_peak_20296	Exon (Mp5g24030.1/Mp5g24030, exon 1 of 5)	6	25982079	25987058	4980	2	Mp5g24030	0	0
chr5	26002543	26003867	1325	*	tak1-hs-merge_peak_20297	Exon (Mp5g24040.1/Mp5g24040, exon 1 of 6)	6	26003645	26006843	3199	1	Mp5g24040	0	0
chr5	26006969	26007445	477	*	tak1-hs-merge_peak_20298	Downstream (<=300bp)	6	26003645	26006843	3199	1	Mp5g24040	3324	0.635885685281273
chr5	26007802	26008353	552	*	tak1-hs-merge_peak_20299	Distal Intergenic	6	26003645	26006843	3199	1	Mp5g24040	4157	0.712397131406715
chr5	26026168	26026292	125	*	tak1-hs-merge_peak_20300	Promoter	6	26026900	26031626	4727	1	Mp5g24060	-608	-0.206286044412432
chr5	26033434	26033756	323	*	tak1-hs-merge_peak_20301	Exon (Mp5g24070.1/Mp5g24070, exon 1 of 3)	6	26030906	26033653	2748	2	Mp5g24070	0	0
chr5	26039211	26039427	217	*	tak1-hs-merge_peak_20302	Exon (Mp5g24080.1/Mp5g24080, exon 1 of 4)	6	26039296	26042716	3421	1	Mp5g24080	0	0
chr5	26045592	26046288	697	*	tak1-hs-merge_peak_20303	Exon (Mp5g24090.1/Mp5g24090, exon 1 of 1)	6	26043514	26046211	2698	2	Mp5g24090	0	0
chr5	26063462	26064000	539	*	tak1-hs-merge_peak_20304	Exon (Mp5g24110.1/Mp5g24110, exon 4 of 4)	6	26062986	26065817	2832	2	Mp5g24110	1817	0.449786846985773
chr5	26066002	26066601	600	*	tak1-hs-merge_peak_20305	Exon (Mp5g24120.1/Mp5g24120, exon 1 of 2)	6	26066430	26067928	1499	1	Mp5g24120	0	0
chr5	26072648	26072886	239	*	tak1-hs-merge_peak_20306	Promoter	6	26068267	26071569	3303	2	Mp5g24130	-1079	-0.317854489331469
chr5	26115864	26116565	702	*	tak1-hs-merge_peak_20307	Exon (Mp5g24145a.1/Mp5g24145a, exon 1 of 2)	6	26115835	26115921	87	1	Mp5g24145a	29	0.0124153747624329
chr5	26121339	26121918	580	*	tak1-hs-merge_peak_20308	Exon (Mp5g24155a.1/Mp5g24155a, exon 1 of 1)	6	26121467	26121540	74	1	Mp5g24155a	0	0
chr5	26128424	26128714	291	*	tak1-hs-merge_peak_20309	Distal Intergenic	6	26122900	26125472	2573	1	Mp5g24160	5524	0.814513952368238
chr5	26136584	26136840	257	*	tak1-hs-merge_peak_20310	Distal Intergenic	6	26122900	26125472	2573	1	Mp5g24160	13684	1.16684437583195
chr5	26140671	26140988	318	*	tak1-hs-merge_peak_20311	Distal Intergenic	6	26154602	26156896	2295	1	Mp5g24180	-13614	-1.1647691030092
chr5	26172494	26172790	297	*	tak1-hs-merge_peak_20312	Distal Intergenic	6	26158700	26170347	11648	2	Mp5g24200	-2147	-0.49789674291322
chr5	26224000	26224390	391	*	tak1-hs-merge_peak_20313	Distal Intergenic	6	26226331	26229497	3167	2	Mp5g24210	5107	0.785827919995866
chr5	26226373	26226676	304	*	tak1-hs-merge_peak_20314	Exon (Mp5g24210.1/Mp5g24210, exon 3 of 3)	6	26226331	26229497	3167	2	Mp5g24210	2821	0.582177037688409
chr5	26262612	26262799	188	*	tak1-hs-merge_peak_20315	Distal Intergenic	6	26267149	26269720	2572	2	Mp5g24220	6921	0.898780013289826
chr5	26262979	26263427	449	*	tak1-hs-merge_peak_20316	Distal Intergenic	6	26267149	26269720	2572	2	Mp5g24220	6293	0.862906213562998
chr5	26264093	26264401	309	*	tak1-hs-merge_peak_20317	Distal Intergenic	6	26267149	26269720	2572	2	Mp5g24220	5319	0.800648355363988
chr5	26273054	26273658	605	*	tak1-hs-merge_peak_20318	Distal Intergenic	6	26267149	26269720	2572	2	Mp5g24220	-3334	-0.636888906983799
chr5	26277549	26279821	2273	*	tak1-hs-merge_peak_20319	Distal Intergenic	6	26284717	26286347	1631	1	Mp5g24230	-4896	-0.770557474850995
chr5	26281256	26281761	506	*	tak1-hs-merge_peak_20320	Distal Intergenic	6	26284717	26286347	1631	1	Mp5g24230	-2956	-0.597256282925142
chr5	26282484	26284973	2490	*	tak1-hs-merge_peak_20321	Exon (Mp5g24230.1/Mp5g24230, exon 1 of 1)	6	26284717	26286347	1631	1	Mp5g24230	0	0
chr5	26308633	26308784	152	*	tak1-hs-merge_peak_20322	Distal Intergenic	6	26300700	26301399	700	2	Mp5g24250	-7234	-0.915610862661467
chr5	26316558	26316817	260	*	tak1-hs-merge_peak_20323	Exon (Mp5g24260.1/Mp5g24260, exon 1 of 11)	6	26316577	26323161	6585	1	Mp5g24260	0	0
