site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id	site1_TF	site2_TF
11	53805144	53805150	C3_C2H2_40	2.54601	+	11	53805159	53805165	C3_C2H2_40	2.56168	-	9	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	56485297	56485303	C3_C2H2_40	2.18504	+	11	56485305	56485311	C3_C2H2_40	1.98279	+	2	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	57256643	57256649	C3_C2H2_40	3.24357	+	11	57256655	57256661	C3_C2H2_40	3.05298	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257033	57257039	C3_C2H2_40	3.61174	-	11	57257068	57257074	C3_C2H2_40	2.79072	+	29	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257033	57257039	C3_C2H2_40	3.61174	-	11	57257116	57257122	C3_C2H2_40	3.1406	+	77	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257068	57257074	C3_C2H2_40	2.79072	+	11	57257116	57257122	C3_C2H2_40	3.1406	+	42	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
12	6081547	6081553	C3_C2H2_40	2.70304	-	12	6081582	6081588	C3_C2H2_40	2.46869	+	29	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	7657236	7657242	C3_C2H2_40	2.11769	+	2	7657317	7657323	C3_C2H2_40	1.65634	-	75	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	48792148	48792154	C3_C2H2_40	2.55373	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	89	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	37	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
2	51085940	51085946	C3_C2H2_40	2.05408	+	2	51086040	51086046	C3_C2H2_40	2.83731	-	94	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	51086154	51086160	C3_C2H2_40	2.37095	+	2	51086191	51086197	C3_C2H2_40	1.92565	-	31	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	51086330	51086336	C3_C2H2_40	2.68717	+	2	51086419	51086425	C3_C2H2_40	2.03575	-	83	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2490992	2490998	C3_C2H2_40	1.84358	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	20	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	76	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	99	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	8	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	64	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	87	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	50	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2491006	2491012	C3_C2H2_40	1.81325	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	73	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
3	2491062	2491068	C3_C2H2_40	1.93396	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	17	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692458	49692464	C3_C2H2_40	2.71316	+	27	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	39	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
7	270734	270740	C3_C2H2_40	2.01627	+	7	270741	270747	C3_C2H2_40	1.94965	+	1	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805092	53805099	C3_HSF_30	2.34739	-	11	53805102	53805108	C3_C2H2_40	2.46175	-	3	TF2-TF1			NA	NA		NA		NA	NA				HSF	C2H2
11	53805092	53805099	C3_HSF_30	2.34739	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	15	TF2-TF1			NA	NA		NA		NA	NA				HSF	C2H2
11	53805092	53805099	C3_HSF_30	2.34739	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	45	divergent			NA	NA		NA		NA	NA				HSF	C2H2
11	53805092	53805099	C3_HSF_30	2.34739	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	60	TF2-TF1			NA	NA		NA		NA	NA				HSF	C2H2
11	57257443	57257450	C3_HSF_30	3.37974	-	11	57257512	57257518	C3_C2H2_40	3.00599	+	62	divergent			NA	NA		NA		NA	NA				HSF	C2H2
2	7657238	7657245	C3_HSF_30	2.114	+	2	7657317	7657323	C3_C2H2_40	1.65634	-	72	convergent			NA	NA		NA		NA	NA				HSF	C2H2
2	48792194	48792201	C3_HSF_30	2.07463	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	42	TF2-TF1			NA	NA		NA		NA	NA				HSF	C2H2
2	48792194	48792201	C3_HSF_30	2.07463	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	85	TF2-TF1			NA	NA		NA		NA	NA				HSF	C2H2
7	41143882	41143889	C3_HSF_30	0.74616	-	7	41143934	41143940	C3_C2H2_40	1.50272	+	45	divergent			NA	NA		NA		NA	NA				HSF	C2H2
10	61275282	61275288	C3_Homeobox_14	1.5647	-	10	61275342	61275348	C3_C2H2_40	1.40409	+	54	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
10	65978903	65978909	C3_Homeobox_14	1.15615	-	10	65978982	65978988	C3_C2H2_40	1.6061	+	73	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
11	2490585	2490591	C3_Homeobox_14	1.57495	+	11	2490618	2490624	C3_C2H2_40	1.76547	+	27	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2H2
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805102	53805108	C3_C2H2_40	2.46175	-	2	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	14	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	44	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	59	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
11	56485299	56485305	C3_Homeobox_14	2.16073	-	11	56485305	56485311	C3_C2H2_40	1.98279	+	0	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
11	57256858	57256864	C3_Homeobox_14	3.1901	+	11	57256903	57256909	C3_C2H2_40	3.00112	+	39	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2H2
11	57257336	57257342	C3_Homeobox_14	2.58694	+	11	57257395	57257401	C3_C2H2_40	2.99794	+	53	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2H2
2	7657304	7657310	C3_Homeobox_14	1.65944	+	2	7657317	7657323	C3_C2H2_40	1.65634	-	7	convergent			NA	NA		NA		NA	NA				Homeobox	C2H2
2	48792273	48792279	C3_Homeobox_14	2.43788	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	7	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
2	51085716	51085722	C3_Homeobox_14	2.95379	-	2	51085812	51085818	C3_C2H2_40	3.07111	+	90	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
2	51086154	51086160	C3_Homeobox_14	2.37095	+	2	51086191	51086197	C3_C2H2_40	1.92565	-	31	convergent			NA	NA		NA		NA	NA				Homeobox	C2H2
3	2491004	2491010	C3_Homeobox_14	1.91972	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	52	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2H2
3	2491004	2491010	C3_Homeobox_14	1.91972	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	75	convergent			NA	NA		NA		NA	NA				Homeobox	C2H2
3	2491034	2491040	C3_Homeobox_14	1.83262	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	22	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
3	2491034	2491040	C3_Homeobox_14	1.83262	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	45	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
3	2491041	2491047	C3_Homeobox_14	1.93396	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	15	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
3	2491041	2491047	C3_Homeobox_14	1.93396	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	38	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
1	78804330	78804336	C3_Homeobox_14	1.74438	-	1	78804344	78804350	C3_C2H2_26	1.46797	+	8	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
11	2490585	2490591	C3_Homeobox_14	1.57495	+	11	2490630	2490636	C3_C2H2_26	1.56025	+	39	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2H2
11	2490618	2490624	C3_Homeobox_14	1.76547	+	11	2490630	2490636	C3_C2H2_26	1.56025	+	6	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2H2
11	57256657	57256663	C3_Homeobox_14	3.05298	-	11	57256690	57256696	C3_C2H2_26	3.49915	+	27	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
11	57256728	57256734	C3_Homeobox_14	3.31546	+	11	57256834	57256840	C3_C2H2_26	3.3316	-	100	convergent			NA	NA		NA		NA	NA				Homeobox	C2H2
12	6081582	6081588	C3_Homeobox_14	2.46869	+	12	6081688	6081694	C3_C2H2_26	2.41298	-	100	convergent			NA	NA		NA		NA	NA				Homeobox	C2H2
12	67322722	67322728	C3_Homeobox_14	2.1738	-	12	67322744	67322750	C3_C2H2_26	2.24512	+	16	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
2	51084258	51084264	C3_Homeobox_14	2.50147	-	2	51084294	51084300	C3_C2H2_26	2.1086	+	30	divergent			NA	NA		NA		NA	NA				Homeobox	C2H2
8	64454218	64454224	C3_Homeobox_14	1.88612	-	8	64454289	64454295	C3_C2H2_26	2.94826	-	65	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2H2
1	70933648	70933657	C2_GeBP_2	2.07024	-	1	70933753	70933762	C3_G2like_3	2.82	-	96	TF2-TF1			NA	NA		NA		NA	NA				GeBP	G2like
1	88084702	88084711	C2_GeBP_2	1.68896	+	1	88084739	88084748	C3_G2like_3	2.21704	+	28	TF1-TF2			NA	NA		NA		NA	NA				GeBP	G2like
10	3071362	3071371	C2_GeBP_2	1.84987	+	10	3071372	3071381	C3_G2like_3	1.85177	+	1	TF1-TF2			NA	NA		NA		NA	NA				GeBP	G2like
10	3071362	3071371	C2_GeBP_2	1.84987	+	10	3071382	3071391	C3_G2like_3	1.79927	+	11	TF1-TF2			NA	NA		NA		NA	NA				GeBP	G2like
8	8437287	8437296	C2_GeBP_2	2.61949	+	8	8437393	8437402	C3_G2like_3	1.96682	-	97	convergent			NA	NA		NA		NA	NA				GeBP	G2like
9	63436801	63436810	C2_GeBP_2	2.33037	-	9	63436880	63436889	C3_G2like_3	2.32893	+	70	divergent			NA	NA		NA		NA	NA				GeBP	G2like
1	88084702	88084713	C2_HSF_1	1.68575	+	1	88084739	88084748	C3_G2like_3	2.21704	+	26	TF1-TF2			NA	NA		NA		NA	NA				HSF	G2like
10	3071362	3071373	C2_HSF_1	1.84987	+	10	3071382	3071391	C3_G2like_3	1.79927	+	9	TF1-TF2			NA	NA		NA		NA	NA				HSF	G2like
11	10982136	10982147	C2_HSF_1	1.88618	+	11	10982186	10982195	C3_G2like_3	2.27936	+	39	TF1-TF2			NA	NA		NA		NA	NA				HSF	G2like
6	50057639	50057650	C2_HSF_1	1.54204	+	6	50057662	50057671	C3_G2like_3	1.5951	-	12	convergent			NA	NA		NA		NA	NA				HSF	G2like
8	8437287	8437298	C2_HSF_1	2.61949	+	8	8437393	8437402	C3_G2like_3	1.96682	-	95	convergent			NA	NA		NA		NA	NA				HSF	G2like
9	63436784	63436795	C2_HSF_1	2.33037	-	9	63436880	63436889	C3_G2like_3	2.32893	+	85	divergent			NA	NA		NA		NA	NA				HSF	G2like
9	63436799	63436810	C2_HSF_1	2.33037	-	9	63436880	63436889	C3_G2like_3	2.32893	+	70	divergent			NA	NA		NA		NA	NA				HSF	G2like
11	2762928	2762939	C2_HSF_1	2.63214	+	11	2762994	2763001	C2_G2like_49	2.38119	+	55	TF1-TF2			NA	NA		NA		NA	NA				HSF	G2like
11	2762963	2762974	C2_HSF_1	2.09454	-	11	2762994	2763001	C2_G2like_49	2.38119	+	20	divergent			NA	NA		NA		NA	NA				HSF	G2like
8	8437401	8437412	C2_HSF_1	2.32013	-	8	8437487	8437494	C2_G2like_49	2.12585	-	75	TF2-TF1			NA	NA		NA		NA	NA				HSF	G2like
9	61187418	61187429	C2_HSF_1	1.58833	+	9	61187506	61187513	C2_G2like_49	1.7875	+	77	TF1-TF2			NA	NA		NA		NA	NA				HSF	G2like
9	61187453	61187464	C2_HSF_1	1.69886	-	9	61187506	61187513	C2_G2like_49	1.7875	+	42	divergent			NA	NA		NA		NA	NA				HSF	G2like
1	79580106	79580115	C3_G2like_3	1.86763	+	1	79580127	79580136	C2_GeBP_2	1.47211	-	12	convergent			NA	NA		NA		NA	NA				G2like	GeBP
11	2762927	2762936	C3_G2like_3	2.65846	-	11	2762965	2762974	C2_GeBP_2	2.09454	-	29	TF2-TF1			NA	NA		NA		NA	NA				G2like	GeBP
8	8437274	8437283	C3_G2like_3	2.55541	+	8	8437287	8437296	C2_GeBP_2	2.61949	+	4	TF1-TF2			NA	NA		NA		NA	NA				G2like	GeBP
8	49216785	49216794	C3_G2like_3	1.59264	-	8	49216816	49216825	C2_GeBP_2	1.57988	-	22	TF2-TF1			NA	NA		NA		NA	NA				G2like	GeBP
9	63436728	63436737	C3_G2like_3	2.38852	-	9	63436801	63436810	C2_GeBP_2	2.33037	-	64	TF2-TF1			NA	NA		NA		NA	NA				G2like	GeBP
1	79489781	79489788	C3_C2C2YABBY_21	1.45995	-	1	79489874	79489881	C3_HSF_30	1.7043	+	86	divergent	transcript	-	79485751	79489648	query_1	-136	start	0	0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0	C2C2YABBY	HSF
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805092	53805099	C3_HSF_30	2.34739	-	30	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	HSF
11	57256643	57256650	C3_C2C2YABBY_21	3.24357	+	11	57256678	57256685	C3_HSF_30	3.49915	+	28	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	HSF
11	57257395	57257402	C3_C2C2YABBY_21	2.99794	+	11	57257443	57257450	C3_HSF_30	3.37974	-	41	convergent			NA	NA		NA		NA	NA				C2C2YABBY	HSF
11	57257612	57257619	C3_C2C2YABBY_21	2.61163	-	11	57257687	57257694	C3_HSF_30	2.59197	+	68	divergent			NA	NA		NA		NA	NA				C2C2YABBY	HSF
11	57257629	57257636	C3_C2C2YABBY_21	2.44478	+	11	57257687	57257694	C3_HSF_30	2.59197	+	51	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	HSF
6	49692425	49692432	C3_C2C2YABBY_21	2.88979	+	6	49692479	49692486	C3_HSF_30	2.35573	+	47	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	HSF
6	50057980	50057987	C3_C2C2YABBY_21	2.07669	+	6	50058010	50058017	C3_HSF_30	1.9914	-	23	convergent			NA	NA		NA		NA	NA				C2C2YABBY	HSF
1	79489782	79489788	C3_C2H2_40	1.45995	-	1	79489874	79489881	C3_HSF_30	1.7043	+	86	divergent	transcript	-	79485751	79489648	query_1	-137	start	0	0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0	C2H2	HSF
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805092	53805099	C3_HSF_30	2.34739	-	30	TF2-TF1			NA	NA		NA		NA	NA				C2H2	HSF
11	57256643	57256649	C3_C2H2_40	3.24357	+	11	57256678	57256685	C3_HSF_30	3.49915	+	29	TF1-TF2			NA	NA		NA		NA	NA				C2H2	HSF
11	57256655	57256661	C3_C2H2_40	3.05298	+	11	57256678	57256685	C3_HSF_30	3.49915	+	17	TF1-TF2			NA	NA		NA		NA	NA				C2H2	HSF
11	57257395	57257401	C3_C2H2_40	2.99794	+	11	57257443	57257450	C3_HSF_30	3.37974	-	42	convergent			NA	NA		NA		NA	NA				C2H2	HSF
11	57257629	57257635	C3_C2H2_40	2.44478	+	11	57257687	57257694	C3_HSF_30	2.59197	+	52	TF1-TF2			NA	NA		NA		NA	NA				C2H2	HSF
2	48792148	48792154	C3_C2H2_40	2.55373	-	2	48792194	48792201	C3_HSF_30	2.07463	-	40	TF2-TF1			NA	NA		NA		NA	NA				C2H2	HSF
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692479	49692486	C3_HSF_30	2.35573	+	48	TF1-TF2			NA	NA		NA		NA	NA				C2H2	HSF
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692479	49692486	C3_HSF_30	2.35573	+	15	TF1-TF2			NA	NA		NA		NA	NA				C2H2	HSF
6	49692470	49692476	C3_C2H2_40	2.16714	+	6	49692479	49692486	C3_HSF_30	2.35573	+	3	TF1-TF2			NA	NA		NA		NA	NA				C2H2	HSF
6	50057980	50057986	C3_C2H2_40	2.07669	+	6	50058010	50058017	C3_HSF_30	1.9914	-	24	convergent			NA	NA		NA		NA	NA				C2H2	HSF
1	70933753	70933762	C3_G2like_3	2.82	-	1	70933816	70933827	C2_HSF_1	2.53791	-	54	TF2-TF1			NA	NA		NA		NA	NA				G2like	HSF
1	70933753	70933762	C3_G2like_3	2.82	-	1	70933830	70933841	C2_HSF_1	2.53791	+	68	divergent			NA	NA		NA		NA	NA				G2like	HSF
10	3071382	3071391	C3_G2like_3	1.79927	+	10	3071482	3071493	C2_HSF_1	1.21732	-	91	convergent			NA	NA		NA		NA	NA				G2like	HSF
11	2762927	2762936	C3_G2like_3	2.65846	-	11	2762963	2762974	C2_HSF_1	2.09454	-	27	TF2-TF1			NA	NA		NA		NA	NA				G2like	HSF
3	12654741	12654750	C3_G2like_3	2.15675	+	3	12654766	12654777	C2_HSF_1	1.99923	+	16	TF1-TF2			NA	NA		NA		NA	NA				G2like	HSF
8	8437274	8437283	C3_G2like_3	2.55541	+	8	8437287	8437298	C2_HSF_1	2.61949	+	4	TF1-TF2			NA	NA		NA		NA	NA				G2like	HSF
8	49216785	49216794	C3_G2like_3	1.59264	-	8	49216814	49216825	C2_HSF_1	1.52602	-	20	TF2-TF1			NA	NA		NA		NA	NA				G2like	HSF
9	63436728	63436737	C3_G2like_3	2.38852	-	9	63436784	63436795	C2_HSF_1	2.33037	-	47	TF2-TF1			NA	NA		NA		NA	NA				G2like	HSF
9	63436728	63436737	C3_G2like_3	2.38852	-	9	63436799	63436810	C2_HSF_1	2.33037	-	62	TF2-TF1			NA	NA		NA		NA	NA				G2like	HSF
1	88084684	88084691	C2_G2like_49	1.8886	-	1	88084702	88084713	C2_HSF_1	1.68575	+	11	divergent			NA	NA		NA		NA	NA				G2like	HSF
10	65980146	65980153	C3_C2C2YABBY_21	1.26583	+	10	65980160	65980166	C3_Homeobox_14	1.13874	+	7	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	10982080	10982087	C3_C2C2YABBY_21	1.88888	+	11	10982102	10982108	C3_Homeobox_14	1.93491	+	15	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	12313299	12313306	C3_C2C2YABBY_21	1.2399	-	11	12313326	12313332	C3_Homeobox_14	0.97211	-	20	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805094	53805100	C3_Homeobox_14	2.21998	-	32	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805159	53805165	C3_Homeobox_14	2.56168	-	97	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	53805144	53805151	C3_C2C2YABBY_21	2.54601	+	11	53805159	53805165	C3_Homeobox_14	2.56168	-	8	convergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	57256643	57256650	C3_C2C2YABBY_21	3.24357	+	11	57256657	57256663	C3_Homeobox_14	3.05298	-	7	convergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
11	57256643	57256650	C3_C2C2YABBY_21	3.24357	+	11	57256728	57256734	C3_Homeobox_14	3.31546	+	78	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
2	48792285	48792292	C3_C2C2YABBY_21	2.49989	-	2	48792308	48792314	C3_Homeobox_14	2.40209	+	16	divergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
2	51084256	51084263	C3_C2C2YABBY_21	2.50147	+	2	51084324	51084330	C3_Homeobox_14	2.09673	+	61	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491004	2491010	C3_Homeobox_14	1.91972	+	5	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491034	2491040	C3_Homeobox_14	1.83262	-	35	convergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491041	2491047	C3_Homeobox_14	1.93396	-	42	convergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491085	2491091	C3_Homeobox_14	1.93557	-	86	convergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	3	2491034	2491040	C3_Homeobox_14	1.83262	-	22	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	3	2491041	2491047	C3_Homeobox_14	1.93396	-	29	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	3	2491085	2491091	C3_Homeobox_14	1.93557	-	73	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
6	49692425	49692432	C3_C2C2YABBY_21	2.88979	+	6	49692478	49692484	C3_Homeobox_14	2.35573	+	46	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
6	50057980	50057987	C3_C2C2YABBY_21	2.07669	+	6	50058012	50058018	C3_Homeobox_14	1.9914	-	25	convergent			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
7	66694950	66694957	C3_C2C2YABBY_21	1.79841	+	7	66694988	66694994	C3_Homeobox_14	1.13716	+	31	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	Homeobox
10	65980107	65980113	C3_C2H2_40	1.26583	+	10	65980160	65980166	C3_Homeobox_14	1.13874	+	47	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
10	65980146	65980152	C3_C2H2_40	1.26583	+	10	65980160	65980166	C3_Homeobox_14	1.13874	+	8	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	2490585	2490591	C3_C2H2_40	1.57495	+	11	2490618	2490624	C3_Homeobox_14	1.76547	+	27	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	10982080	10982086	C3_C2H2_40	1.88888	+	11	10982102	10982108	C3_Homeobox_14	1.93491	+	16	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805094	53805100	C3_Homeobox_14	2.21998	-	32	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805159	53805165	C3_Homeobox_14	2.56168	-	97	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805159	53805165	C3_Homeobox_14	2.56168	-	51	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
11	53805114	53805120	C3_C2H2_40	2.67101	-	11	53805159	53805165	C3_Homeobox_14	2.56168	-	39	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
11	53805144	53805150	C3_C2H2_40	2.54601	+	11	53805159	53805165	C3_Homeobox_14	2.56168	-	9	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57256643	57256649	C3_C2H2_40	3.24357	+	11	57256657	57256663	C3_Homeobox_14	3.05298	-	8	convergent			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57256643	57256649	C3_C2H2_40	3.24357	+	11	57256728	57256734	C3_Homeobox_14	3.31546	+	79	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57256655	57256661	C3_C2H2_40	3.05298	+	11	57256728	57256734	C3_Homeobox_14	3.31546	+	67	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
11	57257269	57257275	C3_C2H2_40	2.24932	+	11	57257336	57257342	C3_Homeobox_14	2.58694	+	61	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
12	6081547	6081553	C3_C2H2_40	2.70304	-	12	6081582	6081588	C3_Homeobox_14	2.46869	+	29	divergent			NA	NA		NA		NA	NA				C2H2	Homeobox
2	7657236	7657242	C3_C2H2_40	2.11769	+	2	7657304	7657310	C3_Homeobox_14	1.65944	+	62	TF1-TF2			NA	NA		NA		NA	NA				C2H2	Homeobox
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792273	48792279	C3_Homeobox_14	2.43788	-	24	TF2-TF1			NA	NA		NA		NA	NA				C2H2	Homeobox
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792284	48792290	C3_Homeobox_14	2.5889	+	35	divergent			NA	NA		NA		NA	NA				C2H2	Homeobox
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792308	48792314	C3_Homeobox_14	2.40209	+	59	divergent			NA	NA		NA		NA	NA				C2H2	Homeobox
