site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id	site1_TF	site2_TF
11	57996106	57996112	C2_AP2EREBP_3-C3_AP2EREBP_24	1.45671	+	11	57996165	57996173	C1_E2FDP_1	1.40322	-	53	convergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996106	57996112	C2_AP2EREBP_3-C3_AP2EREBP_24	1.45671	+	11	57996185	57996193	C1_E2FDP_1	1.80727	+	73	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996106	57996112	C2_AP2EREBP_3-C3_AP2EREBP_24	1.45671	+	11	57996207	57996215	C1_E2FDP_1	1.82956	+	95	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996169	57996175	C2_AP2EREBP_3-C3_AP2EREBP_24	1.3494	-	11	57996185	57996193	C1_E2FDP_1	1.80727	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996169	57996175	C2_AP2EREBP_3-C3_AP2EREBP_24	1.3494	-	11	57996207	57996215	C1_E2FDP_1	1.82956	+	32	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996169	57996175	C2_AP2EREBP_3-C3_AP2EREBP_24	1.3494	-	11	57996242	57996250	C1_E2FDP_1	1.49289	+	67	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996226	57996232	C2_AP2EREBP_3-C3_AP2EREBP_24	1.8058	-	11	57996242	57996250	C1_E2FDP_1	1.49289	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996226	57996232	C2_AP2EREBP_3-C3_AP2EREBP_24	1.8058	-	11	57996276	57996284	C1_E2FDP_1	1.49289	+	44	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996226	57996232	C2_AP2EREBP_3-C3_AP2EREBP_24	1.8058	-	11	57996299	57996307	C1_E2FDP_1	1.09522	+	67	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996260	57996266	C2_AP2EREBP_3-C3_AP2EREBP_24	1.49289	-	11	57996276	57996284	C1_E2FDP_1	1.49289	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996260	57996266	C2_AP2EREBP_3-C3_AP2EREBP_24	1.49289	-	11	57996299	57996307	C1_E2FDP_1	1.09522	+	33	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996260	57996266	C2_AP2EREBP_3-C3_AP2EREBP_24	1.49289	-	11	57996334	57996342	C1_E2FDP_1	1.24607	+	68	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996260	57996266	C2_AP2EREBP_3-C3_AP2EREBP_24	1.49289	-	11	57996357	57996365	C1_E2FDP_1	1.46464	+	91	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996318	57996324	C2_AP2EREBP_3-C3_AP2EREBP_24	1.19464	-	11	57996334	57996342	C1_E2FDP_1	1.24607	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996318	57996324	C2_AP2EREBP_3-C3_AP2EREBP_24	1.19464	-	11	57996357	57996365	C1_E2FDP_1	1.46464	+	33	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996318	57996324	C2_AP2EREBP_3-C3_AP2EREBP_24	1.19464	-	11	57996412	57996420	C1_E2FDP_1	1.45666	+	88	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996376	57996382	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67066	-	11	57996412	57996420	C1_E2FDP_1	1.45666	+	30	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996376	57996382	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67066	-	11	57996447	57996455	C1_E2FDP_1	1.40251	+	65	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996376	57996382	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67066	-	11	57996470	57996478	C1_E2FDP_1	1.52818	+	88	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996431	57996437	C2_AP2EREBP_3-C3_AP2EREBP_24	1.57415	-	11	57996447	57996455	C1_E2FDP_1	1.40251	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996431	57996437	C2_AP2EREBP_3-C3_AP2EREBP_24	1.57415	-	11	57996470	57996478	C1_E2FDP_1	1.52818	+	33	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996431	57996437	C2_AP2EREBP_3-C3_AP2EREBP_24	1.57415	-	11	57996504	57996512	C1_E2FDP_1	1.59263	+	67	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996431	57996437	C2_AP2EREBP_3-C3_AP2EREBP_24	1.57415	-	11	57996527	57996535	C1_E2FDP_1	1.95118	+	90	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996488	57996494	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52818	-	11	57996504	57996512	C1_E2FDP_1	1.59263	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996488	57996494	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52818	-	11	57996527	57996535	C1_E2FDP_1	1.95118	+	33	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996488	57996494	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52818	-	11	57996561	57996569	C1_E2FDP_1	1.4283	+	67	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996545	57996551	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99184	-	11	57996561	57996569	C1_E2FDP_1	1.4283	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996545	57996551	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99184	-	11	57996597	57996605	C1_E2FDP_1	1.56339	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996545	57996551	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99184	-	11	57996639	57996647	C1_E2FDP_1	1.40985	+	88	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996601	57996607	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56339	-	11	57996639	57996647	C1_E2FDP_1	1.40985	+	32	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996601	57996607	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56339	-	11	57996672	57996680	C1_E2FDP_1	1.59521	+	65	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996601	57996607	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56339	-	11	57996707	57996715	C1_E2FDP_1	1.52629	+	100	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996637	57996643	C2_AP2EREBP_3-C3_AP2EREBP_24	1.43927	+	11	57996672	57996680	C1_E2FDP_1	1.59521	+	29	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996637	57996643	C2_AP2EREBP_3-C3_AP2EREBP_24	1.43927	+	11	57996707	57996715	C1_E2FDP_1	1.52629	+	64	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996637	57996643	C2_AP2EREBP_3-C3_AP2EREBP_24	1.43927	+	11	57996743	57996751	C1_E2FDP_1	2.05804	-	100	convergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996656	57996662	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46794	-	11	57996672	57996680	C1_E2FDP_1	1.59521	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996656	57996662	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46794	-	11	57996707	57996715	C1_E2FDP_1	1.52629	+	45	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996656	57996662	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46794	-	11	57996743	57996751	C1_E2FDP_1	2.05804	-	81	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996691	57996697	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46931	-	11	57996707	57996715	C1_E2FDP_1	1.52629	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996691	57996697	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46931	-	11	57996743	57996751	C1_E2FDP_1	2.05804	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
11	57996747	57996753	C2_AP2EREBP_3-C3_AP2EREBP_24	2.15234	-	11	57996808	57996816	C1_E2FDP_1	1.86982	+	55	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040513	1040519	C2_AP2EREBP_3-C3_AP2EREBP_24	2.1479	-	12	1040566	1040574	C1_E2FDP_1	2.11209	-	47	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040513	1040519	C2_AP2EREBP_3-C3_AP2EREBP_24	2.1479	-	12	1040600	1040608	C1_E2FDP_1	1.34548	-	81	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040570	1040576	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11209	-	12	1040600	1040608	C1_E2FDP_1	1.34548	-	24	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040570	1040576	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11209	-	12	1040622	1040630	C1_E2FDP_1	1.2954	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040570	1040576	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11209	-	12	1040657	1040665	C1_E2FDP_1	0.95253	-	81	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040604	1040610	C2_AP2EREBP_3-C3_AP2EREBP_24	1.34548	-	12	1040622	1040630	C1_E2FDP_1	1.2954	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040604	1040610	C2_AP2EREBP_3-C3_AP2EREBP_24	1.34548	-	12	1040657	1040665	C1_E2FDP_1	0.95253	-	47	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040604	1040610	C2_AP2EREBP_3-C3_AP2EREBP_24	1.34548	-	12	1040679	1040687	C1_E2FDP_1	0.95253	-	69	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040626	1040632	C2_AP2EREBP_3-C3_AP2EREBP_24	1.28576	-	12	1040657	1040665	C1_E2FDP_1	0.95253	-	25	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040626	1040632	C2_AP2EREBP_3-C3_AP2EREBP_24	1.28576	-	12	1040679	1040687	C1_E2FDP_1	0.95253	-	47	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040626	1040632	C2_AP2EREBP_3-C3_AP2EREBP_24	1.28576	-	12	1040713	1040721	C1_E2FDP_1	0.95955	-	81	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040626	1040632	C2_AP2EREBP_3-C3_AP2EREBP_24	1.28576	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	94	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040661	1040667	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040679	1040687	C1_E2FDP_1	0.95253	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040661	1040667	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040713	1040721	C1_E2FDP_1	0.95955	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040661	1040667	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	59	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040683	1040689	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040713	1040721	C1_E2FDP_1	0.95955	-	24	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040683	1040689	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	37	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040683	1040689	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040783	1040791	C1_E2FDP_1	0.77302	-	94	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	3	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	12	1040783	1040791	C1_E2FDP_1	0.77302	-	60	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	12	1040817	1040825	C1_E2FDP_1	1.41965	-	94	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	12	1040783	1040791	C1_E2FDP_1	0.77302	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	12	1040817	1040825	C1_E2FDP_1	1.41965	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	12	1040839	1040847	C1_E2FDP_1	1.41965	-	68	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	12	1040839	1040847	C1_E2FDP_1	1.41965	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	12	1040895	1040903	C1_E2FDP_1	1.27717	-	68	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040843	1040849	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41665	-	12	1040895	1040903	C1_E2FDP_1	1.27717	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	12	1040895	1040903	C1_E2FDP_1	1.27717	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	12	1040953	1040961	C1_E2FDP_1	1.52372	-	70	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	12	1040953	1040961	C1_E2FDP_1	1.52372	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	12	1040988	1040996	C1_E2FDP_1	1.74013	-	47	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	12	1041022	1041030	C1_E2FDP_1	1.30409	-	81	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	12	1040988	1040996	C1_E2FDP_1	1.74013	-	25	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	12	1041022	1041030	C1_E2FDP_1	1.30409	-	59	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	12	1041043	1041051	C1_E2FDP_1	1.67498	-	80	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	12	1041022	1041030	C1_E2FDP_1	1.30409	-	24	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	12	1041043	1041051	C1_E2FDP_1	1.67498	-	45	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	12	1041077	1041085	C1_E2FDP_1	1.56686	-	79	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	12	1041043	1041051	C1_E2FDP_1	1.67498	-	11	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	12	1041077	1041085	C1_E2FDP_1	1.56686	-	45	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	12	1041099	1041107	C1_E2FDP_1	1.56686	-	67	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	12	1041077	1041085	C1_E2FDP_1	1.56686	-	24	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	12	1041099	1041107	C1_E2FDP_1	1.56686	-	46	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041099	1041107	C1_E2FDP_1	1.56686	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041156	1041164	C1_E2FDP_1	1.83574	-	69	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041179	1041187	C1_E2FDP_1	2.16746	-	92	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041156	1041164	C1_E2FDP_1	1.83574	-	47	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041179	1041187	C1_E2FDP_1	2.16746	-	70	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041201	1041209	C1_E2FDP_1	2.16746	-	92	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041156	1041164	C1_E2FDP_1	1.83574	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041179	1041187	C1_E2FDP_1	2.16746	-	35	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041201	1041209	C1_E2FDP_1	2.16746	-	57	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041237	1041245	C1_E2FDP_1	2.26189	-	93	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041201	1041209	C1_E2FDP_1	2.16746	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041237	1041245	C1_E2FDP_1	2.26189	-	48	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041259	1041267	C1_E2FDP_1	2.30864	-	70	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041237	1041245	C1_E2FDP_1	2.26189	-	26	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041259	1041267	C1_E2FDP_1	2.30864	-	48	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	1041241	1041247	C2_AP2EREBP_3-C3_AP2EREBP_24	2.26189	-	12	1041259	1041267	C1_E2FDP_1	2.30864	-	12	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	12	66426690	66426698	C1_E2FDP_1	1.99122	+	45	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	12	66426712	66426720	C1_E2FDP_1	2.22315	+	67	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	12	66426727	66426735	C1_E2FDP_1	2.11838	-	82	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426712	66426720	C1_E2FDP_1	2.22315	+	18	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426727	66426735	C1_E2FDP_1	2.11838	-	33	convergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426747	66426755	C1_E2FDP_1	1.8442	+	53	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426769	66426777	C1_E2FDP_1	1.94265	+	75	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	12	66426747	66426755	C1_E2FDP_1	1.8442	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	12	66426769	66426777	C1_E2FDP_1	1.94265	+	32	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110519	67110525	C2_AP2EREBP_3-C3_AP2EREBP_24	1.62913	+	12	67110569	67110577	C1_E2FDP_1	1.03026	+	44	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110519	67110525	C2_AP2EREBP_3-C3_AP2EREBP_24	1.62913	+	12	67110616	67110624	C1_E2FDP_1	1.26681	+	91	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110589	67110595	C2_AP2EREBP_3-C3_AP2EREBP_24	1.18972	-	12	67110616	67110624	C1_E2FDP_1	1.26681	+	21	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110589	67110595	C2_AP2EREBP_3-C3_AP2EREBP_24	1.18972	-	12	67110672	67110680	C1_E2FDP_1	1.46702	+	77	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110730	67110738	C1_E2FDP_1	1.03198	+	12	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110767	67110775	C1_E2FDP_1	0.94115	-	49	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110787	67110795	C1_E2FDP_1	0.82815	+	69	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110809	67110817	C1_E2FDP_1	0.82815	+	91	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110787	67110795	C1_E2FDP_1	0.82815	+	10	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110809	67110817	C1_E2FDP_1	0.82815	+	32	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110824	67110832	C1_E2FDP_1	0.82815	-	47	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110846	67110854	C1_E2FDP_1	1.55781	+	69	divergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110861	67110869	C1_E2FDP_1	1.55781	-	84	TF2-TF1			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110809	67110817	C1_E2FDP_1	0.82815	+	18	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110824	67110832	C1_E2FDP_1	0.82815	-	33	convergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110846	67110854	C1_E2FDP_1	1.55781	+	55	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110861	67110869	C1_E2FDP_1	1.55781	-	70	convergent			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110880	67110888	C1_E2FDP_1	1.38643	+	89	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	E2FDP
